modified_index,P-JW1-MON,P-JW1-TUE,P-JW1-WED,P-JW1-THU,P-JW1-FRI,P-JW1-SAT,P-JW1-SUN,P-JW2-MON,P-JW2-TUE,P-JW2-WED,P-JW2-THU,P-JW2-FRI,P-JW2-SAT,P-JW2-SUN,P-JW3-MON,P-JW3-TUE,P-JW3-WED,P-JW3-THU,P-JW3-FRI,P-JW3-SAT,P-JW3-SUN,P-JW4-MON,P-JW4-TUE,P-JW4-WED,P-JW4-THU,P-JW4-FRI,P-JW4-SAT,P-JW4-SUN,P-FW1-MON,P-FW1-TUE,P-FW1-WED,P-FW1-THU,P-FW1-FRI,P-FW1-SAT,P-FW1-SUN,P-FW2-MON,P-FW2-TUE,P-FW2-WED,P-FW2-THU,P-FW2-FRI,P-FW2-SAT,P-FW2-SUN,P-FW3-MON,P-FW3-TUE,P-FW3-WED,P-FW3-THU,P-FW3-FRI,P-FW3-SAT,P-FW3-SUN,Euclidean Barycenter,Median Barycenter,Modal Barycenter,DTW Barycenter,SDTW Barycenter-G1.0
10:00:00,3397.546,3368.367,3342.73,3319.793,3351.11,3251.263,2838.432,3326.38,3232.612,3181.063,3253.666,3327.954,3168.149,2694.832,3292.317,3264.29,3433.593,3108.418,3350.216,3125.567,2699.773,3286.466,3286.352,3264.781,3210.603,3238.365,2182.656,2113.253,2231.527,2246.378,2290.611,2317.688,2328.288,2926.283,2741.897,2584.338,2704.489,3329.548,3459.254,3428.688,3100.919,2750.06,3298.942,3417.649,3411.969,3297.421,3354.36,3157.21,2722.203,3041.025897959183,3238.365,3397.546,2790.9182452904233,2798.7802789904554
10:15:00,3414.469,3430.264,3361.249,3335.592,3409.257,3319.574,2957.337,3361.783,3259.4,3243.878,3253.478,3341.14,3159.548,2769.238,3345.968,3282.789,3454.331,3149.539,3389.274,3096.49,2808.122,3331.943,3335.668,3308.171,3264.612,3334.072,2227.893,2118.897,2285.385,2296.817,2305.436,2323.189,2302.155,3003.229,2734.389,2696.281,2735.077,3365.627,3527.912,3452.96,3164.567,2820.689,3377.828,3401.703,3416.306,3368.746,3394.176,3208.523,2801.033,3082.5715102040813,3264.612,3414.469,2789.8197452904233,2797.5655750965834
10:30:00,3430.462,3381.201,3352.277,3392.92,3460.671,3365.029,2939.761,3366.198,3327.607,3327.677,3327.661,3406.191,3263.361,2759.648,3386.151,3281.442,3484.121,3164.855,3404.906,3179.115,2837.039,3387.087,3355.851,3372.162,3362.787,3438.896,2210.739,2190.533,2353.721,2302.628,2362.27,2320.561,2331.793,3054.74,2758.112,2729.822,2806.29,3346.313,3535.038,3499.791,3233.184,2841.601,3469.878,3377.014,3490.661,3442.457,3401.204,3251.888,2857.503,3120.87381632653,3327.677,3430.462,2794.203259530227,2797.5247649001412
10:45:00,3452.307,3457.833,3375.488,3435.569,3509.276,3409.571,2927.2,3384.58,3314.133,3315.527,3309.406,3386.917,3307.037,2757.468,3407.607,3327.791,3491.181,3131.217,3347.974,3202.52,2854.521,3391.314,3431.991,3392.32,3398.35,3430.842,2242.352,2224.526,2355.371,2319.821,2367.757,2354.936,2358.96,3043.249,2830.459,2780.558,2760.427,3364.956,3601.908,3518.526,3283.308,2865.853,3495.972,3385.989,3512.726,3472.922,3419.898,3289.867,2887.327,3140.563428571428,3327.791,3452.307,2784.7305043237634,2791.7373560950027
11:00:00,3567.369,3457.708,3495.41,3415.677,3540.679,3417.58,2982.523,3355.35,3378.272,3369.355,3349.369,3458.858,3317.358,2747.76,3437.997,3411.19,3507.128,3183.175,3408.609,3274.823,2855.797,3436.438,3468.915,3425.278,3430.543,3476.452,2293.081,2127.78,2346.897,2309.754,2360.09,2343.112,2361.375,3145.702,2752.071,2778.889,2830.2,3465.324,3704.474,3636.287,3208.259,2832.147,3540.539,3466.207,3571.486,3455.9,3483.292,3369.938,2864.021,3171.7640408163256,3378.272,3567.369,2867.959386713869,2802.352763157337
11:15:00,3545.566,3422.94,3437.324,3444.433,3567.444,3461.277,3066.327,3347.706,3322.031,3402.162,3399.878,3450.009,3359.916,2846.113,3441.075,3410.578,3477.94,3257.899,3398.339,3261.992,3008.986,3489.757,3501.352,3443.204,3401.719,3481.719,2256.249,2243.553,2320.982,2287.75,2398.787,2337.354,2362.456,3209.316,2884.498,2827.818,2813.039,3477.821,3694.094,3654.077,3248.44,2908.959,3570.912,3427.794,3490.436,3535.238,3527.615,3393.097,2992.3,3194.087163265306,3399.878,3545.566,2815.9333372535457,2802.182110955277
11:30:00,3565.456,3456.094,3403.418,3511.697,3611.13,3507.881,3126.703,3319.737,3368.259,3512.258,3462.339,3453.028,3421.859,2923.552,3433.232,3477.963,3509.857,3317.082,3470.218,3261.977,2970.875,3520.128,3527.665,3480.373,3392.321,3509.069,2217.621,2302.078,2376.578,2275.398,2428.321,2363.059,2291.854,3165.828,2925.192,2822.544,2810.554,3496.438,3659.107,3705.829,3255.418,2987.017,3541.575,3474.163,3537.667,3512.68,3560.484,3397.042,3029.834,3217.3561632653054,3421.859,3565.456,2811.437459576138,2803.1549909046485
11:45:00,3543.102,3485.268,3329.52,3539.196,3599.967,3530.007,3115.86,3430.269,3337.351,3492.702,3448.892,3460.906,3390.22,2985.339,3466.27,3497.677,3458.396,3341.855,3463.403,3238.426,2984.208,3500.668,3537.03,3456.014,3491.234,3474.382,2245.101,2291.979,2447.962,2297.678,2421.898,2362.658,2232.967,3130.825,2877.069,2848.058,2876.833,3588.931,3766.672,3733.93,3288.929,2987.069,3548.048,3481.608,3522.771,3490.459,3591.637,3390.652,3041.723,3225.788142857143,3448.892,3543.102,2809.8529226030023,2803.11851844411
12:00:00,3547.702,3534.508,3316.962,3514.375,3623.672,3505.946,3117.825,3483.458,3387.917,3483.875,3437.877,3503.325,3399.354,2967.922,3484.95,3490.47,3470.319,3384.776,3486.605,3117.421,3004.502,3527.869,3528.959,3408.486,3480.087,3478.254,2238.517,2301.542,2472.297,2294.447,2460.099,2369.546,2071.348,3162.869,2859.758,2848.581,2933.564,3665.873,3729.96,3723.329,3273.137,2971.55,3629.931,3485.604,3608.601,3500.974,3597.121,3427.072,3073.084,3232.371836734695,3437.877,3547.702,2811.428517268446,2799.0461479925175
12:15:00,3575.754,3532.81,3361.253,3542.902,3697.772,3496.95,3151.264,3524.002,3448.011,3502.663,3470.099,3502.842,3450.442,2939.844,3474.125,3516.461,3533.835,3410.561,3413.986,3169.027,3048.524,3470.684,3596.14,3457.875,3492.512,3511.707,2263.551,2335.332,2458.847,2328.409,2472.595,2421.368,2052.08,3181.083,2905.274,2902.8,2917.369,3723.123,3723.83,3664.544,3281.211,3027.977,3644.308,3479.683,3623.497,3546.053,3557.967,3411.772,3121.049,3251.7503469387752,3457.875,3575.754,2778.941606729178,2830.065510038135
12:30:00,3587.615,3561.887,3416.137,3531.138,3694.943,3536.209,3176.109,3522.494,3431.423,3528.744,3417.38,3549.203,3460.259,2968.657,3505.773,3589.682,3528.12,3472.41,3369.425,3233.422,3079.368,3492.382,3593.704,3486.078,3431.166,3550.658,2248.794,2356.598,2461.159,2354.721,2459.163,2475.867,1978.091,3137.471,2894.87,2923.341,2963.007,3720.497,3796.948,3732.365,3280.254,3023.151,3627.289,3491.627,3663.088,3520.149,3547.697,3415.771,3102.323,3263.033204081633,3460.259,3587.615,2812.731790527531,2829.8018010431992
12:45:00,3502.578,3553.818,3478.467,3529.652,3651.882,3561.393,3184.531,3585.506,3457.083,3537.818,3453.022,3556.706,3484.301,3028.218,3558.214,3647.639,3566.331,3424.355,3390.042,3232.28,3108.744,3542.921,3587.29,3534.24,3428.921,3569.891,2272.107,2332.79,2474.788,2394.803,2535.875,2424.093,1952.137,3185.638,2955.646,2911.092,2938.721,3735.085,3741.395,3723.07,3292.44,3020.92,3645.011,3502.272,3647.312,3530.731,3522.916,3464.752,3097.908,3274.6396938775515,3478.467,3502.578,2867.5424332810035,2863.7841735224815
13:00:00,3602.843,3558.901,3495.385,3561.532,3594.063,3554.072,3244.204,3577.102,3500.422,3550.037,3413.02,3557.773,3511.351,3074.289,3554.927,3687.288,3580.798,3463.172,3465.173,3292.489,3137.746,3573.308,3592.476,3532.473,3444.382,3489.081,2296.839,2332.131,2462.088,2407.581,2535.608,2407.148,1904.686,3155.522,2985.443,2917.73,2904.922,3814.752,3727.504,3695.819,3357.054,3070.379,3673.441,3537.694,3676.578,3550.757,3553.387,3507.193,3115.613,3289.7586938775507,3500.422,3602.843,2969.9285056196386,2964.996139633349
13:15:00,3600.387,3536.798,3482.169,3567.633,3594.96,3534.148,3223.253,3598.214,3465.956,3582.191,3384.917,3554.879,3466.625,3111.618,3543.283,3687.833,3543.41,3510.441,3459.942,3291.021,3093.794,3568.329,3589.582,3553.239,3494.989,3484.641,2265.841,2331.927,2420.246,2420.908,2560.697,2429.665,1877.632,3154.822,3004.821,2893.361,2962.949,3830.889,3737.479,3717.146,3321.926,3106.007,3676.615,3567.162,3671.328,3570.239,3508.102,3491.229,3135.608,3289.4051224489795,3491.229,3600.387,3125.768137158759,3129.81047181603
13:30:00,3616.279,3556.95,3493.166,3532.281,3549.121,3548.887,3192.993,3624.756,3508.119,3597.476,3339.481,3542.74,3456.691,3087.594,3606.75,3715.811,3479.268,3528.145,3489.638,3268.646,3098.03,3577.441,3558.918,3576.48,3522.385,3462.979,2276.471,2373.119,2408.125,2417.48,2537.996,2446.643,1883.188,3109.009,3015.79,2851.22,2966.418,3836.443,3762.714,3705.6,3322.824,3111.8,3634.476,3498.431,3656.497,3537.73,3509.143,3516.224,3187.355,3287.6677755102046,3498.431,3616.279,3309.877971178676,3315.6014755121623
13:45:00,3690.964,3619.048,3524.872,3561.742,3556.736,3567.22,3208.098,3608.125,3519.416,3639.296,3342.417,3578.492,3527.953,3124.459,3622.484,3693.05,3406.889,3571.71,3485.937,3288.42,3105.737,3632.776,3489.338,3562.758,3510.367,3533.362,2345.316,2382.918,2433.274,2412.774,2532.878,2481.77,1869.328,3028.224,2971.561,2829.454,2934.788,3837.649,3782.053,3730.655,3340.147,3083.74,3683.816,3500.34,3705.772,3529.987,3520.434,3532.873,3182.345,3298.444122448979,3519.416,3690.964,3544.630162594752,3548.2505951512258
14:00:00,3677.049,3575.201,3497.199,3555.526,3608.458,3524.057,3254.734,3621.656,3527.542,3651.355,3278.314,3628.373,3509.341,3101.108,3611.607,3685.46,3429.167,3526.682,3511.946,3244.891,3082.04,3658.963,3488.484,3589.036,3482.847,3547.28,2325.48,2387.22,2430.217,2428.286,2521.912,2514.211,1867.607,3058.171,2983.095,2823.587,2930.297,3867.989,3781.447,3749.091,3325.362,3064.573,3685.032,3471.984,3684.233,3528.299,3566.166,3565.942,3155.099,3297.624816326531,3509.341,3677.049,3249.2421658817375,3258.218313684479
14:15:00,3606.957,3603.923,3378.816,3532.761,3537.559,3500.749,3220.163,3593.291,3477.829,3726.177,3258.751,3489.011,3449.852,3079.081,3617.347,3636.339,3487.657,3566.532,3505.599,3190.362,3093.625,3667.646,3487.026,3589.591,3488.742,3535.806,2302.197,2415.138,2466.125,2439.15,2522.276,2540.536,1906.503,3131.343,2972.369,2831.832,2975.593,3885.61,3795.706,3800.888,3237.402,3078.656,3659.791,3489.865,3670.069,3541.825,3537.953,3464.181,3169.895,3288.8998979591825,3487.657,3606.957,3112.9040278973976,3117.872511293717
14:30:00,3555.841,3609.661,3336.369,3514.289,3566.621,3444.996,3199.724,3580.147,3400.308,3694.617,3227.09,3524.799,3451.189,3145.69,3656.537,3676.066,3464.615,3536.143,3604.319,3154.875,3047.508,3681.287,3558.39,3633.335,3512.427,3539.418,2320.175,2401.158,2455.521,2429.262,2555.377,2545.749,1915.087,3103.307,2926.019,2866.406,2969.789,3878.405,3779.246,3779.892,3221.344,3163.368,3617.803,3557.59,3649.756,3580.913,3505.148,3434.097,3122.022,3287.6264285714283,3464.615,3555.841,3039.90620831729,3037.764826147841
14:45:00,3590.508,3611.165,3277.162,3561.873,3598.548,3413.482,3190.641,3556.367,3397.017,3718.633,3259.936,3498.991,3372.169,3143.922,3639.516,3674.693,3468.41,3571.402,3597.121,3151.38,2996.524,3692.806,3556.575,3609.568,3471.166,3539.39,2360.746,2424.443,2485.125,2466.822,2579.913,2544.791,1926.183,3112.007,2921.556,2828.272,2922.81,3785.102,3777.931,3738.557,3209.754,3151.22,3635.312,3591.107,3661.579,3528.122,3587.749,3391.929,3089.088,3283.2465918367343,3468.41,3590.508,3034.0823277080067,3034.936538469975
15:00:00,3541.165,3655.63,3299.166,3547.227,3648.754,3426.363,3213.589,3543.672,3409.875,3718.281,3317.43,3630.298,3347.934,3141.502,3642.814,3639.553,3399.723,3548.709,3564.966,3156.502,2993.604,3632.246,3511.8,3582.588,3485.132,3528.13,2348.527,2399.002,2500.638,2468.132,2537.091,2512.736,1891.741,3090.928,2943.352,2832.813,2904.632,3784.425,3769.415,3741.281,3181.469,3161.131,3628.888,3634.746,3678.963,3577.062,3595.214,3424.234,3149.738,3283.322673469388,3426.363,3541.165,3034.8466354003144,3034.1267057640316
15:15:00,3540.541,3637.477,3319.668,3514.11,3579.403,3358.037,3242.241,3494.926,3401.807,3724.006,3337.786,3554.834,3269.798,3089.415,3695.308,3646.182,3349.954,3505.764,3548.99,3173.417,2993.023,3623.325,3485.594,3576.949,3514.618,3576.04,2321.178,2349.447,2476.478,2466.27,2550.12,2495.613,1884.107,3032.857,2999.917,2802.252,2881.442,3871.107,3770.628,3642.947,3166.092,3093.847,3686.034,3604.135,3663.585,3585.952,3630.474,3425.142,3179.68,3272.0921836734688,3425.142,3540.541,3035.148654631084,3033.748898680586
15:30:00,3541.209,3674.166,3371.177,3590.189,3628.198,3329.85,3219.216,3514.402,3406.632,3725.037,3310.988,3547.756,3265.17,3076.103,3736.38,3668.554,3346.814,3524.229,3486.157,3070.543,2995.135,3656.665,3550.932,3492.146,3575.687,3577.966,2311.246,2383.297,2487.442,2476.184,2520.26,2522.108,1864.187,3028.494,2972.907,2750.444,2837.284,3850.526,3743.692,3630.409,3181.009,3055.223,3672.585,3662.533,3667.419,3623.756,3653.657,3370.604,3138.347,3271.120693877551,3406.632,3541.209,3035.148654631084,3033.4148816275138
15:45:00,3555.214,3670.131,3395.22,3551.396,3643.595,3295.962,3214.163,3518.171,3364.759,3714.324,3338.539,3509.016,3246.671,3036.69,3705.222,3700.608,3334.528,3590.258,3531.645,3012.533,3009.868,3618.171,3487.508,3539.186,3563.663,3601.761,2357.385,2369.957,2494.194,2489.324,2497.181,2533.279,1854.952,3048.099,2896.209,2741.183,2848.632,3824.665,3723.451,3633.141,3147.325,2985.723,3733.013,3650.946,3647.497,3616.056,3650.956,3344.209,3157.119,3265.1693469387765,3395.22,3555.214,3035.148654631084,3033.6005742711427
16:00:00,3608.916,3633.847,3407.669,3515.581,3675.912,3322.098,3214.109,3502.218,3398.213,3699.177,3277.145,3467.613,3223.861,2974.784,3689.427,3628.752,3368.778,3552.431,3502.274,2991.067,3025.401,3585.87,3523.852,3561.073,3523.621,3560.436,2356.02,2369.741,2504.941,2476.083,2513.893,2495.53,1900.973,3093.74,2915.925,2711.54,2806.24,3779.02,3758.262,3612.478,3062.429,3006.488,3641.428,3626.08,3603.238,3547.604,3620.824,3293.23,3142.597,3250.457734693878,3407.669,3608.916,3035.148654631084,3033.3755803927465
16:15:00,3564.467,3556.256,3374.701,3490.771,3625.253,3320.251,3178.562,3406.593,3374.579,3619.35,3228.19,3411.411,3238.039,3013.034,3613.09,3542.135,3304.899,3531.434,3462.354,3004.013,2955.814,3534.199,3475.845,3480.491,3427.023,3481.767,2351.193,2306.318,2440.684,2470.527,2484.177,2456.873,1849.994,3005.992,2901.385,2762.508,2786.192,3695.558,3658.751,3571.182,3024.863,3022.193,3556.279,3575.1,3517.24,3497.228,3572.916,3249.406,3141.36,3206.3763265306125,3374.701,3564.467,3035.148654631084,3034.303973799823
16:30:00,3518.773,3501.227,3349.839,3462.3,3585.258,3283.429,3142.518,3334.878,3320.546,3456.19,3183.638,3352.678,3173.415,3016.772,3425.021,3435.443,3264.146,3425.016,3394.803,2968.499,3002.166,3498.369,3411.933,3400.706,3346.842,3414.577,2342.697,2300.345,2404.662,2410.08,2439.501,2430.575,1847.509,2989.792,2867.875,2747.534,2782.887,3649.697,3558.926,3408.79,3041.922,3050.413,3448.87,3499.319,3470.021,3409.325,3447.301,3237.829,3128.635,3154.7650408163277,3334.878,3518.773,3035.148654631084,3035.009856053431
16:45:00,3285.987,3314.029,3226.362,3309.182,3433.86,3226.692,3147.422,3198.537,3185.758,3202.101,3054.428,3262.901,3068.572,3008.873,3341.253,3283.74,3161.501,3317.974,3313.45,2916.803,2961.354,3319.849,3251.848,3265.598,3224.297,3358.441,2303.907,2314.35,2288.484,2370.242,2402.851,2414.736,1875.47,3029.244,2816.673,2681.239,2819.584,3467.028,3443.496,3269.281,2988.48,3001.156,3305.142,3259.21,3284.69,3218.437,3222.423,3230.365,3104.297,3056.1550408163266,3218.437,3285.987,3035.148654631084,3022.134292627731
17:00:00,3177.694,3252.56,3199.14,3190.981,3277.934,3173.018,3128.17,3086.481,3066.429,3103.152,2979.061,3161.405,3119.165,2946.696,3185.11,3203.983,3080.872,3172.982,3200.682,2868.676,2903.486,3277.557,3156.812,3068.804,3130.431,3240.752,2301.223,2291.903,2267.56,2355.607,2328.461,2380.13,1881.291,3001.833,2799.982,2722.679,2767.767,3377.68,3291.75,3198.658,2951.187,2982.002,3175.409,3131.26,3210.57,3178.73,3147.607,3234.987,3055.497,2987.465428571428,3128.17,3177.694,3035.148654631084,3025.746559927103
17:15:00,3118.917,3195.039,3153.937,3168.149,3199.098,3206.926,3096.397,3057.622,2956.908,2990.65,2972.82,3118.828,3103.041,2929.241,3132.456,3142.944,2980.578,3078.17,3083.456,2879.037,2845.757,3135.612,3089.473,2965.362,2945.077,3109.976,2270.044,2300.197,2292.516,2364.474,2310.494,2405.359,1880.436,2987.313,2768.042,2677.621,2783.217,3222.222,3149.954,3094.082,2918.843,2980.898,3093.46,3041.434,3103.226,3164.68,3055.075,3200.155,3044.217,2933.947551020408,3055.075,3118.917,3035.06475078493,3028.1863894909975
17:30:00,3106.037,3130.651,3158.321,3112.534,3158.148,3232.26,3064.449,3034.302,2952.262,3015.287,2974.899,3096.452,3071.286,2946.902,3016.761,3123.693,2959.66,3103.094,2998.601,2887.829,2874.316,3037.391,3081.6,2939.333,2994.288,3143.08,2284.279,2333.166,2335.531,2374.502,2291.663,2423.63,1871.397,2979.954,2729.869,2667.67,2759.97,3221.197,3116.768,3062.213,2910.722,3006.843,3048.082,3050.611,3045.8,3170.375,3049.102,3164.885,3048.931,2921.644816326531,3034.302,3106.037,3037.0741894493653,3030.3969917612285
17:45:00,3112.75,3139.68,3202.905,3094.767,3149.439,3222.253,3014.073,3010.566,2996.926,3010.002,2995.865,3035.888,3063.572,2897.61,3088.047,3087.259,2969.875,3049.3,3002.352,2918.595,2900.57,3053.648,3096.946,2946.622,2996.208,3152.787,2285.419,2235.668,2292.771,2312.051,2305.059,2414.303,2358.272,3000.292,2771.734,2653.316,2699.961,3178.706,3092.742,3023.697,2897.868,2936.007,3013.598,2986.247,2981.381,3078.763,3040.298,3167.946,3060.339,2918.264142857143,3010.002,3112.75,2986.6371072428974,3028.3240698424656
18:00:00,3208.772,3289.412,3352.046,3243.84,3296.19,3335.221,3117.083,3126.288,3083.52,3180.264,3108.757,3137.791,3137.234,2991.528,3127.839,3182.382,3108.321,3142.321,3081.64,3013.201,2944.243,3130.187,3231.102,3044.313,3124.156,3239.349,2331.764,2296.072,2388.229,2393.204,2399.149,2492.76,2719.824,3052.085,2772.551,2711.903,2796.226,3210.262,3215.104,3075.287,2970.733,2938.859,3098.432,3070.772,3031.817,3157.197,3172.98,3204.501,3082.812,3011.4188367346937,3108.321,3208.772,3026.062862244899,3027.9439064079893
18:15:00,3368.754,3447.133,3484.756,3393.714,3427.448,3436.69,3232.466,3338.796,3226.8,3369.417,3263.056,3251.79,3246.196,3068.789,3241.553,3382.447,3222.533,3271.625,3245.906,3078.011,3015.022,3207.25,3391.538,3249.1,3250.999,3329.352,2362.927,2340.818,2454.484,2468.372,2531.003,2566.202,2778.617,3103.243,2865.314,2798.026,2936.573,3293.669,3305.978,3166.964,3074.48,3020.809,3234.11,3222.742,3101.496,3253.941,3270.024,3226.69,3132.459,3121.4302448979583,3232.466,3368.754,3027.058881475668,3027.7092374866465
18:30:00,3545.549,3682.973,3603.398,3584.038,3552.746,3634.666,3433.459,3523.242,3402.302,3593.71,3428.913,3447.542,3432.582,3237.281,3452.353,3612.019,3476.318,3475.708,3421.964,3268.02,3177.59,3436.017,3588.551,3442.751,3493.049,3554.312,2488.028,2445.777,2601.865,2583.86,2653.428,2637.155,2948.353,3215.977,3016.967,2981.559,3117.76,3501.38,3476.655,3329.399,3266.794,3154.5,3383.348,3437.135,3305.193,3468.703,3474.426,3376.867,3290.728,3299.1206122448993,3432.582,3545.549,3026.8330930141296,2983.4613752874625
18:45:00,3628.865,3779.047,3716.279,3679.629,3620.012,3698.824,3506.016,3538.961,3535.319,3723.051,3518.18,3509.329,3575.492,3413.663,3602.484,3711.741,3619.381,3606.538,3451.64,3326.742,3236.87,3581.699,3752.997,3604.583,3646.953,3769.127,2591.741,2509.984,2663.207,2721.122,2730.835,2752.637,3136.843,3310.302,3221.398,3132.362,3227.831,3690.338,3722.158,3581.618,3438.743,3345.473,3613.181,3656.177,3482.002,3732.78,3689.109,3568.62,3454.568,3435.2336938775497,3568.62,3628.865,3025.7917660910525,3026.6137323154467
19:00:00,3674.599,3874.314,3781.779,3734.62,3614.287,3717.619,3559.289,3630.577,3587.532,3728.767,3502.611,3543.383,3638.794,3522.902,3652.867,3740.615,3705.844,3617.182,3513.86,3325.743,3365.119,3630.068,3751.579,3750.719,3725.101,3776.43,2659.294,2587.865,2693.625,2738.362,2763.099,2760.796,3142.473,3460.747,3217.976,3170.528,3329.575,3864.02,3783.197,3606.175,3539.659,3436.964,3723.319,3722.171,3606.835,3842.862,3788.64,3651.563,3509.345,3495.2099999999996,3614.287,3674.599,3046.84784882842,3028.95377711564
19:15:00,3720.168,3853.973,3721.516,3765.44,3609.724,3740.46,3624.792,3617.151,3548.292,3752.472,3551.891,3521.716,3596.496,3527.938,3693.687,3817.928,3678.041,3666.122,3464.917,3370.851,3415.903,3688.47,3751.135,3751.594,3733.188,3766.771,2626.343,2575.556,2711.53,2792.467,2784.051,2776.337,3161.76,3461.518,3239.712,3186.44,3363.268,3849.773,3788.219,3640.439,3523.021,3510.412,3761.633,3778.803,3563.023,3864.908,3780.524,3662.391,3551.766,3508.2557142857145,3617.151,3720.168,3164.693121643394,3083.689691912403
19:30:00,3708.692,3896.623,3782.411,3823.496,3642.88,3769.92,3586.652,3690.838,3638.23,3741.102,3590.567,3559.83,3556.984,3584.234,3760.043,3804.115,3689.382,3698.084,3495.442,3400.651,3433.371,3698.533,3780.65,3793.091,3727.618,3727.412,2674.243,2617.855,2744.268,2824.291,2809.537,2772.392,3216.077,3537.615,3296.946,3212.269,3395.887,3902.188,3872.262,3657.327,3499.544,3494.577,3791.822,3896.936,3689.407,3873.659,3849.484,3659.286,3571.468,3539.5957346938762,3657.327,3708.692,3355.4920576752443,3293.698896853112
19:45:00,3747.851,3866.332,3794.073,3858.893,3673.254,3777.191,3637.319,3697.88,3639.197,3738.471,3627.769,3598.433,3607.117,3624.503,3754.882,3818.27,3618.223,3698.531,3518.509,3386.319,3491.903,3682.093,3797.167,3839.328,3784.742,3639.996,2579.537,2609.74,2757.867,2852.845,2819.259,2850.812,3230.007,3540.794,3252.973,3208.392,3454.279,3918.628,3895.09,3683.698,3593.591,3552.002,3864.286,3916.041,3754.108,3975.297,3858.321,3701.314,3652.833,3559.9991836734694,3652.833,3747.851,3685.3100720930233,3661.843252372673
20:00:00,3746.875,3884.665,3819.557,3857.026,3729.895,3769.267,3691.379,3697.332,3599.97,3705.318,3660.292,3552.578,3522.369,3569.207,3808.337,3861.564,3629.708,3671.726,3542.578,3376.095,3503.59,3759.008,3808.021,3815.804,3755.601,3627.689,2660.147,2622.699,2814.673,2785.952,2775.67,2788.862,3193.094,3487.051,3275.081,3246.895,3469.821,3889.251,3946.828,3644.168,3529.186,3597.451,3844.601,3916.007,3582.539,4013.827,3850.93,3674.459,3637.377,3555.3473469387745,3644.168,3746.875,3442.0310482105883,3373.8344829211514
20:15:00,3723.316,3947.793,3788.548,3732.162,3739.279,3704.119,3746.044,3730.281,3559.81,3643.687,3639.622,3520.073,3562.378,3645.453,3822.051,3822.981,3579.349,3701.579,3509.259,3343.601,3566.676,3794.151,3745.092,3754.237,3765.397,3530.943,2576.998,2603.161,2786.532,2782.534,2725.653,2749.809,3155.207,3463.373,3296.071,3252.3,3474.078,3885.325,3972.28,3625.698,3481.761,3584.213,3873.062,3974.443,3624.791,3976.158,3808.812,3584.474,3693.333,3542.2030000000004,3639.622,3723.316,3224.6434460848163,3150.7377326018272
20:30:00,3720.132,3929.279,3798.261,3787.491,3739.719,3667.335,3759.891,3680.254,3584.53,3635.203,3606.657,3616.189,3556.512,3602.32,3802.528,3905.743,3622.599,3728.771,3520.631,3363.288,3511.218,3772.484,3762.118,3753.511,3715.399,3561.389,2590.118,2600.407,2793.06,2786.887,2700.153,2753.094,3166.428,3481.808,3313.951,3312.997,3398.088,3856.24,3953.446,3620.979,3408.587,3582.69,3807.379,4006.027,3827.68,3908.182,3854.873,3592.496,3639.39,3544.049224489796,3622.599,3720.132,3083.1918878723905,3019.3446554551565
20:45:00,3677.517,3849.266,3773.782,3756.353,3723.595,3692.107,3728.21,3690.789,3477.706,3771.51,3551.758,3616.513,3571.367,3618.89,3717.972,3862.747,3527.467,3685.131,3604.823,3343.622,3570.34,3763.198,3730.9,3699.802,3716.768,3569.862,2533.01,2589.074,2774.457,2764.127,2628.175,2795.43,3184.365,3382.047,3244.704,3262.363,3402.412,3878.004,3907.694,3583.739,3428.697,3605.855,3828.34,4010.302,3845.967,3799.23,3811.236,3604.447,3637.22,3526.385510204081,3618.89,3677.517,2999.2088516483523,2996.9551025572378
21:00:00,3675.06,3883.089,3711.457,3665.162,3685.524,3687.402,3718.408,3672.233,3451.261,3680.074,3552.698,3580.312,3508.316,3578.02,3765.267,3889.718,3440.719,3705.577,3560.184,3340.258,3573.283,3738.251,3689.041,3693.257,3673.548,3499.002,2572.867,2640.794,2773.42,2665.541,2582.463,2779.773,3201.699,3359.768,3266.268,3292.502,3470.301,3760.676,3807.322,3513.192,3359.913,3575.224,3817.659,3897.036,3877.562,3773.06,3776.155,3621.496,3560.241,3501.2663877551017,3580.312,3675.06,2996.1350439560447,2997.849544690607
21:15:00,3588.314,3806.405,3661.819,3655.003,3661.684,3661.416,3681.757,3559.88,3387.457,3627.879,3533.875,3504.293,3534.899,3578.46,3636.378,3804.946,3382.858,3527.944,3496.52,3345.484,3535.887,3679.548,3659.978,3649.819,3663.721,3509.998,2533.863,2613.537,2714.451,2621.762,2585.655,2692.652,3209.688,3306.115,3246.941,3303.194,3442.021,3692.249,3743.359,3466.38,3402.496,3569.284,3712.479,3803.549,3829.999,3752.413,3784.25,3575.051,3557.595,3459.0858163265316,3559.88,3588.314,2996.1350439560447,2997.0952760677965
