modified_index,Q-JW1-MON,Q-JW1-TUE,Q-JW1-WED,Q-JW1-THU,Q-JW1-FRI,Q-JW1-SAT,Q-JW1-SUN,Q-JW2-MON,Q-JW2-TUE,Q-JW2-WED,Q-JW2-THU,Q-JW2-FRI,Q-JW2-SAT,Q-JW2-SUN,Q-JW3-MON,Q-JW3-TUE,Q-JW3-WED,Q-JW3-THU,Q-JW3-FRI,Q-JW3-SAT,Q-JW3-SUN,Q-JW4-MON,Q-JW4-TUE,Q-JW4-WED,Q-JW4-THU,Q-JW4-FRI,Q-JW4-SAT,Q-JW4-SUN,Q-FW1-MON,Q-FW1-TUE,Q-FW1-WED,Q-FW1-THU,Q-FW1-FRI,Q-FW1-SAT,Q-FW1-SUN,Q-FW2-MON,Q-FW2-TUE,Q-FW2-WED,Q-FW2-THU,Q-FW2-FRI,Q-FW2-SAT,Q-FW2-SUN,Q-FW3-MON,Q-FW3-TUE,Q-FW3-WED,Q-FW3-THU,Q-FW3-FRI,Q-FW3-SAT,Q-FW3-SUN,Euclidean Barycenter
13:45:00,737.947,705.61,619.136,545.53,751.634,652.153,499.781,697.733,618.426,681.221,568.708,570.728,599.861,359.107,720.213,727.414,613.331,600.56,611.463,545.518,366.836,601.174,595.64,666.881,633.837,597.142,198.79,186.474,198.018,175.264,230.308,214.364,-11.05,341.6,386.626,345.038,383.313,832.884,688.359,657.797,497.894,442.021,678.266,608.429,667.91,637.463,622.644,593.837,449.102,528.8354081632651
14:00:00,740.624,681.67,617.657,545.479,771.711,616.9,507.554,704.624,615.113,677.472,546.787,560.598,576.532,361.357,713.63,719.166,606.212,608.294,632.472,530.91,369.994,603.443,619.963,678.178,630.061,605.097,186.048,201.061,199.458,186.78,226.192,217.89,2.812,372.288,385.048,337.911,401.167,844.777,679.049,661.356,476.12,433.586,686.511,581.631,644.239,622.221,612.138,585.278,423.304,526.7012857142856
14:15:00,731.204,692.963,580.18,552.486,748.266,631.826,490.132,704.452,605.916,704.243,527.361,542.58,555.502,352.42,714.402,708.677,624.118,627.181,639.859,496.63,374.564,616.083,612.878,678.131,630.287,604.919,176.937,205.312,221.579,188.16,225.237,230.836,4.786,465.359,375.658,353.502,407.929,859.32,670.474,698.21,467.654,433.909,690.937,601.143,634.752,625.049,590.287,569.868,410.448,527.6450204081633
14:30:00,717.881,669.67,584.694,534.411,747.311,610.159,472.897,707.936,579.504,685.441,545.782,552.891,587.88,368.594,724.68,728.069,616.608,608.114,665.196,491.102,364.911,607.68,613.249,709.82,647.304,595.276,199.577,196.179,210.238,187.706,230.776,233.526,-2.718,469.818,366.213,358.428,416.566,808.592,651.799,687.126,460.283,456.002,662.628,628.697,641.028,655.509,601.704,562.101,414.497,527.2109183673468
14:45:00,697.769,671.359,555.084,555.993,713.549,610.121,488.399,700.11,592.016,693.488,569.433,548.236,561.553,372.342,718.497,721.691,626.672,602.767,663.84,493.188,345.551,610.798,608.09,701.582,645.326,593.876,195.669,212.509,220.052,194.937,232.64,232.02,-5.167,478.62,370.551,348.727,379.179,690.664,660.451,679.386,448.548,451.987,651.247,632.186,666.61,618.371,636.474,539.737,404.318,522.4703265306122
15:00:00,701.024,692.363,560.748,534.162,734.021,621.876,468.193,696.439,587.561,694.17,582.779,576.734,547.079,375.771,723.614,724.834,593.261,599.981,646.269,504.284,336.554,587.687,591.17,713.946,639.888,601.236,184.112,208.534,212.717,196.289,218.28,240.21,-18.66,458.006,379.007,354.981,378.157,708.074,624.823,683.037,436.8,461.501,655.776,657.249,657.551,643.026,651.852,550.324,415.417,522.300142857143
15:15:00,708.682,704.748,580.631,533.242,713.16,590.58,467.522,675.701,593.774,696.24,610.976,556.061,519.784,355.614,751.021,722.011,571.112,589.563,647.514,527.61,335.978,595.891,598.574,699.388,666.202,629.448,190.689,188.263,201.33,183.156,217.536,233.958,-22.343,455.793,398.091,337.781,377.177,778.536,678.896,676.731,437.607,433.336,662.644,622.163,638.653,634.427,640.173,557.77,414.85,522.0049795918367
15:30:00,692.113,721.486,581.961,553.59,733.652,586.81,471.759,675.536,611.394,686.078,598.813,557.957,523.493,367.407,765.052,683.382,560.488,607.561,624.543,485.022,386.397,602.413,625.947,668.03,702.733,609.548,173.426,204.397,189.492,184.878,212.703,223.76,-28.358,451.096,404.037,314.78,376.907,769.784,668.079,652.758,444.707,429.076,642.207,635.266,649.161,637.679,630.251,521.922,402.008,519.860836734694
15:45:00,675.663,705.813,601.982,541.281,738.717,582.998,476.061,683.806,602.168,688.07,613.814,531.617,503.621,337.979,754.419,689.347,573.622,636.8,623.628,468.311,394.484,593.371,604.94,661.35,692.302,612.22,193.669,215.358,200.933,184.14,208.714,219.731,-26.507,447.714,381.112,306.964,377.683,757.363,613.744,625.546,446.462,413.388,686.343,629.969,657.207,638.031,636.117,535.398,417.607,517.4504081632651
16:00:00,671.804,702.398,594.629,532.313,747.658,619.04,488.041,698.879,610.487,669.068,586.05,534.109,486.347,327.326,760.246,667.22,578.493,624.553,607.818,459.612,408.731,589.828,595.52,681.854,693.996,591.42,179.421,188.011,245.972,197.91,204.629,207.87,-15.612,460.668,367.831,316.65,364.874,718.271,636.016,640.427,420.176,416.189,643.053,638.301,616.398,593.134,614.712,497.529,420.547,512.2534081632651
16:15:00,651.46,637.579,560.96,530.132,737.911,624.476,474.592,669.147,592.383,659.9,565.648,512.774,502.567,346.871,703.193,650.291,572.503,618.644,597.894,469.074,385.331,571.293,583.281,659.063,586.119,590.288,189.337,186.881,234.027,189.094,213.058,201.456,-58.542,362.324,371.954,333.158,349.324,709.921,604.323,636.103,409.888,407.747,598.778,619.578,586.913,588.889,611.322,471.699,414.482,495.61404081632645
16:30:00,662.606,648.289,553.429,538.681,736.126,612.299,466.902,652.604,571.347,569.759,557.4,490.887,490.558,347.049,577.594,618.953,547.634,585.321,575.257,431.521,405.159,541.778,568.452,636.711,516.569,592.806,180.53,183.947,203.0,179.754,196.071,200.758,-66.841,386.45,370.247,343.246,338.778,699.57,567.002,557.151,403.82,410.621,560.139,599.287,584.453,542.743,545.741,448.24,398.591,476.1018163265306
16:45:00,513.104,581.766,507.362,497.532,654.056,604.862,465.122,586.458,535.922,457.331,441.006,487.054,451.543,327.248,569.544,539.068,501.961,547.293,567.166,366.828,389.534,514.93,532.641,571.616,477.512,577.071,159.733,170.697,118.693,174.451,181.087,200.948,-68.369,418.527,340.352,323.744,340.189,546.411,563.47,478.229,387.33,402.272,510.279,498.102,501.482,449.13,420.813,464.962,393.482,433.50089795918353
17:00:00,455.278,572.674,498.754,455.857,520.914,566.182,442.412,478.096,420.232,424.24,402.621,443.558,457.159,315.858,492.536,461.95,484.012,492.4,521.14,359.58,378.444,507.096,510.589,453.893,462.499,521.362,172.249,173.186,119.561,187.007,175.286,216.858,-50.357,409.793,354.853,333.561,358.711,523.241,517.688,485.944,372.756,403.807,483.873,452.531,504.011,442.153,406.398,482.031,389.44,408.44728571428544
17:15:00,441.043,557.446,475.994,453.706,504.503,570.199,430.997,469.973,356.662,397.32,414.433,446.329,440.838,302.521,509.579,468.784,464.51,467.648,508.447,365.849,385.364,492.377,472.132,425.467,419.97,474.252,182.168,177.066,139.846,197.536,184.77,219.814,-58.294,397.052,354.881,304.207,359.603,495.744,440.604,415.688,362.893,401.751,483.526,411.75,465.437,440.447,397.294,485.138,392.384,395.25812244897963
17:30:00,431.38,507.197,470.378,442.278,506.167,588.95,430.988,453.111,346.011,400.489,414.47,438.378,454.348,333.328,395.964,463.476,423.79,479.139,495.88,352.21,385.769,457.804,470.91,413.491,417.75,489.251,173.073,193.858,164.566,195.166,168.24,226.713,-69.391,380.8,331.008,311.977,349.982,411.941,411.849,407.562,358.136,410.497,411.421,420.591,448.388,428.827,406.741,457.499,391.926,384.7811632653061
17:45:00,387.857,475.51,465.943,381.442,450.518,515.403,422.866,403.888,311.643,361.577,375.7,385.001,438.437,317.208,379.853,422.137,367.669,379.783,440.82,336.772,365.632,430.444,457.533,395.12,415.276,465.658,164.258,68.766,126.117,158.103,132.366,200.65,71.348,357.659,349.552,301.277,311.231,366.407,369.956,374.701,318.141,375.659,352.077,378.471,369.259,376.869,375.186,466.354,386.306,353.06944897959175
18:00:00,391.311,485.182,493.087,398.929,452.334,500.891,398.358,395.683,311.164,377.283,346.869,376.624,421.633,318.019,360.883,428.289,377.304,357.847,368.313,356.641,359.626,432.297,425.759,388.7,411.672,454.019,142.369,73.844,127.434,152.548,111.853,171.244,150.687,361.88,325.186,299.259,307.056,353.14,389.909,369.631,305.893,344.73,334.068,360.482,368.91,372.161,395.409,458.516,377.796,347.8106530612244
18:15:00,433.46,522.43,523.922,426.871,464.17,520.562,444.78,435.113,310.348,414.947,402.571,396.513,435.529,329.952,379.178,423.812,378.842,384.81,397.911,337.662,349.276,440.853,418.416,388.63,422.801,465.683,152.521,85.342,127.288,96.287,124.487,182.408,149.504,370.123,325.973,300.941,312.657,341.771,399.31,370.051,338.401,337.199,359.341,369.796,344.314,381.19,396.144,452.418,400.619,358.51279591836726
18:30:00,427.858,520.213,504.682,448.699,498.58,524.394,477.471,436.732,330.296,416.439,421.606,441.726,479.122,376.908,396.803,465.118,406.168,417.636,438.113,402.619,401.939,456.056,463.346,403.254,444.83,476.973,166.812,123.396,151.097,131.106,164.562,201.543,206.427,381.778,337.073,348.969,355.858,375.829,385.612,424.141,375.266,373.709,393.146,418.567,383.73,406.187,406.934,468.213,441.239,385.6892857142858
18:45:00,425.261,519.772,505.708,424.483,478.33,494.76,454.472,423.768,333.278,419.172,410.374,424.686,439.782,420.359,450.127,432.269,398.273,411.674,410.583,375.443,375.71,445.653,476.496,394.973,433.343,483.703,164.001,170.608,160.822,175.127,179.599,206.378,241.363,360.724,377.49,352.793,373.199,396.051,479.401,455.476,417.378,425.819,487.661,455.267,429.041,462.472,456.856,514.58,485.21,397.75036734693884
19:00:00,423.404,514.756,489.353,419.533,461.878,487.718,460.492,416.996,312.204,433.613,378.224,428.996,442.3,445.477,464.967,425.422,397.943,398.749,397.551,344.649,397.909,448.204,466.572,418.147,439.728,484.209,139.201,182.753,157.718,157.416,179.804,172.101,222.558,469.196,367.258,360.547,337.466,405.73,481.011,432.439,433.108,416.958,478.072,433.943,434.493,472.824,471.973,515.526,456.851,395.46816326530615
19:15:00,440.713,479.3,484.509,409.01,465.869,491.038,457.816,409.407,303.116,425.096,401.398,406.118,436.18,420.409,451.668,435.044,365.067,396.982,385.249,360.864,392.612,441.479,437.747,411.673,435.834,474.339,106.758,148.544,142.087,162.881,166.526,186.342,217.927,464.402,375.638,338.382,362.136,404.638,465.268,437.733,432.75,410.471,475.437,434.362,404.787,450.169,456.621,495.332,452.71,387.96812244897956
19:30:00,421.593,492.112,493.163,398.782,462.058,513.777,448.512,432.347,316.629,433.408,389.719,411.612,419.747,418.549,479.928,444.647,368.902,382.102,388.304,410.618,400.103,435.882,439.707,407.47,432.18,482.761,146.268,154.13,138.949,167.454,167.521,182.173,212.513,477.848,385.231,349.786,350.558,401.632,479.317,435.753,389.5,388.914,467.998,473.162,423.409,457.371,462.547,506.502,428.931,391.266918367347
19:45:00,438.813,509.263,478.549,404.203,474.852,509.911,462.004,410.958,328.47,404.102,391.214,420.731,435.722,443.526,454.803,432.25,327.209,372.589,383.411,424.686,402.796,443.211,441.834,406.494,445.174,470.348,129.193,161.981,138.203,169.468,173.266,196.958,221.603,473.014,369.619,337.108,368.638,418.644,466.069,453.904,427.148,412.747,479.553,468.532,439.523,505.809,463.186,510.561,445.708,394.84812244897967
20:00:00,430.461,518.142,489.547,405.596,461.609,503.799,473.428,423.904,307.801,396.262,412.58,400.376,386.637,410.326,464.263,432.148,349.967,337.79,382.046,424.75,385.712,450.873,444.427,390.177,428.73,446.836,162.634,155.73,148.699,163.579,149.698,161.933,212.839,453.978,385.814,346.347,358.72,407.891,495.783,422.85,398.447,411.757,471.949,480.459,365.117,516.366,463.357,488.324,436.666,388.1045714285714
20:15:00,424.558,533.28,479.028,387.348,472.153,536.02,464.427,429.186,285.797,390.748,408.376,391.654,428.161,429.347,440.731,402.052,332.669,358.718,359.961,402.719,406.206,462.306,401.101,403.433,432.39,389.322,137.838,156.61,137.611,158.314,172.891,160.777,197.924,457.288,370.457,351.204,356.234,421.707,486.979,433.16,405.613,417.483,484.546,471.307,380.571,487.42,456.623,433.61,458.41,384.61771428571427
20:30:00,416.27,529.324,487.554,408.284,475.778,515.972,476.657,430.164,333.513,394.911,414.159,428.043,409.166,414.279,460.391,447.558,335.764,372.91,371.513,420.547,381.573,459.002,439.512,401.837,464.43,379.533,162.94,133.323,142.323,162.547,146.199,157.589,205.166,456.976,385.566,373.679,338.032,417.476,466.129,438.787,387.694,421.027,449.949,486.434,437.396,459.052,465.512,422.589,433.17,388.1265102040816
20:45:00,420.06,502.237,492.336,403.326,485.12,532.164,467.168,477.063,305.568,442.461,398.31,398.321,399.247,440.458,452.631,455.322,311.718,382.243,399.399,419.683,417.39,471.318,428.796,409.346,469.896,408.941,114.791,150.078,155.96,144.261,93.234,163.181,203.0,377.454,319.409,354.129,345.206,417.747,455.236,466.727,392.053,416.158,460.469,475.512,474.807,427.109,441.857,434.344,425.262,385.68379591836737
21:00:00,441.508,534.757,491.896,378.103,469.983,531.122,450.621,457.867,329.011,421.867,411.448,418.827,393.088,417.621,477.926,474.737,292.9,399.318,400.754,430.649,433.113,483.258,426.322,443.126,470.279,390.682,133.986,165.049,149.954,92.34,87.467,158.519,211.202,294.927,344.842,368.896,362.939,404.954,424.701,423.692,385.149,427.9,452.069,467.784,485.578,415.634,405.484,463.109,400.37,383.6189387755103
21:15:00,422.923,529.38,491.079,395.612,458.861,520.647,431.254,447.721,325.477,406.907,402.246,358.381,415.742,415.667,380.13,501.156,298.514,355.294,426.787,433.467,398.143,498.166,392.708,422.539,478.632,429.071,110.589,154.566,141.313,89.964,91.897,138.883,211.713,282.308,343.046,384.179,362.457,414.782,403.918,414.373,401.997,461.944,400.352,476.944,440.007,443.07,451.129,458.766,434.918,378.56365306122456
21:30:00,424.823,499.258,534.34,409.088,501.392,545.79,459.503,436.3,332.264,351.268,419.651,387.532,326.411,389.22,326.009,480.193,315.109,385.574,422.254,437.062,343.352,416.617,381.729,441.106,458.573,453.899,109.844,147.353,161.016,83.343,105.67,176.667,216.189,305.206,370.9,366.664,384.653,396.942,445.481,440.509,388.529,440.941,432.3,478.618,460.357,437.7,454.087,456.581,439.25,379.1248367346939
21:45:00,458.49,466.84,400.92,402.899,500.796,509.397,451.38,474.171,327.984,298.252,422.034,402.632,325.953,383.836,352.237,438.347,282.763,384.927,416.389,410.901,355.394,349.697,387.02,455.672,450.019,447.277,98.186,76.352,116.347,115.132,73.476,184.598,215.297,296.706,364.591,365.867,357.319,379.093,415.849,434.339,396.144,434.291,404.663,470.372,476.372,442.133,441.492,424.589,412.84,366.3729591836735
22:00:00,455.299,450.663,409.977,398.447,487.423,518.113,456.223,445.65,349.322,316.351,313.02,362.858,329.603,299.94,350.777,340.066,300.626,365.892,461.489,437.896,328.891,313.698,373.497,370.606,338.602,448.768,94.15,100.063,136.839,109.684,120.289,167.827,215.424,313.424,343.653,390.358,405.493,392.073,457.042,422.499,349.312,419.45,432.992,468.367,451.072,449.69,470.34,445.213,434.463,359.4574285714286
22:15:00,425.493,451.247,400.442,395.683,508.16,423.673,450.148,488.434,296.312,321.308,289.572,402.259,313.451,276.89,336.65,335.701,286.659,388.848,382.188,360.467,344.738,346.966,319.539,381.984,317.451,384.887,99.802,83.997,125.782,116.914,75.987,197.576,203.912,291.176,364.409,381.246,382.114,360.822,426.137,371.219,332.867,428.261,401.243,461.406,411.903,412.888,421.423,466.258,409.497,343.99977551020413
22:30:00,414.087,450.377,378.818,405.431,521.683,422.122,420.122,478.464,281.928,336.334,261.641,361.821,305.243,276.558,338.062,350.2,320.302,359.866,334.154,270.846,326.581,314.609,301.592,391.429,335.063,299.663,104.64,72.274,98.417,97.124,91.943,164.373,202.987,288.811,338.254,389.408,370.188,400.752,445.068,391.459,345.026,429.388,437.41,468.147,434.439,436.801,458.069,387.978,428.061,337.510469387755
22:45:00,400.17,421.966,404.43,381.062,388.909,400.651,429.668,470.351,240.061,304.25,299.49,372.158,297.608,257.098,310.382,320.718,280.641,351.282,323.906,276.776,325.916,308.791,299.543,389.877,349.624,297.531,98.83,93.747,125.129,87.112,93.789,198.623,203.573,293.931,346.834,404.352,397.228,398.49,449.873,375.923,353.132,433.466,428.177,458.342,405.966,370.138,432.788,379.374,431.024,329.8510204081633
23:00:00,374.276,480.131,366.429,392.594,381.772,427.474,457.388,418.637,225.961,310.644,258.473,374.904,328.373,253.244,304.682,352.724,297.621,360.747,318.947,267.742,335.619,288.818,296.126,351.977,317.454,344.633,86.968,67.472,115.036,100.334,99.389,197.764,207.324,301.433,380.662,384.083,393.488,397.273,444.363,401.16,364.569,428.192,404.998,429.289,399.441,402.329,432.713,388.163,436.942,329.6076530612244
23:15:00,394.536,430.951,360.604,372.056,345.331,375.94,430.252,342.99,241.09,298.35,295.374,395.544,303.899,247.542,294.928,312.414,299.601,386.188,345.506,309.443,298.669,315.488,271.889,399.221,314.269,325.512,121.431,81.198,117.048,85.358,87.237,190.7,215.981,338.649,350.116,420.389,405.207,291.534,409.221,361.811,366.623,415.283,402.866,437.859,422.924,394.316,392.356,381.604,395.254,322.29697959183676
23:30:00,383.209,449.998,351.537,387.984,336.757,401.116,448.362,321.154,234.363,329.879,279.013,370.321,325.102,282.713,316.132,328.623,305.619,397.47,386.446,297.102,299.599,271.11,299.87,296.683,338.794,310.267,113.271,91.14,122.089,108.019,95.076,188.691,207.547,301.978,358.351,390.772,383.654,312.369,418.04,395.024,366.428,397.994,382.556,431.856,381.232,415.39,356.797,369.096,352.923,320.1942040816327
23:45:00,384.464,429.397,369.301,427.559,356.48,382.072,426.859,333.224,234.357,293.244,308.571,387.581,317.732,276.712,291.447,318.481,299.114,402.741,359.124,300.976,306.109,298.622,295.287,298.236,308.102,320.044,95.508,62.672,113.829,98.608,86.042,165.24,203.481,292.118,366.649,394.246,391.154,295.899,394.052,363.993,306.083,384.638,402.878,399.537,374.766,309.569,381.963,362.448,349.737,312.67236734693876
