Timestamp,Times,S total_SJN,P total_SJN,Q total_SJN,pf total_SJN
2016-Jan-31 10:00:00.000,00:00.0,2115.072,2113.253,86.56,-99.914
2016-Jan-31 09:45:00.000,45:00.0,2107.115,2105.599,77.904,-99.93
2016-Jan-31 09:30:00.000,30:00.0,2088.722,2087.74,62.099,-99.953
2016-Jan-31 09:15:00.000,15:00.0,2082.65,2081.39,69.501,-99.94
2016-Jan-31 09:00:00.000,00:00.0,2013.354,2012.677,47.984,-99.967
2016-Jan-31 08:45:00.000,45:00.0,1945.578,1944.772,51.868,-99.961
2016-Jan-31 08:30:00.000,30:00.0,1908.301,1907.718,42.719,-99.971
2016-Jan-31 08:15:00.000,15:00.0,1850.934,1850.611,26.468,-75.541
2016-Jan-31 08:00:00.000,00:00.0,1827.42,1827.331,-0.588,15.556
2016-Jan-31 07:45:00.000,45:00.0,1768.952,1768.748,-19.498,86.88
2016-Jan-31 07:30:00.000,30:00.0,1753.061,1752.868,-19.714,81.101
2016-Jan-31 07:15:00.000,15:00.0,1706.099,1705.377,-36.646,57.514
2016-Jan-31 07:00:00.000,00:00.0,1740.899,1740.436,-19.792,45.754
2016-Jan-31 06:45:00.000,45:00.0,1705.203,1704.698,-36.194,96.194
2016-Jan-31 06:30:00.000,30:00.0,1706.746,1706.46,-27.917,99.761
2016-Jan-31 06:15:00.000,15:00.0,1733.55,1733.365,-17.389,71.769
2016-Jan-31 06:00:00.000,00:00.0,1840.082,1839.582,34.998,-64.641
2016-Jan-31 05:45:00.000,45:00.0,1783.199,1783.094,4.559,-21.109
2016-Jan-31 05:30:00.000,30:00.0,1783.236,1780.681,87.747,-99.859
2016-Jan-31 05:15:00.000,15:00.0,1730.463,1730.124,8.928,-46.222
2016-Jan-31 05:00:00.000,00:00.0,1843.881,1843.256,42.239,-99.745
2016-Jan-31 04:45:00.000,45:00.0,1861.948,1861.247,42.534,-95.076
2016-Jan-31 04:30:00.000,30:00.0,1833.831,1832.654,61.761,-99.939
2016-Jan-31 04:15:00.000,15:00.0,1814.949,1814.03,52.474,-99.951
2016-Jan-31 04:00:00.000,00:00.0,1800.153,1799.731,32.648,-98.647
2016-Jan-31 03:45:00.000,45:00.0,1827.377,1826.219,61.359,-99.938
2016-Jan-31 03:30:00.000,30:00.0,1795.586,1794.969,43.584,-99.968
2016-Jan-31 03:15:00.000,15:00.0,1817.813,1816.752,58.692,-99.944
2016-Jan-31 03:00:00.000,00:00.0,1827.577,1826.439,59.701,-99.941
2016-Jan-31 02:45:00.000,45:00.0,1872.471,1870.782,77.162,-99.91
2016-Jan-31 02:30:00.000,30:00.0,1853.376,1852.391,55.948,-99.95
2016-Jan-31 02:15:00.000,15:00.0,1836.754,1836.211,37.791,-99.973
2016-Jan-31 02:00:00.000,00:00.0,1902.293,1900.359,83.269,-99.901
2016-Jan-31 01:45:00.000,45:00.0,1941.137,1939.401,79.864,-99.913
2016-Jan-31 01:30:00.000,30:00.0,1949.344,1947.837,73.837,-99.924
2016-Jan-31 01:15:00.000,15:00.0,1972.112,1970.389,78.347,-99.915
2016-Jan-31 01:00:00.000,00:00.0,2000.452,1999.159,67.282,-99.937
2016-Jan-31 00:45:00.000,45:00.0,2046.854,2045.269,78.414,-99.923
2016-Jan-31 00:30:00.000,30:00.0,2048.309,2046.676,75.468,-99.923
2016-Jan-31 00:15:00.000,15:00.0,2111.577,2109.343,96.046,-99.894
2016-Jan-31 00:00:00.000,00:00.0,2138.407,2135.992,99.186,-99.888
2016-Jan-30 23:45:00.000,45:00.0,2172.641,2170.322,95.508,-99.895
2016-Jan-30 23:30:00.000,30:00.0,2248.521,2245.557,113.271,-99.869
2016-Jan-30 23:15:00.000,15:00.0,2307.413,2304.117,121.431,-99.857
2016-Jan-30 23:00:00.000,00:00.0,2327.202,2325.566,86.968,-99.929
2016-Jan-30 22:45:00.000,45:00.0,2388.111,2386.01,98.83,-99.912
2016-Jan-30 22:30:00.000,30:00.0,2465.548,2463.234,104.64,-99.907
2016-Jan-30 22:15:00.000,15:00.0,2486.071,2484.033,99.802,-99.918
2016-Jan-30 22:00:00.000,00:00.0,2499.61,2497.744,94.15,-99.927
2016-Jan-30 21:45:00.000,45:00.0,2531.964,2530.032,98.186,-99.923
2016-Jan-30 21:30:00.000,30:00.0,2503.244,2500.788,109.844,-99.902
2016-Jan-30 21:15:00.000,15:00.0,2536.369,2533.863,110.589,-99.902
2016-Jan-30 21:00:00.000,00:00.0,2576.422,2572.867,133.986,-99.863
2016-Jan-30 20:45:00.000,45:00.0,2535.719,2533.01,114.791,-99.894
2016-Jan-30 20:30:00.000,30:00.0,2595.307,2590.118,162.94,-99.8
2016-Jan-30 20:15:00.000,15:00.0,2580.726,2576.998,137.838,-99.856
2016-Jan-30 20:00:00.000,00:00.0,2665.157,2660.147,162.634,-99.812
2016-Jan-30 19:45:00.000,45:00.0,2582.862,2579.537,129.193,-99.873
2016-Jan-30 19:30:00.000,30:00.0,2678.296,2674.243,146.268,-99.849
2016-Jan-30 19:15:00.000,15:00.0,2628.609,2626.343,106.758,-99.915
2016-Jan-30 19:00:00.000,00:00.0,2662.989,2659.294,139.201,-99.861
2016-Jan-30 18:45:00.000,45:00.0,2597.01,2591.741,164.001,-99.798
2016-Jan-30 18:30:00.000,30:00.0,2493.657,2488.028,166.812,-99.774
2016-Jan-30 18:15:00.000,15:00.0,2367.923,2362.927,152.521,-99.79
2016-Jan-30 18:00:00.000,00:00.0,2336.186,2331.764,142.369,-99.812
2016-Jan-30 17:45:00.000,45:00.0,2291.461,2285.419,164.258,-99.737
2016-Jan-30 17:30:00.000,30:00.0,2290.893,2284.279,173.073,-99.712
2016-Jan-30 17:15:00.000,15:00.0,2277.401,2270.044,182.168,-99.677
2016-Jan-30 17:00:00.000,00:00.0,2307.737,2301.223,172.249,-99.718
2016-Jan-30 16:45:00.000,45:00.0,2309.503,2303.907,159.733,-99.758
2016-Jan-30 16:30:00.000,30:00.0,2349.708,2342.697,180.53,-99.702
2016-Jan-30 16:15:00.000,15:00.0,2358.885,2351.193,189.337,-99.675
2016-Jan-30 16:00:00.000,00:00.0,2362.953,2356.02,179.421,-99.708
2016-Jan-30 15:45:00.000,45:00.0,2365.403,2357.385,193.669,-99.661
2016-Jan-30 15:30:00.000,30:00.0,2317.817,2311.246,173.426,-99.717
2016-Jan-30 15:15:00.000,15:00.0,2329.049,2321.178,190.689,-99.662
2016-Jan-30 15:00:00.000,00:00.0,2355.845,2348.527,184.112,-99.69
2016-Jan-30 14:45:00.000,45:00.0,2368.908,2360.746,195.669,-99.656
2016-Jan-30 14:30:00.000,30:00.0,2328.819,2320.175,199.577,-99.628
2016-Jan-30 14:15:00.000,15:00.0,2309.074,2302.197,176.937,-99.703
2016-Jan-30 14:00:00.000,00:00.0,2332.984,2325.48,186.048,-99.679
2016-Jan-30 13:45:00.000,45:00.0,2353.823,2345.316,198.79,-99.64
2016-Jan-30 13:30:00.000,30:00.0,2282.808,2276.471,169.081,-99.723
2016-Jan-30 13:15:00.000,15:00.0,2271.607,2265.841,160.884,-99.747
2016-Jan-30 13:00:00.000,00:00.0,2302.461,2296.839,160.201,-99.756
2016-Jan-30 12:45:00.000,45:00.0,2278.161,2272.107,165.043,-99.735
2016-Jan-30 12:30:00.000,30:00.0,2254.054,2248.794,152.77,-99.767
2016-Jan-30 12:15:00.000,15:00.0,2269.492,2263.551,162.459,-99.74
2016-Jan-30 12:00:00.000,00:00.0,2244.14,2238.517,157.701,-99.75
2016-Jan-30 11:45:00.000,45:00.0,2250.437,2245.101,153.983,-99.764
2016-Jan-30 11:30:00.000,30:00.0,2222.778,2217.621,150.797,-99.768
2016-Jan-30 11:15:00.000,15:00.0,2261.584,2256.249,154.234,-99.765
2016-Jan-30 11:00:00.000,00:00.0,2298.817,2293.081,161.167,-99.751
2016-Jan-30 10:45:00.000,45:00.0,2246.413,2242.352,132.483,-99.82
2016-Jan-30 10:30:00.000,30:00.0,2215.212,2210.739,139.392,-99.799
2016-Jan-30 10:15:00.000,15:00.0,2232.551,2227.893,143.347,-99.791
2016-Jan-30 10:00:00.000,00:00.0,2187.585,2182.656,143.979,-99.776
2016-Jan-30 09:45:00.000,45:00.0,2174.926,2171.303,123.64,-99.834
2016-Jan-30 09:30:00.000,30:00.0,2153.103,2149.524,123.234,-99.833
2016-Jan-30 09:15:00.000,15:00.0,2133.064,2130.257,108.211,-99.868
2016-Jan-30 09:00:00.000,00:00.0,2112.458,2109.668,106.31,-99.869
2016-Jan-30 08:45:00.000,45:00.0,2040.854,2040.477,36.731,-99.982
2016-Jan-30 08:30:00.000,30:00.0,2033.441,2032.924,42.314,-99.976
2016-Jan-30 08:15:00.000,15:00.0,1992.464,1991.716,50.203,-99.964
2016-Jan-30 08:00:00.000,00:00.0,1884.317,1883.953,23.751,-61.761
2016-Jan-30 07:45:00.000,45:00.0,1888.011,1887.76,23.951,-85.544
2016-Jan-30 07:30:00.000,30:00.0,1791.907,1791.706,4.272,-7.997
2016-Jan-30 07:15:00.000,15:00.0,1745.353,1745.223,-8.781,23.106
2016-Jan-30 07:00:00.000,00:00.0,1728.55,1728.361,-20.138,86.435
2016-Jan-30 06:45:00.000,45:00.0,1756.633,1756.539,-7.072,37.108
2016-Jan-30 06:30:00.000,30:00.0,1763.203,1763.103,-2.347,26.444
2016-Jan-30 06:15:00.000,15:00.0,1845.028,1844.107,52.031,-99.954
2016-Jan-30 06:00:00.000,00:00.0,1856.778,1856.3,37.228,-99.975
2016-Jan-30 05:45:00.000,45:00.0,1850.018,1849.449,36.896,-65.304
2016-Jan-30 05:30:00.000,30:00.0,1814.131,1814.032,0.89,22.224
2016-Jan-30 05:15:00.000,15:00.0,1801.1,1800.884,19.881,-67.767
2016-Jan-30 05:00:00.000,00:00.0,1798.006,1797.842,19.21,-85.548
2016-Jan-30 04:45:00.000,45:00.0,1805.792,1805.332,30.73,-80.201
2016-Jan-30 04:30:00.000,30:00.0,1758.854,1758.502,29.58,-90.647
2016-Jan-30 04:15:00.000,15:00.0,1753.411,1752.968,20.892,-32.868
2016-Jan-30 04:00:00.000,00:00.0,1753.2,1752.943,27.426,-99.541
2016-Jan-30 03:45:00.000,45:00.0,1744,1743.885,12.008,-52.439
2016-Jan-30 03:30:00.000,30:00.0,1789.699,1789.157,40.033,-99.971
2016-Jan-30 03:15:00.000,15:00.0,1773.013,1772.838,11.87,-30.437
2016-Jan-30 03:00:00.000,00:00.0,1803.646,1803.148,37.559,-99.975
2016-Jan-30 02:45:00.000,45:00.0,1819.739,1819.491,20.133,-81.322
2016-Jan-30 02:30:00.000,30:00.0,1855.83,1854.922,52.406,-99.952
2016-Jan-30 02:15:00.000,15:00.0,1836.463,1836.164,28.173,-99.985
2016-Jan-30 02:00:00.000,00:00.0,1891.441,1890.476,54.577,-99.951
2016-Jan-30 01:45:00.000,45:00.0,1921.967,1920.736,66.271,-99.935
2016-Jan-30 01:30:00.000,30:00.0,1932.427,1931.279,59.142,-99.943
2016-Jan-30 01:15:00.000,15:00.0,1944.453,1943.733,49.553,-99.965
2016-Jan-30 01:00:00.000,00:00.0,2092.655,2089.566,75.73,-99.887
2016-Jan-30 00:45:00.000,45:00.0,2823.168,2803.24,333.644,-99.297
2016-Jan-30 00:30:00.000,30:00.0,2846.835,2830.066,307.946,-99.411
2016-Jan-30 00:15:00.000,15:00.0,2886.702,2871.052,298.649,-99.46
2016-Jan-30 00:00:00.000,00:00.0,2886.395,2871.87,287.7,-99.499
2016-Jan-29 23:45:00.000,45:00.0,2975.375,2957.943,320.044,-99.417
2016-Jan-29 23:30:00.000,30:00.0,2968.041,2951.658,310.267,-99.45
2016-Jan-29 23:15:00.000,15:00.0,3043.203,3025.615,325.512,-99.424
2016-Jan-29 23:00:00.000,00:00.0,3132.662,3113.472,344.633,-99.391
2016-Jan-29 22:45:00.000,45:00.0,3113.308,3098.667,297.531,-99.533
2016-Jan-29 22:30:00.000,30:00.0,3206.701,3192.554,299.663,-99.561
2016-Jan-29 22:15:00.000,15:00.0,3374.697,3352.375,384.887,-99.341
2016-Jan-29 22:00:00.000,00:00.0,3504.059,3475.002,448.768,-99.174
2016-Jan-29 21:45:00.000,45:00.0,3539.423,3510.891,447.277,-99.196
2016-Jan-29 21:30:00.000,30:00.0,3530.426,3500.976,453.899,-99.167
2016-Jan-29 21:15:00.000,15:00.0,3536.271,3509.998,429.071,-99.259
2016-Jan-29 21:00:00.000,00:00.0,3520.871,3499.002,390.682,-99.381
2016-Jan-29 20:45:00.000,45:00.0,3593.335,3569.862,408.941,-99.348
2016-Jan-29 20:30:00.000,30:00.0,3581.666,3561.389,379.533,-99.436
2016-Jan-29 20:15:00.000,15:00.0,3552.488,3530.943,389.322,-99.396
2016-Jan-29 20:00:00.000,00:00.0,3655.279,3627.689,446.836,-99.247
2016-Jan-29 19:45:00.000,45:00.0,3670.381,3639.996,470.348,-99.173
2016-Jan-29 19:30:00.000,30:00.0,3758.717,3727.412,482.761,-99.169
2016-Jan-29 19:15:00.000,15:00.0,3796.651,3766.771,474.339,-99.215
2016-Jan-29 19:00:00.000,00:00.0,3807.498,3776.43,484.209,-99.186
2016-Jan-29 18:45:00.000,45:00.0,3800.191,3769.127,483.703,-99.184
2016-Jan-29 18:30:00.000,30:00.0,3586.331,3554.312,476.973,-99.109
2016-Jan-29 18:15:00.000,15:00.0,3361.927,3329.352,465.683,-99.034
2016-Jan-29 18:00:00.000,00:00.0,3271.155,3239.349,454.019,-99.029
2016-Jan-29 17:45:00.000,45:00.0,3187.147,3152.787,465.658,-98.924
2016-Jan-29 17:30:00.000,30:00.0,3181.082,3143.08,489.251,-98.807
2016-Jan-29 17:15:00.000,15:00.0,3146.08,3109.976,474.252,-98.855
2016-Jan-29 17:00:00.000,00:00.0,3282.592,3240.752,521.362,-98.729
2016-Jan-29 16:45:00.000,45:00.0,3407.821,3358.441,577.071,-98.553
2016-Jan-29 16:30:00.000,30:00.0,3465.839,3414.577,592.806,-98.523
2016-Jan-29 16:15:00.000,15:00.0,3531.622,3481.767,590.288,-98.591
2016-Jan-29 16:00:00.000,00:00.0,3609.371,3560.436,591.42,-98.646
2016-Jan-29 15:45:00.000,45:00.0,3653.57,3601.761,612.22,-98.584
2016-Jan-29 15:30:00.000,30:00.0,3629.689,3577.966,609.548,-98.578
2016-Jan-29 15:15:00.000,15:00.0,3631.156,3576.04,629.448,-98.484
2016-Jan-29 15:00:00.000,00:00.0,3579.17,3528.13,601.236,-98.577
2016-Jan-29 14:45:00.000,45:00.0,3588.988,3539.39,593.876,-98.619
2016-Jan-29 14:30:00.000,30:00.0,3589.308,3539.418,595.276,-98.612
2016-Jan-29 14:15:00.000,15:00.0,3587.316,3535.806,604.919,-98.566
2016-Jan-29 14:00:00.000,00:00.0,3598.67,3547.28,605.097,-98.574
2016-Jan-29 13:45:00.000,45:00.0,3583.638,3533.362,597.142,-98.6
2016-Jan-29 13:30:00.000,30:00.0,3509.829,3462.979,570.576,-98.668
2016-Jan-29 13:15:00.000,15:00.0,3530.468,3484.641,566.074,-98.704
2016-Jan-29 13:00:00.000,00:00.0,3535.016,3489.081,567.098,-98.703
2016-Jan-29 12:45:00.000,45:00.0,3619.898,3569.891,598.648,-98.621
2016-Jan-29 12:30:00.000,30:00.0,3599.066,3550.658,587.339,-98.657
2016-Jan-29 12:15:00.000,15:00.0,3561.12,3511.707,589.976,-98.616
2016-Jan-29 12:00:00.000,00:00.0,3526.088,3478.254,577.847,-98.645
2016-Jan-29 11:45:00.000,45:00.0,3525.484,3474.382,596.961,-98.554
2016-Jan-29 11:30:00.000,30:00.0,3563.056,3509.069,617.034,-98.487
2016-Jan-29 11:15:00.000,15:00.0,3536.713,3481.719,620.296,-98.447
2016-Jan-29 11:00:00.000,00:00.0,3529.6,3476.452,609.252,-98.496
2016-Jan-29 10:45:00.000,45:00.0,3480.657,3430.842,585.644,-98.571
2016-Jan-29 10:30:00.000,30:00.0,3490.6,3438.896,597.474,-98.521
2016-Jan-29 10:15:00.000,15:00.0,3378.342,3334.072,544.066,-98.692
2016-Jan-29 10:00:00.000,00:00.0,3286.363,3238.365,558.616,-98.542
2016-Jan-29 09:45:00.000,45:00.0,3265.693,3218.667,551.207,-98.562
2016-Jan-29 09:30:00.000,30:00.0,3277.961,3226.645,576.494,-98.437
2016-Jan-29 09:15:00.000,15:00.0,3230.885,3180.91,565.018,-98.457
2016-Jan-29 09:00:00.000,00:00.0,3205.988,3154.746,569.961,-98.404
2016-Jan-29 08:45:00.000,45:00.0,3153.43,3105.591,546.053,-98.485
2016-Jan-29 08:30:00.000,30:00.0,3099.656,3051.919,540.804,-98.463
2016-Jan-29 08:15:00.000,15:00.0,3008.042,2962.028,523.278,-98.471
2016-Jan-29 08:00:00.000,00:00.0,2876.016,2846.142,408.654,-98.967
2016-Jan-29 07:45:00.000,45:00.0,2822.609,2808.808,277.652,-99.511
2016-Jan-29 07:30:00.000,30:00.0,2807.892,2792.686,289.311,-99.459
2016-Jan-29 07:15:00.000,15:00.0,2793.302,2780.919,261.957,-99.557
2016-Jan-29 07:00:00.000,00:00.0,2743.89,2735.074,213.257,-99.683
2016-Jan-29 06:45:00.000,45:00.0,2730.73,2723.192,201.326,-99.725
2016-Jan-29 06:30:00.000,30:00.0,2755.773,2747.379,214.432,-99.695
2016-Jan-29 06:15:00.000,15:00.0,2756.934,2743.834,266.587,-99.526
2016-Jan-29 06:00:00.000,00:00.0,2694.199,2682.774,247.022,-99.576
2016-Jan-29 05:45:00.000,45:00.0,2709.463,2691.855,307.598,-99.35
2016-Jan-29 05:30:00.000,30:00.0,2588.416,2574.281,269.5,-99.454
2016-Jan-29 05:15:00.000,15:00.0,2539.449,2525.084,268.948,-99.435
2016-Jan-29 05:00:00.000,00:00.0,2473.381,2458.994,265.508,-99.419
2016-Jan-29 04:45:00.000,45:00.0,2496.802,2479.557,291.886,-99.31
2016-Jan-29 04:30:00.000,30:00.0,2427.173,2409.888,288.058,-99.288
2016-Jan-29 04:15:00.000,15:00.0,2377.497,2362.66,264.471,-99.376
2016-Jan-29 04:00:00.000,00:00.0,2461.278,2442.415,303.489,-99.234
2016-Jan-29 03:45:00.000,45:00.0,2401.28,2387.359,257.042,-99.422
2016-Jan-29 03:30:00.000,30:00.0,2440.834,2423.362,290.51,-99.285
2016-Jan-29 03:15:00.000,15:00.0,2466.125,2449.192,287.416,-99.314
2016-Jan-29 03:00:00.000,00:00.0,2501.642,2481.809,312.698,-99.209
2016-Jan-29 02:45:00.000,45:00.0,2480.347,2464.047,282.693,-99.344
2016-Jan-29 02:30:00.000,30:00.0,2496.478,2480.093,284.693,-99.344
2016-Jan-29 02:15:00.000,15:00.0,2541.095,2523.104,301.039,-99.293
2016-Jan-29 02:00:00.000,00:00.0,2543.09,2526.556,288.992,-99.35
2016-Jan-29 01:45:00.000,45:00.0,2587.803,2569.865,303.578,-99.307
2016-Jan-29 01:30:00.000,30:00.0,2608.675,2592.028,292.864,-99.363
2016-Jan-29 01:15:00.000,15:00.0,2710.875,2690.353,332.19,-99.242
2016-Jan-29 01:00:00.000,00:00.0,2694.187,2676.373,308.704,-99.339
2016-Jan-29 00:45:00.000,45:00.0,2779.667,2759.222,335.069,-99.266
2016-Jan-29 00:30:00.000,30:00.0,2766.833,2749.29,310.092,-99.367
2016-Jan-29 00:15:00.000,15:00.0,2846.403,2828.365,318.931,-99.366
2016-Jan-29 00:00:00.000,00:00.0,2906.156,2889.45,310.046,-99.427
2016-Jan-28 23:45:00.000,45:00.0,2938.783,2922.454,308.102,-99.447
2016-Jan-28 23:30:00.000,30:00.0,3025.89,3006.708,338.794,-99.368
2016-Jan-28 23:15:00.000,15:00.0,3076.264,3060.007,314.269,-99.474
2016-Jan-28 23:00:00.000,00:00.0,3129.871,3113.559,317.454,-99.482
2016-Jan-28 22:45:00.000,45:00.0,3235.543,3216.45,349.624,-99.413
2016-Jan-28 22:30:00.000,30:00.0,3308.863,3291.709,335.063,-99.484
2016-Jan-28 22:15:00.000,15:00.0,3326.828,3311.518,317.451,-99.541
2016-Jan-28 22:00:00.000,00:00.0,3404.742,3387.724,338.602,-99.502
2016-Jan-28 21:45:00.000,45:00.0,3567.583,3538.798,450.019,-99.196
2016-Jan-28 21:30:00.000,30:00.0,3620.779,3591.474,458.573,-99.193
2016-Jan-28 21:15:00.000,15:00.0,3694.968,3663.721,478.632,-99.156
2016-Jan-28 21:00:00.000,00:00.0,3703.659,3673.548,470.279,-99.189
2016-Jan-28 20:45:00.000,45:00.0,3746.471,3716.768,469.896,-99.208
2016-Jan-28 20:30:00.000,30:00.0,3744.448,3715.399,464.43,-99.226
2016-Jan-28 20:15:00.000,15:00.0,3790.272,3765.397,432.39,-99.345
2016-Jan-28 20:00:00.000,00:00.0,3780.13,3755.601,428.73,-99.353
2016-Jan-28 19:45:00.000,45:00.0,3810.949,3784.742,445.174,-99.314
2016-Jan-28 19:30:00.000,30:00.0,3752.717,3727.618,432.18,-99.333
2016-Jan-28 19:15:00.000,15:00.0,3758.668,3733.188,435.834,-99.324
2016-Jan-28 19:00:00.000,00:00.0,3751.101,3725.101,439.728,-99.309
2016-Jan-28 18:45:00.000,45:00.0,3672.764,3646.953,433.343,-99.299
2016-Jan-28 18:30:00.000,30:00.0,3521.429,3493.049,444.83,-99.195
2016-Jan-28 18:15:00.000,15:00.0,3278.53,3250.999,422.801,-99.162
2016-Jan-28 18:00:00.000,00:00.0,3151.278,3124.156,411.672,-99.14
2016-Jan-28 17:45:00.000,45:00.0,3025.028,2996.208,415.276,-99.051
2016-Jan-28 17:30:00.000,30:00.0,3023.437,2994.288,417.75,-99.038
2016-Jan-28 17:15:00.000,15:00.0,2975.028,2945.077,419.97,-98.996
2016-Jan-28 17:00:00.000,00:00.0,3164.56,3130.431,462.499,-98.925
2016-Jan-28 16:45:00.000,45:00.0,3259.604,3224.297,477.512,-98.919
2016-Jan-28 16:30:00.000,30:00.0,3386.669,3346.842,516.569,-98.827
2016-Jan-28 16:15:00.000,15:00.0,3477.236,3427.023,586.119,-98.56
2016-Jan-28 16:00:00.000,00:00.0,3591.49,3523.621,693.996,-98.113
2016-Jan-28 15:45:00.000,45:00.0,3630.453,3563.663,692.302,-98.163
2016-Jan-28 15:30:00.000,30:00.0,3644.258,3575.687,702.733,-98.12
2016-Jan-28 15:15:00.000,15:00.0,3577.385,3514.618,666.202,-98.248
2016-Jan-28 15:00:00.000,00:00.0,3543.562,3485.132,639.888,-98.353
2016-Jan-28 14:45:00.000,45:00.0,3530.811,3471.166,645.326,-98.313
2016-Jan-28 14:30:00.000,30:00.0,3571.726,3512.427,647.304,-98.342
2016-Jan-28 14:15:00.000,15:00.0,3545.398,3488.742,630.287,-98.404
2016-Jan-28 14:00:00.000,00:00.0,3539.564,3482.847,630.061,-98.4
2016-Jan-28 13:45:00.000,45:00.0,3567.28,3510.367,633.837,-98.406
2016-Jan-28 13:30:00.000,30:00.0,3579.362,3522.385,634.936,-98.411
2016-Jan-28 13:15:00.000,15:00.0,3550.155,3494.989,622.507,-98.448
2016-Jan-28 13:00:00.000,00:00.0,3498.022,3444.382,609.264,-98.469
2016-Jan-28 12:45:00.000,45:00.0,3483.141,3428.921,611.174,-98.446
2016-Jan-28 12:30:00.000,30:00.0,3487.984,3431.166,626.063,-98.373
2016-Jan-28 12:15:00.000,15:00.0,3551.81,3492.512,645.289,-98.333
2016-Jan-28 12:00:00.000,00:00.0,3539.7,3480.087,645.968,-98.318
2016-Jan-28 11:45:00.000,45:00.0,3552.625,3491.234,656.667,-98.275
2016-Jan-28 11:30:00.000,30:00.0,3449.615,3392.321,625.147,-98.341
2016-Jan-28 11:15:00.000,15:00.0,3460.757,3401.719,635.419,-98.297
2016-Jan-28 11:00:00.000,00:00.0,3491.064,3430.543,646.243,-98.268
2016-Jan-28 10:45:00.000,45:00.0,3456.601,3398.35,631.011,-98.318
2016-Jan-28 10:30:00.000,30:00.0,3416.687,3362.787,603.514,-98.425
2016-Jan-28 10:15:00.000,15:00.0,3310.923,3264.612,550.519,-98.605
2016-Jan-28 10:00:00.000,00:00.0,3257.635,3210.603,550.614,-98.557
2016-Jan-28 09:45:00.000,45:00.0,3257.649,3207.97,565.521,-98.478
2016-Jan-28 09:30:00.000,30:00.0,3285.159,3230.024,598.257,-98.325
2016-Jan-28 09:15:00.000,15:00.0,3258.992,3201.694,607.369,-98.244
2016-Jan-28 09:00:00.000,00:00.0,3158.613,3106.602,569.613,-98.357
2016-Jan-28 08:45:00.000,45:00.0,3140.41,3088.668,566.82,-98.355
2016-Jan-28 08:30:00.000,30:00.0,3004.08,2961.347,502.288,-98.581
2016-Jan-28 08:15:00.000,15:00.0,2902.602,2875.961,391.514,-99.083
2016-Jan-28 08:00:00.000,00:00.0,2901.083,2876.759,373.212,-99.164
2016-Jan-28 07:45:00.000,45:00.0,2891.939,2871.541,341.824,-99.297
2016-Jan-28 07:30:00.000,30:00.0,2925.766,2909.494,304.39,-99.449
2016-Jan-28 07:15:00.000,15:00.0,2849.353,2841.095,215.832,-99.711
2016-Jan-28 07:00:00.000,00:00.0,2848.637,2840.772,209.97,-99.726
2016-Jan-28 06:45:00.000,45:00.0,2768.325,2761.895,186.779,-99.769
2016-Jan-28 06:30:00.000,30:00.0,2819.58,2811.873,207.416,-99.727
2016-Jan-28 06:15:00.000,15:00.0,2798.09,2789.198,221.872,-99.682
2016-Jan-28 06:00:00.000,00:00.0,2781.274,2769.621,253.481,-99.581
2016-Jan-28 05:45:00.000,45:00.0,2747.821,2735.23,261.661,-99.542
2016-Jan-28 05:30:00.000,30:00.0,2648.343,2639.291,217.444,-99.659
2016-Jan-28 05:15:00.000,15:00.0,2615.011,2602.847,250.977,-99.533
2016-Jan-28 05:00:00.000,00:00.0,2536.052,2526.243,222.168,-99.613
2016-Jan-28 04:45:00.000,45:00.0,2553.868,2541.201,253.343,-99.505
2016-Jan-28 04:30:00.000,30:00.0,2490.048,2479.088,232.363,-99.56
2016-Jan-28 04:15:00.000,15:00.0,2516.649,2502.236,268.261,-99.428
2016-Jan-28 04:00:00.000,00:00.0,2457.281,2446.994,223.626,-99.582
2016-Jan-28 03:45:00.000,45:00.0,2506.058,2492.287,261.661,-99.451
2016-Jan-28 03:30:00.000,30:00.0,2490.929,2478.478,248.086,-99.5
2016-Jan-28 03:15:00.000,15:00.0,2503.468,2490.615,252.337,-99.488
2016-Jan-28 03:00:00.000,00:00.0,2497.494,2485.861,239.96,-99.535
2016-Jan-28 02:45:00.000,45:00.0,2517.579,2507.546,223.472,-99.602
2016-Jan-28 02:30:00.000,30:00.0,2531.226,2519.953,236.151,-99.556
2016-Jan-28 02:15:00.000,15:00.0,2586.986,2573.588,261.771,-99.483
2016-Jan-28 02:00:00.000,00:00.0,2608.354,2595.241,260.123,-99.498
2016-Jan-28 01:45:00.000,45:00.0,2624.709,2611.48,261.774,-99.496
2016-Jan-28 01:30:00.000,30:00.0,2683.811,2669.532,275.641,-99.468
2016-Jan-28 01:15:00.000,15:00.0,2684.291,2670.682,268.696,-99.494
2016-Jan-28 01:00:00.000,00:00.0,2748.324,2734.984,269.592,-99.515
2016-Jan-28 00:45:00.000,45:00.0,2769.31,2754.238,288.056,-99.455
2016-Jan-28 00:30:00.000,30:00.0,2767.209,2753.968,268.849,-99.524
2016-Jan-28 00:15:00.000,15:00.0,2897.559,2881.016,308.046,-99.431
2016-Jan-28 00:00:00.000,00:00.0,2962.803,2946.704,307.063,-99.459
2016-Jan-27 23:45:00.000,45:00.0,2995.639,2980.603,298.236,-99.501
2016-Jan-27 23:30:00.000,30:00.0,3037.433,3022.451,296.683,-99.513
2016-Jan-27 23:15:00.000,15:00.0,3186.365,3161.099,399.221,-99.209
