Timestamp,Times,S total_SJN,P total_SJN,Q total_SJN,pf total_SJN
2016-Feb-10 16:45:00.000,45:00.0,3510.925,3467.028,546.411,-98.758
2016-Feb-10 16:30:00.000,30:00.0,3716.313,3649.697,699.57,-98.209
2016-Feb-10 16:15:00.000,15:00.0,3763.282,3695.558,709.921,-98.202
2016-Feb-10 16:00:00.000,00:00.0,3846.859,3779.02,718.271,-98.239
2016-Feb-10 15:45:00.000,45:00.0,3899.09,3824.665,757.363,-98.093
2016-Feb-10 15:30:00.000,30:00.0,3926.863,3850.526,769.784,-98.058
2016-Feb-10 15:15:00.000,15:00.0,3948.774,3871.107,778.536,-98.035
2016-Feb-10 15:00:00.000,00:00.0,3850.338,3784.425,708.074,-98.291
2016-Feb-10 14:45:00.000,45:00.0,3847.746,3785.102,690.664,-98.374
2016-Feb-10 14:30:00.000,30:00.0,3962.528,3878.405,808.592,-97.884
2016-Feb-10 14:15:00.000,15:00.0,3979.673,3885.61,859.32,-97.638
2016-Feb-10 14:00:00.000,00:00.0,3959.34,3867.989,844.777,-97.695
2016-Feb-10 13:45:00.000,45:00.0,3927.162,3837.649,832.884,-97.722
2016-Feb-10 13:30:00.000,30:00.0,3926.491,3836.443,835.339,-97.708
2016-Feb-10 13:15:00.000,15:00.0,3916.355,3830.889,812.904,-97.819
2016-Feb-10 13:00:00.000,00:00.0,3900.761,3814.752,813.904,-97.796
2016-Feb-10 12:45:00.000,45:00.0,3802.201,3735.085,706.254,-98.243
2016-Feb-10 12:30:00.000,30:00.0,3775.426,3720.497,640.85,-98.546
2016-Feb-10 12:15:00.000,15:00.0,3776.112,3723.123,629.378,-98.599
2016-Feb-10 12:00:00.000,00:00.0,3715.579,3665.873,604.637,-98.665
2016-Feb-10 11:45:00.000,45:00.0,3629.344,3588.931,538.868,-98.889
2016-Feb-10 11:30:00.000,30:00.0,3525.25,3496.438,448.61,-99.185
2016-Feb-10 11:15:00.000,15:00.0,3505.524,3477.821,438.742,-99.212
2016-Feb-10 11:00:00.000,00:00.0,3491.963,3465.324,429.527,-99.239
2016-Feb-10 10:45:00.000,45:00.0,3383.969,3364.956,351.496,-99.444
2016-Feb-10 10:30:00.000,30:00.0,3367.895,3346.313,375.897,-99.363
2016-Feb-10 10:15:00.000,15:00.0,3391.627,3365.627,418.08,-99.235
2016-Feb-10 10:00:00.000,00:00.0,3356.368,3329.548,422.272,-99.203
2016-Feb-10 09:45:00.000,45:00.0,3303.043,3277.523,408.867,-99.229
2016-Feb-10 09:30:00.000,30:00.0,3255.906,3230.734,403.157,-99.229
2016-Feb-10 09:15:00.000,15:00.0,3213.792,3186.277,418.377,-99.146
2016-Feb-10 09:00:00.000,00:00.0,3198.08,3170.128,420.379,-99.129
2016-Feb-10 08:45:00.000,45:00.0,3118.331,3092.994,395.467,-99.19
2016-Feb-10 08:30:00.000,30:00.0,3081.341,3056.523,389.183,-99.197
2016-Feb-10 08:15:00.000,15:00.0,3024.165,3000.728,374.459,-99.228
2016-Feb-10 08:00:00.000,00:00.0,2886.31,2865.508,344.018,-99.282
2016-Feb-10 07:45:00.000,45:00.0,2801.81,2786.177,294.839,-99.442
2016-Feb-10 07:30:00.000,30:00.0,2759.413,2742.526,304.447,-99.387
2016-Feb-10 07:15:00.000,15:00.0,2704.196,2692.639,248.484,-99.574
2016-Feb-10 07:00:00.000,00:00.0,2717.698,2704.34,268.069,-99.509
2016-Feb-10 06:45:00.000,45:00.0,2642.07,2630.263,247.938,-99.554
2016-Feb-10 06:30:00.000,30:00.0,2669.822,2654.902,280.818,-99.442
2016-Feb-10 06:15:00.000,15:00.0,2639.189,2624.583,276.578,-99.446
2016-Feb-10 06:00:00.000,00:00.0,2634.158,2617.328,296.613,-99.361
2016-Feb-10 05:45:00.000,45:00.0,2600.236,2583.847,290.902,-99.37
2016-Feb-10 05:30:00.000,30:00.0,2571.063,2553.605,298.307,-99.322
2016-Feb-10 05:15:00.000,15:00.0,2550.239,2532.802,296.797,-99.316
2016-Feb-10 05:00:00.000,00:00.0,2532.584,2512.19,319.306,-99.196
2016-Feb-10 04:45:00.000,45:00.0,2590.496,2565.728,356.116,-99.045
2016-Feb-10 04:30:00.000,30:00.0,2509.875,2485.738,346.444,-99.04
2016-Feb-10 04:15:00.000,15:00.0,2530.009,2503.855,361.872,-98.968
2016-Feb-10 04:00:00.000,00:00.0,2515.843,2492.22,343.329,-99.062
2016-Feb-10 03:45:00.000,45:00.0,2533.142,2507.502,358.686,-98.988
2016-Feb-10 03:30:00.000,30:00.0,2549.809,2524.923,354.75,-99.025
2016-Feb-10 03:15:00.000,15:00.0,2547.497,2524.779,338.704,-99.109
2016-Feb-10 03:00:00.000,00:00.0,2568.819,2542.446,366.456,-98.973
2016-Feb-10 02:45:00.000,45:00.0,2578.851,2555.883,342.471,-99.111
2016-Feb-10 02:30:00.000,30:00.0,2631.072,2604.544,372.079,-98.992
2016-Feb-10 02:15:00.000,15:00.0,2619.135,2595.458,350.741,-99.097
2016-Feb-10 02:00:00.000,00:00.0,2668.776,2642.516,372.834,-99.017
2016-Feb-10 01:45:00.000,45:00.0,2710.524,2682.567,386.988,-98.971
2016-Feb-10 01:30:00.000,30:00.0,2712.703,2688.733,359.181,-99.117
2016-Feb-10 01:15:00.000,15:00.0,2782.72,2754.753,392.902,-98.995
2016-Feb-10 01:00:00.000,00:00.0,2785.274,2759.737,375.403,-99.084
2016-Feb-10 00:45:00.000,45:00.0,2810.209,2783.716,384.487,-99.056
2016-Feb-10 00:30:00.000,30:00.0,2909.491,2879.517,415.49,-98.973
2016-Feb-10 00:15:00.000,15:00.0,2918.177,2894.348,371.004,-99.186
2016-Feb-10 00:00:00.000,00:00.0,2977.041,2951.861,385.298,-99.157
2016-Feb-09 23:45:00.000,45:00.0,3050.191,3024.847,391.154,-99.172
2016-Feb-09 23:30:00.000,30:00.0,3093.517,3069.501,383.654,-99.224
2016-Feb-09 23:15:00.000,15:00.0,3131.875,3105.421,405.207,-99.157
2016-Feb-09 23:00:00.000,00:00.0,3209.13,3184.786,393.488,-99.243
2016-Feb-09 22:45:00.000,45:00.0,3292.272,3268.06,397.228,-99.267
2016-Feb-09 22:30:00.000,30:00.0,3328.227,3307.436,370.188,-99.377
2016-Feb-09 22:15:00.000,15:00.0,3373.865,3351.991,382.114,-99.354
2016-Feb-09 22:00:00.000,00:00.0,3466.204,3442.253,405.493,-99.311
2016-Feb-09 21:45:00.000,45:00.0,3402.249,3383.287,357.319,-99.445
2016-Feb-09 21:30:00.000,30:00.0,3466.612,3445.04,384.653,-99.38
2016-Feb-09 21:15:00.000,15:00.0,3461.187,3442.021,362.457,-99.448
2016-Feb-09 21:00:00.000,00:00.0,3489.393,3470.301,362.939,-99.455
2016-Feb-09 20:45:00.000,45:00.0,3420.006,3402.412,345.206,-99.487
2016-Feb-09 20:30:00.000,30:00.0,3415.016,3398.088,338.032,-99.507
2016-Feb-09 20:15:00.000,15:00.0,3492.452,3474.078,356.234,-99.476
2016-Feb-09 20:00:00.000,00:00.0,3488.447,3469.821,358.72,-99.468
2016-Feb-09 19:45:00.000,45:00.0,3474.032,3454.279,368.638,-99.434
2016-Feb-09 19:30:00.000,30:00.0,3414.084,3395.887,350.558,-99.469
2016-Feb-09 19:15:00.000,15:00.0,3382.852,3363.268,362.136,-99.424
2016-Feb-09 19:00:00.000,00:00.0,3346.799,3329.575,337.466,-99.488
2016-Feb-09 18:45:00.000,45:00.0,3249.493,3227.831,373.199,-99.335
2016-Feb-09 18:30:00.000,30:00.0,3138.111,3117.76,355.858,-99.353
2016-Feb-09 18:15:00.000,15:00.0,2953.272,2936.573,312.657,-99.435
2016-Feb-09 18:00:00.000,00:00.0,2813.115,2796.226,307.056,-99.399
2016-Feb-09 17:45:00.000,45:00.0,2717.941,2699.961,311.231,-99.339
2016-Feb-09 17:30:00.000,30:00.0,2782.142,2759.97,349.982,-99.203
2016-Feb-09 17:15:00.000,15:00.0,2806.421,2783.217,359.603,-99.173
2016-Feb-09 17:00:00.000,00:00.0,2790.997,2767.767,358.711,-99.168
2016-Feb-09 16:45:00.000,45:00.0,2840.102,2819.584,340.189,-99.277
2016-Feb-09 16:30:00.000,30:00.0,2803.532,2782.887,338.778,-99.264
2016-Feb-09 16:15:00.000,15:00.0,2808.117,2786.192,349.324,-99.22
2016-Feb-09 16:00:00.000,00:00.0,2829.927,2806.24,364.874,-99.163
2016-Feb-09 15:45:00.000,45:00.0,2873.625,2848.632,377.683,-99.13
2016-Feb-09 15:30:00.000,30:00.0,2862.306,2837.284,376.907,-99.127
2016-Feb-09 15:15:00.000,15:00.0,2906.133,2881.442,377.177,-99.152
2016-Feb-09 15:00:00.000,00:00.0,2929.254,2904.632,378.157,-99.161
2016-Feb-09 14:45:00.000,45:00.0,2947.41,2922.81,379.179,-99.166
2016-Feb-09 14:30:00.000,30:00.0,2999.007,2969.789,416.566,-99.028
2016-Feb-09 14:15:00.000,15:00.0,3003.56,2975.593,407.929,-99.071
2016-Feb-09 14:00:00.000,00:00.0,2957.773,2930.297,401.167,-99.073
2016-Feb-09 13:45:00.000,45:00.0,2959.854,2934.788,383.313,-99.155
2016-Feb-09 13:30:00.000,30:00.0,2990.51,2966.418,377.596,-99.197
2016-Feb-09 13:15:00.000,15:00.0,2985.594,2962.949,365.832,-99.244
2016-Feb-09 13:00:00.000,00:00.0,2926.062,2904.922,350.229,-99.278
2016-Feb-09 12:45:00.000,45:00.0,2961.457,2938.721,365.309,-99.234
2016-Feb-09 12:30:00.000,30:00.0,2987.865,2963.007,383.516,-99.17
2016-Feb-09 12:15:00.000,15:00.0,2943.085,2917.369,386.994,-99.129
2016-Feb-09 12:00:00.000,00:00.0,2960.42,2933.564,396.516,-99.095
2016-Feb-09 11:45:00.000,45:00.0,2901.491,2876.833,376.603,-99.152
2016-Feb-09 11:30:00.000,30:00.0,2835.922,2810.554,377.819,-99.106
2016-Feb-09 11:15:00.000,15:00.0,2837.761,2813.039,373.203,-99.129
2016-Feb-09 11:00:00.000,00:00.0,2853.3,2830.2,361.639,-99.191
2016-Feb-09 10:45:00.000,45:00.0,2782.53,2760.427,348.773,-99.206
2016-Feb-09 10:30:00.000,30:00.0,2832.625,2806.29,384.748,-99.07
2016-Feb-09 10:15:00.000,15:00.0,2759.777,2735.077,367.986,-99.104
2016-Feb-09 10:00:00.000,00:00.0,2728.837,2704.489,362.524,-99.109
2016-Feb-09 09:45:00.000,45:00.0,2670.582,2656.564,272.348,-99.475
2016-Feb-09 09:30:00.000,30:00.0,2582.434,2569.449,257.759,-99.497
2016-Feb-09 09:15:00.000,15:00.0,2554.059,2540.509,262.041,-99.47
2016-Feb-09 09:00:00.000,00:00.0,2578.732,2562.199,290.409,-99.361
2016-Feb-09 08:45:00.000,45:00.0,2561.001,2546.155,274.438,-99.42
2016-Feb-09 08:30:00.000,30:00.0,2510.769,2496.122,269.927,-99.418
2016-Feb-09 08:15:00.000,15:00.0,2479.518,2463.486,280.221,-99.355
2016-Feb-09 08:00:00.000,00:00.0,2420.314,2407.011,252.359,-99.452
2016-Feb-09 07:45:00.000,45:00.0,2325.332,2314.127,227.201,-99.518
2016-Feb-09 07:30:00.000,30:00.0,2242.439,2234.537,187.209,-99.648
2016-Feb-09 07:15:00.000,15:00.0,2205.169,2195.268,207.86,-99.551
2016-Feb-09 07:00:00.000,00:00.0,2172.925,2161.819,218.262,-99.49
2016-Feb-09 06:45:00.000,45:00.0,2248.688,2236.493,233.023,-99.459
2016-Feb-09 06:30:00.000,30:00.0,2369.393,2352.461,281.987,-99.285
2016-Feb-09 06:15:00.000,15:00.0,2447.694,2429.476,297.252,-99.256
2016-Feb-09 06:00:00.000,00:00.0,2511.768,2490.844,322.479,-99.169
2016-Feb-09 05:45:00.000,45:00.0,2445.58,2429.443,279.587,-99.341
2016-Feb-09 05:30:00.000,30:00.0,2428.943,2412.01,285.47,-99.304
2016-Feb-09 05:15:00.000,15:00.0,2424.73,2408.117,281.358,-99.317
2016-Feb-09 05:00:00.000,00:00.0,2459.333,2439.85,307.307,-99.211
2016-Feb-09 04:45:00.000,45:00.0,2459.017,2439.641,307.296,-99.213
2016-Feb-09 04:30:00.000,30:00.0,2429.403,2407.502,324.693,-99.1
2016-Feb-09 04:15:00.000,15:00.0,2420.044,2398.125,324.609,-99.093
2016-Feb-09 04:00:00.000,00:00.0,2438.621,2417.303,320.938,-99.127
2016-Feb-09 03:45:00.000,45:00.0,2453.503,2431.521,326.794,-99.105
2016-Feb-09 03:30:00.000,30:00.0,2462.786,2441.406,323.088,-99.132
2016-Feb-09 03:15:00.000,15:00.0,2510.776,2488.546,332.609,-99.115
2016-Feb-09 03:00:00.000,00:00.0,2500.957,2480.911,315.428,-99.199
2016-Feb-09 02:45:00.000,45:00.0,2527.604,2508.198,311.698,-99.234
2016-Feb-09 02:30:00.000,30:00.0,2597.467,2573.741,349.33,-99.088
2016-Feb-09 02:15:00.000,15:00.0,2562.389,2541.046,329.291,-99.168
2016-Feb-09 02:00:00.000,00:00.0,2589.579,2569.105,324.359,-99.21
2016-Feb-09 01:45:00.000,45:00.0,2645.91,2620.726,363.58,-99.048
2016-Feb-09 01:30:00.000,30:00.0,2627.206,2606.244,330.501,-99.202
2016-Feb-09 01:15:00.000,15:00.0,2677.603,2655.751,340.594,-99.185
2016-Feb-09 01:00:00.000,00:00.0,2715.885,2692.779,352.522,-99.15
2016-Feb-09 00:45:00.000,45:00.0,2761.017,2737.214,361.097,-99.138
2016-Feb-09 00:30:00.000,30:00.0,2778.257,2754.974,358.192,-99.162
2016-Feb-09 00:15:00.000,15:00.0,2814.514,2792.807,348.112,-99.229
2016-Feb-09 00:00:00.000,00:00.0,2939.766,2911.338,406.542,-99.036
2016-Feb-08 23:45:00.000,45:00.0,2952.111,2925.527,394.246,-99.102
2016-Feb-08 23:30:00.000,30:00.0,2981.519,2955.657,390.772,-99.135
2016-Feb-08 23:15:00.000,15:00.0,3092.781,3063.878,420.389,-99.069
2016-Feb-08 23:00:00.000,00:00.0,3099.497,3075.46,384.083,-99.227
2016-Feb-08 22:45:00.000,45:00.0,3159.885,3133.792,404.352,-99.176
2016-Feb-08 22:30:00.000,30:00.0,3228.142,3204.431,389.408,-99.268
2016-Feb-08 22:15:00.000,15:00.0,3246.508,3223.885,381.246,-99.306
2016-Feb-08 22:00:00.000,00:00.0,3284.676,3261.26,390.358,-99.289
2016-Feb-08 21:45:00.000,45:00.0,3293.559,3273.022,365.867,-99.379
2016-Feb-08 21:30:00.000,30:00.0,3262.513,3241.686,366.664,-99.364
2016-Feb-08 21:15:00.000,15:00.0,3325.648,3303.194,384.179,-99.328
2016-Feb-08 21:00:00.000,00:00.0,3313.258,3292.502,368.896,-99.376
2016-Feb-08 20:45:00.000,45:00.0,3281.618,3262.363,354.129,-99.414
2016-Feb-08 20:30:00.000,30:00.0,3334.119,3312.997,373.679,-99.368
2016-Feb-08 20:15:00.000,15:00.0,3271.339,3252.3,351.204,-99.42
2016-Feb-08 20:00:00.000,00:00.0,3265.472,3246.895,346.347,-99.434
2016-Feb-08 19:45:00.000,45:00.0,3226.201,3208.392,337.108,-99.45
2016-Feb-08 19:30:00.000,30:00.0,3231.36,3212.269,349.786,-99.41
2016-Feb-08 19:15:00.000,15:00.0,3204.459,3186.44,338.382,-99.439
2016-Feb-08 19:00:00.000,00:00.0,3191.104,3170.528,360.547,-99.358
2016-Feb-08 18:45:00.000,45:00.0,3152.34,3132.362,352.793,-99.368
2016-Feb-08 18:30:00.000,30:00.0,3002.051,2981.559,348.969,-99.32
2016-Feb-08 18:15:00.000,15:00.0,2814.29,2798.026,300.941,-99.424
2016-Feb-08 18:00:00.000,00:00.0,2728.416,2711.903,299.259,-99.394
2016-Feb-08 17:45:00.000,45:00.0,2670.454,2653.316,301.277,-99.359
2016-Feb-08 17:30:00.000,30:00.0,2685.969,2667.67,311.977,-99.319
2016-Feb-08 17:15:00.000,15:00.0,2694.951,2677.621,304.207,-99.357
2016-Feb-08 17:00:00.000,00:00.0,2743.094,2722.679,333.561,-99.256
2016-Feb-08 16:45:00.000,45:00.0,2700.787,2681.239,323.744,-99.277
2016-Feb-08 16:30:00.000,30:00.0,2768.958,2747.534,343.246,-99.226
2016-Feb-08 16:15:00.000,15:00.0,2782.588,2762.508,333.158,-99.278
2016-Feb-08 16:00:00.000,00:00.0,2730.048,2711.54,316.65,-99.323
2016-Feb-08 15:45:00.000,45:00.0,2758.401,2741.183,306.964,-99.376
2016-Feb-08 15:30:00.000,30:00.0,2768.457,2750.444,314.78,-99.349
2016-Feb-08 15:15:00.000,15:00.0,2822.607,2802.252,337.781,-99.279
2016-Feb-08 15:00:00.000,00:00.0,2855.047,2832.813,354.981,-99.222
2016-Feb-08 14:45:00.000,45:00.0,2849.776,2828.272,348.727,-99.246
2016-Feb-08 14:30:00.000,30:00.0,2888.844,2866.406,358.428,-99.225
2016-Feb-08 14:15:00.000,15:00.0,2853.901,2831.832,353.502,-99.227
2016-Feb-08 14:00:00.000,00:00.0,2843.83,2823.587,337.911,-99.289
2016-Feb-08 13:45:00.000,45:00.0,2850.473,2829.454,345.038,-99.263
2016-Feb-08 13:30:00.000,30:00.0,2872.835,2851.22,351.172,-99.248
2016-Feb-08 13:15:00.000,15:00.0,2916.182,2893.361,363.156,-99.219
2016-Feb-08 13:00:00.000,00:00.0,2942.33,2917.73,378.677,-99.165
2016-Feb-08 12:45:00.000,45:00.0,2936.042,2911.092,380.959,-99.152
2016-Feb-08 12:30:00.000,30:00.0,2947.813,2923.341,377.928,-99.172
2016-Feb-08 12:15:00.000,15:00.0,2924.267,2902.8,352.648,-99.267
2016-Feb-08 12:00:00.000,00:00.0,2868.635,2848.581,338.166,-99.301
2016-Feb-08 11:45:00.000,45:00.0,2868.033,2848.058,337.284,-99.303
2016-Feb-08 11:30:00.000,30:00.0,2844.337,2822.544,350.53,-99.235
2016-Feb-08 11:15:00.000,15:00.0,2851.802,2827.818,368.428,-99.159
2016-Feb-08 11:00:00.000,00:00.0,2800.936,2778.889,349.988,-99.213
2016-Feb-08 10:45:00.000,45:00.0,2803.467,2780.558,357,-99.184
2016-Feb-08 10:30:00.000,30:00.0,2750.393,2729.822,335.04,-99.252
2016-Feb-08 10:15:00.000,15:00.0,2716.891,2696.281,333.337,-99.242
2016-Feb-08 10:00:00.000,00:00.0,2603.527,2584.338,314.862,-99.263
2016-Feb-08 09:45:00.000,45:00.0,2601.547,2578.878,341.588,-99.131
2016-Feb-08 09:30:00.000,30:00.0,2620.483,2601.629,312.569,-99.281
2016-Feb-08 09:15:00.000,15:00.0,2552.957,2533.449,313.72,-99.239
2016-Feb-08 09:00:00.000,00:00.0,2460.609,2446.552,261.799,-99.429
2016-Feb-08 08:45:00.000,45:00.0,2393.825,2380.304,253.65,-99.435
2016-Feb-08 08:30:00.000,30:00.0,2423.32,2406.885,281.243,-99.321
2016-Feb-08 08:15:00.000,15:00.0,2339.004,2324.635,258.407,-99.385
2016-Feb-08 08:00:00.000,00:00.0,2324.125,2307.241,278.584,-99.276
2016-Feb-08 07:45:00.000,45:00.0,2276.559,2260.993,264.866,-99.317
2016-Feb-08 07:30:00.000,30:00.0,2218.022,2203.933,248.776,-99.365
2016-Feb-08 07:15:00.000,15:00.0,2221.712,2206.907,254.451,-99.334
2016-Feb-08 07:00:00.000,00:00.0,2168.391,2154.269,246.05,-99.35
2016-Feb-08 06:45:00.000,45:00.0,2207.861,2189.509,282.478,-99.172
2016-Feb-08 06:30:00.000,30:00.0,2285.798,2267.363,288.847,-99.194
2016-Feb-08 06:15:00.000,15:00.0,2469.403,2441.389,369.959,-98.867
2016-Feb-08 06:00:00.000,00:00.0,2471.044,2447.342,340.707,-99.042
2016-Feb-08 05:45:00.000,45:00.0,2429.361,2409.183,311.359,-99.171
2016-Feb-08 05:30:00.000,30:00.0,2414.329,2396.312,293.833,-99.254
2016-Feb-08 05:15:00.000,15:00.0,2422.592,2403.976,299.014,-99.233
2016-Feb-08 05:00:00.000,00:00.0,2468.237,2447.454,318.253,-99.161
2016-Feb-08 04:45:00.000,45:00.0,2503.332,2481.707,327.643,-99.137
2016-Feb-08 04:30:00.000,30:00.0,2427.625,2404.083,336.516,-99.03
2016-Feb-08 04:15:00.000,15:00.0,2427.351,2403.778,336.867,-99.029
2016-Feb-08 04:00:00.000,00:00.0,2485.241,2458.531,362.861,-98.925
2016-Feb-08 03:45:00.000,45:00.0,2476.818,2453.423,338.856,-99.057
2016-Feb-08 03:30:00.000,30:00.0,2440.687,2421.411,305.512,-99.21
2016-Feb-08 03:15:00.000,15:00.0,2494.694,2470.963,342.463,-99.05
2016-Feb-08 03:00:00.000,00:00.0,2463.184,2442.423,318.556,-99.157
2016-Feb-08 02:45:00.000,45:00.0,2494.642,2475.556,306.957,-99.235
2016-Feb-08 02:30:00.000,30:00.0,2523.92,2503.849,316.031,-99.205
2016-Feb-08 02:15:00.000,15:00.0,2570.558,2550.178,321.89,-99.208
2016-Feb-08 02:00:00.000,00:00.0,2616.372,2594.518,336.786,-99.165
2016-Feb-08 01:45:00.000,45:00.0,2618.72,2597.419,332.677,-99.187
2016-Feb-08 01:30:00.000,30:00.0,2688.283,2663.601,362.629,-99.083
2016-Feb-08 01:15:00.000,15:00.0,2673.764,2653.601,326.96,-99.247
2016-Feb-08 01:00:00.000,00:00.0,2688.697,2669.354,321.329,-99.28
2016-Feb-08 00:45:00.000,45:00.0,2775.441,2750.89,366.96,-99.119
2016-Feb-08 00:30:00.000,30:00.0,2781.127,2759.67,343.942,-99.23
2016-Feb-08 00:15:00.000,15:00.0,2812.121,2790.388,348.403,-99.227
2016-Feb-08 00:00:00.000,00:00.0,2875.375,2854.46,345.427,-99.273
2016-Feb-07 23:45:00.000,45:00.0,2968.764,2945.897,366.649,-99.231
2016-Feb-07 23:30:00.000,30:00.0,2990.25,2968.547,358.351,-99.277
2016-Feb-07 23:15:00.000,15:00.0,3007.701,2987.107,350.116,-99.318
2016-Feb-07 23:00:00.000,00:00.0,3105.991,3082.426,380.662,-99.244
2016-Feb-07 22:45:00.000,45:00.0,3090.201,3070.493,346.834,-99.365
2016-Feb-07 22:30:00.000,30:00.0,3151.533,3133.171,338.254,-99.42
2016-Feb-07 22:15:00.000,15:00.0,3207.6,3186.706,364.409,-99.35
2016-Feb-07 22:00:00.000,00:00.0,3190.446,3171.766,343.653,-99.417
2016-Feb-07 21:45:00.000,45:00.0,3225.812,3204.994,364.591,-99.357
2016-Feb-07 21:30:00.000,30:00.0,3250.857,3229.489,370.9,-99.345
2016-Feb-07 21:15:00.000,15:00.0,3265.213,3246.941,343.046,-99.443
2016-Feb-07 21:00:00.000,00:00.0,3284.572,3266.268,344.842,-99.445
2016-Feb-07 20:45:00.000,45:00.0,3260.656,3244.704,319.409,-99.514
2016-Feb-07 20:30:00.000,30:00.0,3336.5,3313.951,385.566,-99.327
2016-Feb-07 20:15:00.000,15:00.0,3316.942,3296.071,370.457,-99.372
2016-Feb-07 20:00:00.000,00:00.0,3297.865,3275.081,385.814,-99.312
2016-Feb-07 19:45:00.000,45:00.0,3274.041,3252.973,369.619,-99.359
2016-Feb-07 19:30:00.000,30:00.0,3319.511,3296.946,385.231,-99.323
2016-Feb-07 19:15:00.000,15:00.0,3261.533,3239.712,375.638,-99.333
2016-Feb-07 19:00:00.000,00:00.0,3238.996,3217.976,367.258,-99.353
2016-Feb-07 18:45:00.000,45:00.0,3243.574,3221.398,377.49,-99.318
2016-Feb-07 18:30:00.000,30:00.0,3035.938,3016.967,337.073,-99.38
2016-Feb-07 18:15:00.000,15:00.0,2883.926,2865.314,325.973,-99.356
2016-Feb-07 18:00:00.000,00:00.0,2791.66,2772.551,325.186,-99.317
2016-Feb-07 17:45:00.000,45:00.0,2793.787,2771.734,349.552,-99.212
2016-Feb-07 17:30:00.000,30:00.0,2749.934,2729.869,331.008,-99.271
2016-Feb-07 17:15:00.000,15:00.0,2790.762,2768.042,354.881,-99.186
2016-Feb-07 17:00:00.000,00:00.0,2822.482,2799.982,354.853,-99.204
2016-Feb-07 16:45:00.000,45:00.0,2837.241,2816.673,340.352,-99.275
2016-Feb-07 16:30:00.000,30:00.0,2891.79,2867.875,370.247,-99.174
2016-Feb-07 16:15:00.000,15:00.0,2925.291,2901.385,371.954,-99.185
2016-Feb-07 16:00:00.000,00:00.0,2939.16,2915.925,367.831,-99.211
2016-Feb-07 15:45:00.000,45:00.0,2921.317,2896.209,381.112,-99.143
2016-Feb-07 15:30:00.000,30:00.0,3000.354,2972.907,404.037,-99.087
2016-Feb-07 15:15:00.000,15:00.0,3026.382,2999.917,398.091,-99.128
2016-Feb-07 15:00:00.000,00:00.0,2967.786,2943.352,379.007,-99.179
2016-Feb-07 14:45:00.000,45:00.0,2945.094,2921.556,370.551,-99.202
2016-Feb-07 14:30:00.000,30:00.0,2948.967,2926.019,366.213,-99.224
2016-Feb-07 14:15:00.000,15:00.0,2996.181,2972.369,375.658,-99.208
2016-Feb-07 14:00:00.000,00:00.0,3008.016,2983.095,385.048,-99.175
2016-Feb-07 13:45:00.000,45:00.0,2996.726,2971.561,386.626,-99.162
2016-Feb-07 13:30:00.000,30:00.0,3043.063,3015.79,405.501,-99.106
2016-Feb-07 13:15:00.000,15:00.0,3034.762,3004.821,424.084,-99.016
2016-Feb-07 13:00:00.000,00:00.0,3013.442,2985.443,408.771,-99.073
2016-Feb-07 12:45:00.000,45:00.0,2980.345,2955.646,381.923,-99.174
2016-Feb-07 12:30:00.000,30:00.0,2918.854,2894.87,372.463,-99.18
2016-Feb-07 12:15:00.000,15:00.0,2932.264,2905.274,395.962,-99.082
2016-Feb-07 12:00:00.000,00:00.0,2884.862,2859.758,379.037,-99.13
2016-Feb-07 11:45:00.000,45:00.0,2901.746,2877.069,376.646,-99.151
2016-Feb-07 11:30:00.000,30:00.0,2954.612,2925.192,414.712,-99.007
2016-Feb-07 11:15:00.000,15:00.0,2911.734,2884.498,396.467,-99.066
2016-Feb-07 11:00:00.000,00:00.0,2772.3,2752.071,332.278,-99.274
2016-Feb-07 10:45:00.000,45:00.0,2853.413,2830.459,360.133,-99.198
2016-Feb-07 10:30:00.000,30:00.0,2778.479,2758.112,335.091,-99.268
2016-Feb-07 10:15:00.000,15:00.0,2757.159,2734.389,352.837,-99.175
2016-Feb-07 10:00:00.000,00:00.0,2766.796,2741.897,369.524,-99.1
2016-Feb-07 09:45:00.000,45:00.0,2704.625,2683.998,332.744,-99.238
2016-Feb-07 09:30:00.000,30:00.0,2713.542,2689.912,356.672,-99.129
2016-Feb-07 09:15:00.000,15:00.0,2807.078,2779.93,388.79,-99.034
2016-Feb-07 09:00:00.000,00:00.0,2753.18,2728.521,366.304,-99.107
2016-Feb-07 08:45:00.000,45:00.0,2625.172,2612.474,255.472,-99.518
2016-Feb-07 08:30:00.000,30:00.0,2560.002,2547.469,252.043,-99.511
2016-Feb-07 08:15:00.000,15:00.0,2553.718,2541.137,251.949,-99.508
2016-Feb-07 08:00:00.000,00:00.0,2491.949,2478.408,258.536,-99.458
2016-Feb-07 07:45:00.000,45:00.0,2392.854,2384.563,197.754,-99.655
2016-Feb-07 07:30:00.000,30:00.0,2364.044,2353.297,223.486,-99.547
2016-Feb-07 07:15:00.000,15:00.0,2347.149,2336.471,222.301,-99.545
2016-Feb-07 07:00:00.000,00:00.0,2384.761,2372.331,242.492,-99.479
2016-Feb-07 06:45:00.000,45:00.0,2439.188,2426.917,243.174,-99.497
2016-Feb-07 06:30:00.000,30:00.0,2494.657,2480.937,260.357,-99.451
2016-Feb-07 06:15:00.000,15:00.0,2541.309,2526.638,271.494,-99.423
2016-Feb-07 06:00:00.000,00:00.0,2575.611,2558.885,291.702,-99.352
