Time,S avg(Single Customer),P avg(Single Customer),Q avg(Single Customer)
2022-11-19 00:00:00,13.06255998,12.97915016,1.434199026
2022-11-19 00:05:00,12.9801938,12.897459253333333,1.424458225
2022-11-19 00:10:00,12.89782762,12.815768346666667,1.414717424
2022-11-19 00:15:00,12.81546144,12.73407744,1.404976623
2022-11-19 00:20:00,12.743650376666666,12.66216648,1.4016499996666667
2022-11-19 00:25:00,12.671839313333333,12.59025552,1.3983233763333334
2022-11-19 00:30:00,12.60002825,12.51834456,1.394996753
2022-11-19 00:35:00,12.53221821,12.450878246666667,1.3872999456666666
2022-11-19 00:40:00,12.464408169999999,12.383411933333333,1.3796031383333334
2022-11-19 00:45:00,12.39659813,12.31594562,1.371906331
2022-11-19 00:50:00,12.322295586666666,12.241810796666668,1.3653296266666666
2022-11-19 00:55:00,12.247993043333333,12.167675973333333,1.3587529223333334
2022-11-19 01:00:00,12.1736905,12.09354115,1.352176218
2022-11-19 01:05:00,12.10723425,12.028287146666667,1.337034957
2022-11-19 01:10:00,12.040778,11.963033143333334,1.321893696
2022-11-19 01:15:00,11.97432175,11.89777914,1.306752435
2022-11-19 01:20:00,11.93630568,11.859019073333334,1.311264854
2022-11-19 01:25:00,11.898289609999999,11.820259006666667,1.315777273
2022-11-19 01:30:00,11.86027354,11.78149894,1.320289692
2022-11-19 01:35:00,11.806788746666667,11.728778163333335,1.3115222676666667
2022-11-19 01:40:00,11.753303953333333,11.676057386666667,1.3027548433333334
2022-11-19 01:45:00,11.69981916,11.62333661,1.293987419
2022-11-19 01:50:00,11.660358903333334,11.584508280000001,1.286143642
2022-11-19 01:55:00,11.620898646666667,11.54567995,1.278299865
2022-11-19 02:00:00,11.58143839,11.50685162,1.270456088
2022-11-19 02:05:00,11.527604653333334,11.454219993333334,1.2543332793333333
2022-11-19 02:10:00,11.473770916666666,11.401588366666667,1.2382104706666668
2022-11-19 02:15:00,11.41993718,11.34895674,1.222087662
2022-11-19 02:20:00,11.392153953333333,11.32143266,1.2191849563333335
2022-11-19 02:25:00,11.364370726666667,11.29390858,1.2162822506666666
2022-11-19 02:30:00,11.3365875,11.2663845,1.213379545
2022-11-19 02:35:00,11.302937013333333,11.233111123333332,1.2078014066666667
2022-11-19 02:40:00,11.269286526666667,11.199837746666667,1.2022232683333334
2022-11-19 02:45:00,11.23563604,11.16656437,1.19664513
2022-11-19 02:50:00,11.19388842,11.12510904,1.1907515693333335
2022-11-19 02:55:00,11.1521408,11.08365371,1.1848580086666667
2022-11-19 03:00:00,11.11039318,11.04219838,1.178964448
2022-11-19 03:05:00,11.09441323,11.02593807,1.1811089286666667
2022-11-19 03:10:00,11.07843328,11.00967776,1.1832534093333333
2022-11-19 03:15:00,11.06245333,10.99341745,1.18539789
2022-11-19 03:20:00,11.023554276666667,10.955582006666667,1.172748458
2022-11-19 03:25:00,10.984655223333332,10.917746563333333,1.160099026
2022-11-19 03:30:00,10.94575617,10.87991112,1.147449594
2022-11-19 03:35:00,10.92952408,10.863246456666666,1.1506992693333333
2022-11-19 03:40:00,10.91329199,10.846581793333334,1.1539489446666666
2022-11-19 03:45:00,10.8970599,10.82991713,1.15719862
2022-11-19 03:50:00,10.88611028,10.819265693333334,1.1537436146666666
2022-11-19 03:55:00,10.87516066,10.808614256666667,1.1502886093333333
2022-11-19 04:00:00,10.86421104,10.79796282,1.146833604
2022-11-19 04:05:00,10.860586040000001,10.79409069,1.1484362013333334
2022-11-19 04:10:00,10.85696104,10.79021856,1.1500387986666667
2022-11-19 04:15:00,10.85333604,10.78634643,1.151641396
2022-11-19 04:20:00,10.860674676666667,10.79316967,1.157150054
2022-11-19 04:25:00,10.868013313333334,10.79999291,1.162658712
2022-11-19 04:30:00,10.87535195,10.80681615,1.16816737
2022-11-19 04:35:00,10.948733606666668,10.881345453333333,1.1609015963333333
2022-11-19 04:40:00,11.022115263333333,10.955874756666667,1.1536358226666665
2022-11-19 04:45:00,11.09549692,11.03040406,1.146370049
2022-11-19 04:50:00,11.105927166666667,11.041671996666667,1.1411530576666666
2022-11-19 04:55:00,11.116357413333333,11.052939933333334,1.1359360663333333
2022-11-19 05:00:00,11.12678766,11.06420787,1.130719075
2022-11-19 05:05:00,11.145470453333333,11.084505383333333,1.1118183983333334
2022-11-19 05:10:00,11.164153246666666,11.104802896666667,1.0929177216666666
2022-11-19 05:15:00,11.18283604,11.12510041,1.074017045
2022-11-19 05:20:00,11.23584283,11.178202493333334,1.0761766773333332
2022-11-19 05:25:00,11.28884962,11.231304576666666,1.0783363096666667
2022-11-19 05:30:00,11.34185641,11.28440666,1.080495942
2022-11-19 05:35:00,11.403365503333333,11.345952113333334,1.082174324
2022-11-19 05:40:00,11.464874596666666,11.407497566666667,1.083852706
2022-11-19 05:45:00,11.52638369,11.46904302,1.085531088
2022-11-19 05:50:00,11.612249786666666,11.554349783333334,1.09717638
2022-11-19 05:55:00,11.698115883333333,11.639656546666666,1.108821672
2022-11-19 06:00:00,11.78398198,11.72496331,1.120466964
2022-11-19 06:05:00,11.79487308,11.73590311,1.1172271103333333
2022-11-19 06:10:00,11.80576418,11.74684291,1.1139872566666666
2022-11-19 06:15:00,11.81665528,11.75778271,1.110747403
2022-11-19 06:20:00,11.757111203333334,11.70288041,1.056779275
2022-11-19 06:25:00,11.697567126666666,11.64797811,1.002811147
2022-11-19 06:30:00,11.63802305,11.59307581,0.948843019
2022-11-19 06:35:00,11.60159264,11.558252163333334,0.927460795
2022-11-19 06:40:00,11.56516223,11.523428516666666,0.906078571
