Timestamp,Times,S total_SJN,P total_SJN,Q total_SJN,pf total_SJN
2016-Feb-25 08:45:00.000,08:45:00.000,12681.963,12242.791,3308.515,0.965
2016-Feb-25 08:30:00.000,08:30:00.000,12220.026,11800.326,3175.114,0.966
2016-Feb-25 08:15:00.000,08:15:00.000,12211.772,11787.791,3189.885,0.965
2016-Feb-25 08:00:00.000,08:00:00.000,11806.309,11435.935,2933.994,0.969
2016-Feb-25 07:45:00.000,07:45:00.000,11728.82,11377.988,2847.211,0.97
2016-Feb-25 07:30:00.000,07:30:00.000,11788.39,11494.329,2616.591,0.975
2016-Feb-25 07:15:00.000,07:15:00.000,11698.306,11428.736,2496.867,0.977
2016-Feb-25 07:00:00.000,07:00:00.000,11720.817,11457.795,2469.106,0.978
2016-Feb-25 06:45:00.000,06:45:00.000,11790.768,11537.19,2432.171,0.978
2016-Feb-25 06:30:00.000,06:30:00.000,11636.636,11395.895,2354.756,0.979
2016-Feb-25 06:15:00.000,06:15:00.000,11709.277,11433.819,2524.866,0.976
2016-Feb-25 06:00:00.000,06:00:00.000,11827.6,11498.168,2772.045,0.972
2016-Feb-25 05:45:00.000,05:45:00.000,11494.784,11163.862,2738.29,0.971
2016-Feb-25 05:30:00.000,05:30:00.000,11345.976,11024.621,2681.214,0.972
2016-Feb-25 05:15:00.000,05:15:00.000,11049.597,10723.214,2665.757,0.97
2016-Feb-25 05:00:00.000,05:00:00.000,10749.634,10417.201,2652.651,0.969
2016-Feb-25 04:45:00.000,04:45:00.000,10495.931,10182.176,2547.127,0.97
2016-Feb-25 04:30:00.000,04:30:00.000,10458.664,10129.715,2602.408,0.969
2016-Feb-25 04:15:00.000,04:15:00.000,10395.175,10059.29,2621.137,0.968
2016-Feb-25 04:00:00.000,04:00:00.000,10288.541,9961.158,2574.763,0.968
2016-Feb-25 03:45:00.000,03:45:00.000,10483.493,10129.87,2699.881,0.966
2016-Feb-25 03:30:00.000,03:30:00.000,10443.441,10090.673,2691.429,0.966
2016-Feb-25 03:15:00.000,03:15:00.000,10502.06,10142.597,2724.151,0.966
2016-Feb-25 03:00:00.000,03:00:00.000,10484.628,10143.565,2652.454,0.967
2016-Feb-25 02:45:00.000,02:45:00.000,10612.937,10266.608,2689.087,0.967
2016-Feb-25 02:30:00.000,02:30:00.000,10734.099,10384.469,2717.295,0.967
2016-Feb-25 02:15:00.000,02:15:00.000,10847.891,10504.225,2708.874,0.968
2016-Feb-25 02:00:00.000,02:00:00.000,10842.067,10501.136,2697.51,0.969
2016-Feb-25 01:45:00.000,01:45:00.000,11034.483,10691.783,2728.662,0.969
2016-Feb-25 01:30:00.000,01:30:00.000,11097.127,10745.371,2771.864,0.968
2016-Feb-25 01:15:00.000,01:15:00.000,11240.742,10886.678,2799.022,0.969
2016-Feb-25 01:00:00.000,01:00:00.000,11395.188,11051.49,2777.566,0.97
2016-Feb-25 00:45:00.000,00:45:00.000,11512.77,11166.907,2800.725,0.97
2016-Feb-25 00:30:00.000,00:30:00.000,11709.708,11358.667,2845.686,0.97
2016-Feb-25 00:15:00.000,00:15:00.000,11951.325,11602.173,2867.708,0.971
2016-Feb-25 00:00:00.000,00:00:00.000,12021.427,11676.829,2857.688,0.971
2016-Feb-24 23:45:00.000,23:45:00.000,12351.667,11984.879,2987.697,0.97
2016-Feb-24 23:30:00.000,23:30:00.000,12586.721,12226.643,2989.104,0.971
2016-Feb-24 23:15:00.000,23:15:00.000,12880.931,12528.188,2993.811,0.973
2016-Feb-24 23:00:00.000,23:00:00.000,13056.013,12697.291,3039.452,0.973
2016-Feb-24 22:45:00.000,22:45:00.000,13515.724,13148.231,3130.308,0.973
2016-Feb-24 22:30:00.000,22:30:00.000,13575.315,13222.232,3075.996,0.974
2016-Feb-24 22:15:00.000,22:15:00.000,13955.492,13602.457,3119.126,0.975
2016-Feb-24 22:00:00.000,22:00:00.000,14099.148,13740.905,3158.085,0.975
2016-Feb-24 21:45:00.000,21:45:00.000,14390.611,14035.109,3178.9,0.975
2016-Feb-24 21:30:00.000,21:30:00.000,14928.603,14566.379,3268.606,0.976
2016-Feb-24 21:15:00.000,21:15:00.000,15049.256,14692.811,3255.979,0.976
2016-Feb-24 21:00:00.000,21:00:00.000,15216.576,14827.958,3416.992,0.974
2016-Feb-24 20:45:00.000,20:45:00.000,15359.942,14971.648,3431.849,0.975
2016-Feb-24 20:30:00.000,20:30:00.000,15709.996,15302.071,3556.768,0.974
2016-Feb-24 20:15:00.000,20:15:00.000,15815.948,15400.864,3599.668,0.974
2016-Feb-24 20:00:00.000,20:00:00.000,16000.9,15574.181,3670.653,0.973
2016-Feb-24 19:45:00.000,19:45:00.000,15918.874,15515.644,3560.246,0.975
2016-Feb-24 19:30:00.000,19:30:00.000,15952.008,15524.931,3666.482,0.973
2016-Feb-24 19:15:00.000,19:15:00.000,15696.691,15281.275,3587.305,0.974
2016-Feb-24 19:00:00.000,19:00:00.000,15656.59,15225.076,3650.462,0.972
2016-Feb-24 18:45:00.000,18:45:00.000,15462.507,15020.141,3672.126,0.971
2016-Feb-24 18:30:00.000,18:30:00.000,14794.421,14386.566,3449.87,0.972
2016-Feb-24 18:15:00.000,18:15:00.000,13955.539,13565.154,3277.751,0.972
2016-Feb-24 18:00:00.000,18:00:00.000,13541.166,13140.569,3269.344,0.97
2016-Feb-24 17:45:00.000,17:45:00.000,13287.133,12895.966,3200.304,0.971
2016-Feb-24 17:30:00.000,17:30:00.000,13199.74,12810.612,3181.408,0.971
2016-Feb-24 17:15:00.000,17:15:00.000,13432.731,13029.983,3264.631,0.97
2016-Feb-24 17:00:00.000,17:00:00.000,13504.612,13077.231,3370.543,0.968
2016-Feb-24 16:45:00.000,16:45:00.000,13490.864,13053.163,3408.572,0.968
2016-Feb-24 16:30:00.000,16:30:00.000,13713.428,13278.163,3427.607,0.968
2016-Feb-24 16:15:00.000,16:15:00.000,14092.62,13629.089,3584.673,0.967
2016-Feb-24 16:00:00.000,16:00:00.000,14267.04,13788.219,3665.167,0.966
2016-Feb-24 15:45:00.000,15:45:00.000,14506.456,13999.791,3800.411,0.965
2016-Feb-24 15:30:00.000,15:30:00.000,14440.794,13934.022,3792.037,0.965
2016-Feb-24 15:15:00.000,15:15:00.000,14779.488,14265.412,3864.104,0.965
2016-Feb-24 15:00:00.000,15:00:00.000,14593.283,14091.029,3795.63,0.966
2016-Feb-24 14:45:00.000,14:45:00.000,14586.851,14087.13,3785.364,0.966
2016-Feb-24 14:30:00.000,14:30:00.000,14581.843,14067.681,3838.034,0.965
2016-Feb-24 14:15:00.000,14:15:00.000,14781.109,14263.625,3876.877,0.965
2016-Feb-24 14:00:00.000,14:00:00.000,14839.891,14326.042,3871.292,0.965
2016-Feb-24 13:45:00.000,13:45:00.000,14699.603,14190.541,3834.955,0.965
2016-Feb-24 13:30:00.000,13:30:00.000,14734.767,14225.042,3842.072,0.965
2016-Feb-24 13:15:00.000,13:15:00.000,14671.74,14158.273,3847.5,0.965
2016-Feb-24 13:00:00.000,13:00:00.000,14502.878,13993.106,3811.357,0.965
2016-Feb-24 12:45:00.000,12:45:00.000,14598.63,14086.539,3832.676,0.965
2016-Feb-24 12:30:00.000,12:30:00.000,14519.61,14015.731,3791.879,0.965
2016-Feb-24 12:15:00.000,12:15:00.000,14666.071,14156.943,3830.744,0.965
2016-Feb-24 12:00:00.000,12:00:00.000,14145.755,13673.275,3625.453,0.967
2016-Feb-24 11:45:00.000,11:45:00.000,13985.19,13498.164,3658.565,0.965
2016-Feb-24 11:30:00.000,11:30:00.000,14198.155,13703.656,3714.486,0.965
2016-Feb-24 11:15:00.000,11:15:00.000,14195.528,13643.77,3919.255,0.961
2016-Feb-24 11:00:00.000,11:00:00.000,13928.332,13450.964,3615.246,0.966
2016-Feb-24 10:45:00.000,10:45:00.000,13794.449,13318.21,3593.34,0.965
2016-Feb-24 10:30:00.000,10:30:00.000,13744.636,13267.836,3588.808,0.965
2016-Feb-24 10:15:00.000,10:15:00.000,13653.39,13174.63,3583.876,0.965
2016-Feb-24 10:00:00.000,10:00:00.000,13468.895,13014.758,3468.024,0.966
2016-Feb-24 09:45:00.000,09:45:00.000,13234.321,12781.478,3432.357,0.966
2016-Feb-24 09:30:00.000,09:30:00.000,13004.426,12559.688,3371.842,0.966
2016-Feb-24 09:15:00.000,09:15:00.000,12957.246,12504.755,3394.308,0.965
2016-Feb-24 09:00:00.000,09:00:00.000,12615.54,12189.614,3250.409,0.966
2016-Feb-24 08:45:00.000,08:45:00.000,12455.6,12031.707,3221.801,0.966
2016-Feb-24 08:30:00.000,08:30:00.000,12328.902,11937.973,3080.036,0.968
2016-Feb-24 08:15:00.000,08:15:00.000,11942.522,11586.914,2892.623,0.97
2016-Feb-24 08:00:00.000,08:00:00.000,11897.706,11548.077,2863.097,0.971
2016-Feb-24 07:45:00.000,07:45:00.000,11589.062,11293.854,2599.08,0.975
2016-Feb-24 07:30:00.000,07:30:00.000,11857.365,11543.474,2710.224,0.974
2016-Feb-24 07:15:00.000,07:15:00.000,11682.857,11390.935,2595.335,0.975
2016-Feb-24 07:00:00.000,07:00:00.000,11687.77,11397.405,2589.04,0.975
2016-Feb-24 06:45:00.000,06:45:00.000,11796.137,11517.737,2547.665,0.976
2016-Feb-24 06:30:00.000,06:30:00.000,11940.512,11634.706,2685.041,0.974
2016-Feb-24 06:15:00.000,06:15:00.000,11968.175,11634.026,2808.318,0.972
2016-Feb-24 06:00:00.000,06:00:00.000,12000.944,11649.117,2884.57,0.971
2016-Feb-24 05:45:00.000,05:45:00.000,11580.149,11247.546,2755.462,0.971
2016-Feb-24 05:30:00.000,05:30:00.000,11547.174,11195.513,2828.023,0.97
2016-Feb-24 05:15:00.000,05:15:00.000,11386.373,11017.961,2872.98,0.968
2016-Feb-24 05:00:00.000,05:00:00.000,11176.648,10802.78,2866.601,0.967
2016-Feb-24 04:45:00.000,04:45:00.000,10786.958,10439.577,2715.456,0.968
2016-Feb-24 04:30:00.000,04:30:00.000,10590.385,10250.997,2659.572,0.968
2016-Feb-24 04:15:00.000,04:15:00.000,10607.588,10255.301,2711.038,0.967
2016-Feb-24 04:00:00.000,04:00:00.000,10642.9,10276.785,2767.49,0.966
2016-Feb-24 03:45:00.000,03:45:00.000,10553.432,10198.059,2715.606,0.966
2016-Feb-24 03:30:00.000,03:30:00.000,10523.208,10177.956,2673.412,0.967
2016-Feb-24 03:15:00.000,03:15:00.000,10611.237,10258.823,2711.994,0.967
2016-Feb-24 03:00:00.000,03:00:00.000,10640.744,10283.745,2733.136,0.966
2016-Feb-24 02:45:00.000,02:45:00.000,10649.038,10292.072,2734.093,0.966
2016-Feb-24 02:30:00.000,02:30:00.000,10735.568,10367.899,2785.514,0.966
2016-Feb-24 02:15:00.000,02:15:00.000,10856.676,10496.041,2774.984,0.967
2016-Feb-24 02:00:00.000,02:00:00.000,10936.306,10569.771,2807.616,0.966
2016-Feb-24 01:45:00.000,01:45:00.000,11154.245,10790.362,2825.821,0.967
2016-Feb-24 01:30:00.000,01:30:00.000,11246.48,10868.547,2891.023,0.966
2016-Feb-24 01:15:00.000,01:15:00.000,11295.696,10907.166,2937.089,0.966
2016-Feb-24 01:00:00.000,01:00:00.000,11485.578,11080.312,3024.101,0.965
2016-Feb-24 00:45:00.000,00:45:00.000,11535.438,11140.199,2993.71,0.966
2016-Feb-24 00:30:00.000,00:30:00.000,11685.75,11288.114,3022.454,0.966
2016-Feb-24 00:15:00.000,00:15:00.000,11902.681,11505.698,3048.398,0.967
2016-Feb-24 00:00:00.000,00:00:00.000,12032.669,11658.252,2978.301,0.969
2016-Feb-23 23:45:00.000,23:45:00.000,12328.535,11926.247,3123.686,0.967
2016-Feb-23 23:30:00.000,23:30:00.000,12535.405,12136.983,3135.286,0.968
2016-Feb-23 23:15:00.000,23:15:00.000,12805.829,12410.087,3158.954,0.969
2016-Feb-23 23:00:00.000,23:00:00.000,12962.3,12570.875,3161.38,0.97
2016-Feb-23 22:45:00.000,22:45:00.000,13082.251,12701.737,3132.28,0.971
2016-Feb-23 22:30:00.000,22:30:00.000,13401.584,13031.604,3127.261,0.972
2016-Feb-23 22:15:00.000,22:15:00.000,13825.717,13456.938,3171.95,0.973
2016-Feb-23 22:00:00.000,22:00:00.000,14041.429,13666.583,3222.767,0.973
2016-Feb-23 21:45:00.000,21:45:00.000,14204.927,13841.999,3190.46,0.974
2016-Feb-23 21:30:00.000,21:30:00.000,14241.757,13901.644,3093.858,0.976
2016-Feb-23 21:15:00.000,21:15:00.000,15009.019,14620.389,3393.359,0.974
2016-Feb-23 21:00:00.000,21:00:00.000,15182.118,14796.97,3397.996,0.975
2016-Feb-23 20:45:00.000,20:45:00.000,15329.582,14951.73,3382.579,0.975
2016-Feb-23 20:30:00.000,20:30:00.000,15287.65,14910.857,3373.213,0.975
2016-Feb-23 20:15:00.000,20:15:00.000,15420.014,15026.493,3461.408,0.974
2016-Feb-23 20:00:00.000,20:00:00.000,15554.56,15161.509,3474.616,0.975
2016-Feb-23 19:45:00.000,19:45:00.000,15712.267,15326.878,3458.632,0.975
2016-Feb-23 19:30:00.000,19:30:00.000,15672.298,15275.859,3502.722,0.975
2016-Feb-23 19:15:00.000,19:15:00.000,15589.369,15186.348,3521.827,0.974
2016-Feb-23 19:00:00.000,19:00:00.000,15425.977,15006.55,3572.703,0.973
2016-Feb-23 18:45:00.000,18:45:00.000,15352.272,14931.001,3571.756,0.973
2016-Feb-23 18:30:00.000,18:30:00.000,14665.82,14255.899,3443.201,0.972
2016-Feb-23 18:15:00.000,18:15:00.000,13955.645,13585.574,3192.524,0.973
2016-Feb-23 18:00:00.000,18:00:00.000,13494.793,13132.863,3104.407,0.973
2016-Feb-23 17:45:00.000,17:45:00.000,13406.666,13027.391,3166.354,0.972
2016-Feb-23 17:30:00.000,17:30:00.000,13245.922,12847.869,3222.844,0.97
2016-Feb-23 17:15:00.000,17:15:00.000,13505.172,13093.563,3308.818,0.97
2016-Feb-23 17:00:00.000,17:00:00.000,13412.062,12994.754,3319.607,0.969
2016-Feb-23 16:45:00.000,16:45:00.000,13599.179,13163.5,3414.662,0.968
2016-Feb-23 16:30:00.000,16:30:00.000,13632.768,13197.873,3415.921,0.968
2016-Feb-23 16:15:00.000,16:15:00.000,14254.238,13759.778,3721.799,0.965
2016-Feb-23 16:00:00.000,16:00:00.000,14366.841,13870.479,3743.785,0.965
2016-Feb-23 15:45:00.000,15:45:00.000,14506.297,13999.881,3799.472,0.965
2016-Feb-23 15:30:00.000,15:30:00.000,14599.578,14086.23,3837.421,0.965
2016-Feb-23 15:15:00.000,15:15:00.000,14659.742,14140.097,3868.551,0.965
2016-Feb-23 15:00:00.000,15:00:00.000,14522.211,14007.412,3832.366,0.965
2016-Feb-23 14:45:00.000,14:45:00.000,14608.321,14070.067,3928.901,0.963
2016-Feb-23 14:30:00.000,14:30:00.000,14667.976,14130.089,3935.747,0.963
2016-Feb-23 14:15:00.000,14:15:00.000,14786.174,14255.321,3926.417,0.964
2016-Feb-23 14:00:00.000,14:00:00.000,14946.552,14404.631,3988.235,0.964
2016-Feb-23 13:45:00.000,13:45:00.000,14842.567,14314.883,3922.489,0.964
2016-Feb-23 13:30:00.000,13:30:00.000,14914.115,14375.272,3972.703,0.964
2016-Feb-23 13:15:00.000,13:15:00.000,14757.728,14251.874,3830.746,0.966
2016-Feb-23 13:00:00.000,13:00:00.000,14807.912,14296.391,3858.429,0.965
2016-Feb-23 12:45:00.000,12:45:00.000,14736.602,14220.863,3864.518,0.965
2016-Feb-23 12:30:00.000,12:30:00.000,14514.965,13997.861,3839.802,0.964
2016-Feb-23 12:15:00.000,12:15:00.000,14622.55,14091.5,3904.944,0.964
2016-Feb-23 12:00:00.000,12:00:00.000,14502.848,13975.921,3873.789,0.964
2016-Feb-23 11:45:00.000,11:45:00.000,14548.779,14004.411,3942.52,0.963
2016-Feb-23 11:30:00.000,11:30:00.000,14424.684,13888.68,3895.647,0.963
2016-Feb-23 11:15:00.000,11:15:00.000,14335.956,13800.967,3879.81,0.963
2016-Feb-23 11:00:00.000,11:00:00.000,14302.023,13765.718,3879.802,0.963
2016-Feb-23 10:45:00.000,10:45:00.000,14246.814,13716.846,3849.655,0.963
2016-Feb-23 10:30:00.000,10:30:00.000,13832.799,13361.167,3581.278,0.966
2016-Feb-23 10:15:00.000,10:15:00.000,13898.579,13390.735,3722.727,0.963
2016-Feb-23 10:00:00.000,10:00:00.000,13695.949,13198.191,3658.794,0.964
2016-Feb-23 09:45:00.000,09:45:00.000,13483.006,12994.079,3597.966,0.964
2016-Feb-23 09:30:00.000,09:30:00.000,13267.317,12794.262,3511.204,0.964
2016-Feb-23 09:15:00.000,09:15:00.000,13034.858,12603.304,3326.297,0.967
2016-Feb-23 09:00:00.000,09:00:00.000,12819.246,12393.768,3275.299,0.967
2016-Feb-23 08:45:00.000,08:45:00.000,12522.615,12106.915,3199.768,0.967
2016-Feb-23 08:30:00.000,08:30:00.000,12281.487,11852.436,3217.872,0.965
2016-Feb-23 08:15:00.000,08:15:00.000,11965.96,11580.541,3012.519,0.968
2016-Feb-23 08:00:00.000,08:00:00.000,11780.337,11429.402,2853.962,0.97
2016-Feb-23 07:45:00.000,07:45:00.000,11789.401,11424.814,2909.229,0.969
2016-Feb-23 07:30:00.000,07:30:00.000,11415.936,11129.537,2541.06,0.975
2016-Feb-23 07:15:00.000,07:15:00.000,11678.684,11389.258,2583.882,0.975
2016-Feb-23 07:00:00.000,07:00:00.000,11465.069,11194.464,2476.244,0.976
2016-Feb-23 06:45:00.000,06:45:00.000,11612.304,11357.752,2418.068,0.978
2016-Feb-23 06:30:00.000,06:30:00.000,11687.627,11412.902,2519.186,0.976
2016-Feb-23 06:15:00.000,06:15:00.000,11953.696,11639.718,2721.728,0.974
2016-Feb-23 06:00:00.000,06:00:00.000,11779.098,11454.221,2747.355,0.972
2016-Feb-23 05:45:00.000,05:45:00.000,11444.87,11105.163,2767.743,0.97
2016-Feb-23 05:30:00.000,05:30:00.000,11157.082,10818.536,2727.591,0.97
2016-Feb-23 05:15:00.000,05:15:00.000,11078.855,10724.337,2780.221,0.968
2016-Feb-23 05:00:00.000,05:00:00.000,10707.861,10362.196,2698.737,0.968
2016-Feb-23 04:45:00.000,04:45:00.000,10496.207,10165.441,2614.222,0.968
2016-Feb-23 04:30:00.000,04:30:00.000,10332.854,10011.979,2555.022,0.969
2016-Feb-23 04:15:00.000,04:15:00.000,10214.966,9886.417,2569.878,0.968
2016-Feb-23 04:00:00.000,04:00:00.000,10291.102,9974.493,2533.035,0.969
2016-Feb-23 03:45:00.000,03:45:00.000,10355.36,10030.53,2573.315,0.969
2016-Feb-23 03:30:00.000,03:30:00.000,10410.022,10083.226,2587.879,0.969
2016-Feb-23 03:15:00.000,03:15:00.000,10508.253,10166.829,2656.871,0.968
2016-Feb-23 03:00:00.000,03:00:00.000,10481.458,10151.126,2610.67,0.968
2016-Feb-23 02:45:00.000,02:45:00.000,10569.346,10223.89,2680.14,0.967
2016-Feb-23 02:30:00.000,02:30:00.000,10757.44,10415.578,2690.399,0.968
2016-Feb-23 02:15:00.000,02:15:00.000,10732.999,10391.684,2685.175,0.968
2016-Feb-23 02:00:00.000,02:00:00.000,10835.221,10489.581,2714.902,0.968
2016-Feb-23 01:45:00.000,01:45:00.000,10891.913,10550.521,2705.601,0.969
2016-Feb-23 01:30:00.000,01:30:00.000,10849.716,10523.847,2639.127,0.97
2016-Feb-23 01:15:00.000,01:15:00.000,11034.715,10688.643,2741.872,0.969
2016-Feb-23 01:00:00.000,01:00:00.000,11317.856,10947.029,2873.399,0.967
2016-Feb-23 00:45:00.000,00:45:00.000,11431.964,11053.909,2915.628,0.967
2016-Feb-23 00:30:00.000,00:30:00.000,11474.294,11091.309,2939.777,0.967
2016-Feb-23 00:15:00.000,00:15:00.000,11761.51,11385.656,2949.571,0.968
2016-Feb-23 00:00:00.000,00:00:00.000,11885.368,11518.455,2930.388,0.969
2016-Feb-22 23:45:00.000,23:45:00.000,11975.24,11611.349,2929.666,0.97
2016-Feb-22 23:30:00.000,23:30:00.000,12398.071,12030.895,2994.951,0.97
2016-Feb-22 23:15:00.000,23:15:00.000,12452.49,12090.581,2980.329,0.971
2016-Feb-22 23:00:00.000,23:00:00.000,12751.571,12387.728,3024.36,0.971
2016-Feb-22 22:45:00.000,22:45:00.000,12981.772,12634.635,2982.012,0.973
2016-Feb-22 22:30:00.000,22:30:00.000,13066.043,12737.855,2910.071,0.975
2016-Feb-22 22:15:00.000,22:15:00.000,13577.085,13237.707,3016.679,0.975
2016-Feb-22 22:00:00.000,22:00:00.000,13827.097,13499.901,2990.198,0.976
2016-Feb-22 21:45:00.000,21:45:00.000,14106.939,13758.944,3114.029,0.975
2016-Feb-22 21:30:00.000,21:30:00.000,14287.184,13926.88,3188.358,0.975
2016-Feb-22 21:15:00.000,21:15:00.000,14516.884,14161.772,3191.259,0.976
2016-Feb-22 21:00:00.000,21:00:00.000,14809.928,14444.048,3271.61,0.975
2016-Feb-22 20:45:00.000,20:45:00.000,15077.903,14698.97,3359.08,0.975
2016-Feb-22 20:30:00.000,20:30:00.000,15329.625,14925.569,3496.395,0.974
2016-Feb-22 20:15:00.000,20:15:00.000,15518.409,15116.2,3510.2,0.974
2016-Feb-22 20:00:00.000,20:00:00.000,15584.32,15167.246,3581.298,0.973
2016-Feb-22 19:45:00.000,19:45:00.000,15490.559,15090.467,3497.888,0.974
2016-Feb-22 19:30:00.000,19:30:00.000,15446.98,15047.739,3489.234,0.974
2016-Feb-22 19:15:00.000,19:15:00.000,15447.542,15045.467,3501.497,0.974
2016-Feb-22 19:00:00.000,19:00:00.000,15398.626,14983.208,3552.627,0.973
2016-Feb-22 18:45:00.000,18:45:00.000,15326.627,14900.729,3588,0.972
2016-Feb-22 18:30:00.000,18:30:00.000,14510.971,14072.846,3538.823,0.97
2016-Feb-22 18:15:00.000,18:15:00.000,13723.333,13343.845,3204.944,0.972
2016-Feb-22 18:00:00.000,18:00:00.000,13321.942,12952.759,3114.511,0.972
2016-Feb-22 17:45:00.000,17:45:00.000,13205.496,12829.603,3128.323,0.972
2016-Feb-22 17:30:00.000,17:30:00.000,13109.699,12710.607,3210.09,0.97
2016-Feb-22 17:15:00.000,17:15:00.000,13153.673,12757.802,3202.747,0.97
2016-Feb-22 17:00:00.000,17:00:00.000,13109.933,12723.65,3158.966,0.971
2016-Feb-22 16:45:00.000,16:45:00.000,13640.453,13192.395,3467.374,0.967
2016-Feb-22 16:30:00.000,16:30:00.000,13904.016,13443.944,3547.115,0.967
2016-Feb-22 16:15:00.000,16:15:00.000,14173.743,13679.88,3708.892,0.965
2016-Feb-22 16:00:00.000,16:00:00.000,14295.739,13820.854,3654.062,0.967
2016-Feb-22 15:45:00.000,15:45:00.000,14475.107,13973.57,3777.308,0.965
2016-Feb-22 15:30:00.000,15:30:00.000,14468.49,13966.072,3779.686,0.965
2016-Feb-22 15:15:00.000,15:15:00.000,14439.686,13942.545,3756.322,0.966
2016-Feb-22 15:00:00.000,15:00:00.000,14406.056,13909.337,3750.304,0.966
2016-Feb-22 14:45:00.000,14:45:00.000,14409.628,13903.739,3784.632,0.965
2016-Feb-22 14:30:00.000,14:30:00.000,14412.943,13916.687,3749.503,0.966
2016-Feb-22 14:15:00.000,14:15:00.000,14266.684,13777.1,3705.374,0.966
2016-Feb-22 14:00:00.000,14:00:00.000,14328.558,13845.681,3688.455,0.966
2016-Feb-22 13:45:00.000,13:45:00.000,14443.239,13966.721,3679.384,0.967
2016-Feb-22 13:30:00.000,13:30:00.000,14410.233,13937.181,3661.938,0.967
2016-Feb-22 13:15:00.000,13:15:00.000,14385.06,13912.712,3656.007,0.967
2016-Feb-22 13:00:00.000,13:00:00.000,14506.092,14015.348,3741.22,0.966
2016-Feb-22 12:45:00.000,12:45:00.000,14395.475,13905.253,3724.735,0.966
2016-Feb-22 12:30:00.000,12:30:00.000,14252.889,13763.054,3704.483,0.966
2016-Feb-22 12:15:00.000,12:15:00.000,14215.095,13718.46,3724.62,0.965
2016-Feb-22 12:00:00.000,12:00:00.000,14213.998,13722.638,3704.987,0.965
2016-Feb-22 11:45:00.000,11:45:00.000,14158.796,13661.512,3719.488,0.965
2016-Feb-22 11:30:00.000,11:30:00.000,14092.398,13581.067,3761.689,0.964
2016-Feb-22 11:15:00.000,11:15:00.000,14032.369,13524.958,3739.374,0.964
2016-Feb-22 11:00:00.000,11:00:00.000,13904.347,13407.828,3682.527,0.964
2016-Feb-22 10:45:00.000,10:45:00.000,13821.291,13326.469,3665.148,0.964
2016-Feb-22 10:30:00.000,10:30:00.000,13626.871,13144.712,3592.794,0.965
2016-Feb-22 10:15:00.000,10:15:00.000,13501.115,13009.486,3610.175,0.964
2016-Feb-22 10:00:00.000,10:00:00.000,13289.203,12837.975,3433.558,0.966
2016-Feb-22 09:45:00.000,09:45:00.000,13015.538,12565.307,3393.711,0.965
2016-Feb-22 09:30:00.000,09:30:00.000,13040.372,12560.639,3504.52,0.963
2016-Feb-22 09:15:00.000,09:15:00.000,12769.716,12341.629,3278.694,0.966
2016-Feb-22 09:00:00.000,09:00:00.000,12608.062,12194.722,3201.872,0.967
2016-Feb-22 08:45:00.000,08:45:00.000,12370.192,11980.694,3079.709,0.969
2016-Feb-22 08:30:00.000,08:30:00.000,12029.666,11635.741,3053.262,0.967
2016-Feb-22 08:15:00.000,08:15:00.000,11626.255,11281.457,2810.432,0.97
2016-Feb-22 08:00:00.000,08:00:00.000,11526.15,11179.692,2804.75,0.97
2016-Feb-22 07:45:00.000,07:45:00.000,11709.557,11380.499,2756.445,0.972
2016-Feb-22 07:30:00.000,07:30:00.000,11363.191,11074.616,2544.6,0.975
2016-Feb-22 07:15:00.000,07:15:00.000,11536.931,11261.88,2504.163,0.976
2016-Feb-22 07:00:00.000,07:00:00.000,11322.002,11057.217,2434.27,0.977
2016-Feb-22 06:45:00.000,06:45:00.000,11659.583,11397.735,2457.134,0.978
2016-Feb-22 06:30:00.000,06:30:00.000,11515.167,11257.334,2423.121,0.978
2016-Feb-22 06:15:00.000,06:15:00.000,11630.123,11342.055,2572.46,0.975
2016-Feb-22 06:00:00.000,06:00:00.000,11752.795,11423.664,2761.901,0.972
2016-Feb-22 05:45:00.000,05:45:00.000,11428.001,11090.367,2757.346,0.97
2016-Feb-22 05:30:00.000,05:30:00.000,11073.776,10745.227,2677.425,0.97
2016-Feb-22 05:15:00.000,05:15:00.000,11003.476,10651.328,2761.466,0.968
2016-Feb-22 05:00:00.000,05:00:00.000,10749.918,10408.555,2687.513,0.968
2016-Feb-22 04:45:00.000,04:45:00.000,10334.23,10017.186,2540.139,0.969
2016-Feb-22 04:30:00.000,04:30:00.000,10293.698,9981.139,2517.36,0.97
2016-Feb-22 04:15:00.000,04:15:00.000,10225.326,9903.058,2546.904,0.968
2016-Feb-22 04:00:00.000,04:00:00.000,10219.032,9901.088,2529.243,0.969
2016-Feb-22 03:45:00.000,03:45:00.000,10238.4,9925.492,2511.861,0.969
2016-Feb-22 03:30:00.000,03:30:00.000,10277.509,9941.93,2604.843,0.967
2016-Feb-22 03:15:00.000,03:15:00.000,10336.693,10005.124,2597.06,0.968
2016-Feb-22 03:00:00.000,03:00:00.000,10463.355,10131.19,2615.489,0.968
2016-Feb-22 02:45:00.000,02:45:00.000,10448.103,10118.229,2604.669,0.968
2016-Feb-22 02:30:00.000,02:30:00.000,10549.765,10215.129,2636.034,0.968
2016-Feb-22 02:15:00.000,02:15:00.000,10546.662,10221.299,2599.445,0.969
2016-Feb-22 02:00:00.000,02:00:00.000,10597.308,10279.925,2574.119,0.97
2016-Feb-22 01:45:00.000,01:45:00.000,10721.465,10409.943,2565.714,0.971
