,Q-JW1-MON,Q-JW1-TUE,Q-JW1-WED,Q-JW1-THU,Q-JW1-FRI,Q-JW1-SAT,Q-JW1-SUN,Q-JW2-MON,Q-JW2-TUE,Q-JW2-WED,Q-JW2-THU,Q-JW2-FRI,Q-JW2-SAT,Q-JW2-SUN,Q-JW3-MON,Q-JW3-TUE,Q-JW3-WED,Q-JW3-THU,Q-JW3-FRI,Q-JW3-SAT,Q-JW3-SUN,Q-JW4-MON,Q-JW4-TUE,Q-JW4-WED,Q-JW4-THU,Q-JW4-FRI,Q-JW4-SAT,Q-JW4-SUN
19:15:00,4036.017,4226.281,4138.179,3901.277,4105.838,3964.031,3924.787,4052.038,3781.897,4212.788,3900.252,4003.576,3903.229,3759.018,4132.475,4101.421,3900.421,3975.632,3935.45,3639.318,3687.881,4161.915,4172.847,4159.208,4027.519,4202.629,2904.57,2911.922
19:30:00,4100.256,4278.111,4071.434,3964.662,4187.373,3942.268,3870.564,4048.964,3809.684,4208.496,3952.95,3997.324,3827.787,3786.789,4074.099,4053.928,3920.672,3976.666,3903.99,3806.017,3757.993,4095.744,4172.406,4069.088,3977.251,4206.228,2897.443,2913.895
19:45:00,4102.592,4280.562,4131.977,3915.879,4192.992,3990.712,3916.85,4008.865,3817.707,4258.029,3984.845,4061.872,3917.984,3762.891,4064.665,4030.106,3873.983,4001.013,3858.291,3809.988,3770.39,4076.158,4171.493,4041.584,3997.958,4138.429,2846.839,2835.779
20:00:00,3955.51,4328.442,4082.862,3874.161,4187.858,3949.573,3831.296,4026.963,3795.4,4199.338,3976.394,3949.971,3771.93,3724.338,4036.969,4018.431,3818.553,3908.43,3914.425,3783.868,3765.531,4041.114,4164.324,4099.37,3946.948,3933.288,2838.143,2932.917
20:15:00,3994.761,4262.54,3908.41,3906.717,4121.058,3956.94,3882.227,3993.178,3856.831,4050.689,3912.841,4103.704,3758.703,3718.894,4028.354,4053.02,3750.658,3920.778,3895.789,3666.731,3693.985,4095.322,4145.559,3901.978,4031.667,3854.984,2798.558,2868.371
20:30:00,3991.512,4223.335,4005.02,3907.416,4133.346,3928.384,3896.932,4122.35,3793.155,4117.948,3925.902,4035.037,3754.079,3708.3,4044.62,4013.273,3628.792,3971.648,3951.935,3730.5,3655.408,4008.179,4096.031,3948.168,3996.062,3914.569,2793.961,2787.266
20:45:00,3943.083,4153.636,3980.667,3865.135,4098.049,4017.705,3864.477,4079.43,3669.864,4119.545,3948.265,3855.24,3736.391,3763.585,3970.255,4036.949,3550.931,3935.658,3945.828,3679.719,3734.248,4046.773,4076.452,3943.462,3929.42,3859.807,2764.761,2847.093
21:00:00,3872.156,4140.039,3921.718,3817.668,3983.308,3923.364,3800.159,4033.384,3628.545,4033.102,3856.453,3719.212,3737.621,3728.807,3916.319,4009.433,3490.22,3883.382,3779.406,3681.064,3684.764,3909.8,3994.98,3884.532,3950.753,3805.522,2767.153,2887.382
21:15:00,3902.048,4039.451,3862.562,3802.062,3895.793,3892.501,3643.766,3848.851,3600.126,3902.734,3832.248,3675.304,3708.014,3685.132,3451.111,3998.081,3501.29,3669.844,3807.71,3648.836,3424.495,3905.37,3769.149,3799.112,3954.821,3865.761,2625.046,2862.573
21:30:00,3860.151,3829.961,3890.138,3717.134,3928.815,3898.503,3672.733,3838.112,3564.976,3514.295,3725.303,3639.351,3480.259,3653.184,3491.909,3992.429,3470.314,3667.108,3781.172,3671.305,3348.597,3412.554,3755.392,3855.48,3865.0,3715.014,2612.771,2530.357
21:45:00,3830.421,3906.533,3563.049,3691.948,3960.176,3893.758,3664.105,3785.312,3585.815,3483.412,3672.409,3624.197,3393.948,3381.719,3485.833,3629.245,3272.464,3571.661,3771.241,3616.954,3481.76,3433.789,3585.828,3687.114,3476.221,3717.455,2632.456,2575.562
22:00:00,3783.627,3869.961,3493.202,3533.085,3886.744,3835.851,3740.041,3792.649,3565.115,3524.647,3344.56,3499.576,3498.108,3276.856,3446.734,3638.763,3352.643,3607.19,3731.25,3614.531,3419.543,3489.32,3625.648,3503.608,3362.507,3582.492,2524.69,2539.226
22:15:00,3558.926,3861.588,3474.337,3497.732,3844.625,3626.06,3666.156,3812.758,3338.139,3508.499,3298.754,3513.095,3403.572,3214.183,3388.092,3669.977,3416.424,3613.308,3434.476,3307.695,3453.195,3425.849,3332.013,3516.259,3376.334,3317.238,2585.346,2528.384
22:30:00,3517.513,3674.744,3544.996,3541.282,3735.206,3628.948,3663.368,3719.29,3229.33,3475.594,3243.087,3500.845,3374.196,3203.417,3350.271,3649.258,3346.092,3480.395,3447.998,3219.28,3383.751,3421.403,3221.911,3475.006,3441.049,3223.941,2549.882,2498.837
22:45:00,3489.344,3825.183,3476.599,3572.512,3457.296,3573.536,3570.09,3809.111,3253.153,3490.408,3260.244,3506.628,3392.892,3173.194,3249.444,3534.454,3322.451,3496.527,3338.979,3252.422,3297.973,3256.808,3306.734,3476.617,3404.404,3427.721,2587.741,2512.112
23:00:00,3499.668,3817.736,3415.349,3495.58,3362.747,3539.597,3612.758,3327.236,3110.631,3475.786,3175.019,3451.753,3326.72,3181.263,3238.247,3468.049,3291.954,3551.369,3388.201,3203.432,3256.794,3336.171,3260.934,3444.078,3329.37,3384.419,2591.726,2582.421
23:15:00,3442.483,3722.566,3382.953,3566.577,3264.322,3582.451,3577.013,3393.022,3190.696,3399.085,3271.68,3420.256,3367.259,3180.766,3269.766,3447.099,3342.896,3510.516,3441.062,3327.566,3353.425,3300.104,3276.975,3505.356,3291.524,3310.717,2645.965,2510.072
23:30:00,3461.897,3739.461,3391.1,3538.117,3338.326,3527.523,3568.663,3370.978,3154.919,3332.86,3255.776,3411.551,3340.77,3216.161,3204.774,3398.145,3272.691,3587.83,3569.689,3229.544,3332.74,3215.467,3239.502,3193.03,3261.906,3266.135,2526.05,2525.489
23:45:00,3426.988,3704.047,3423.017,3495.171,3383.903,3533.065,3498.068,3344.548,3155.706,3246.037,3215.843,3364.521,3215.432,3113.196,3203.155,3466.763,3202.623,3526.907,3470.942,3189.502,3258.069,3177.384,3156.632,3215.239,3206.223,3270.156,2562.558,2428.278
