,Q-JW1-MON,Q-JW1-TUE,Q-JW1-WED,Q-JW1-THU,Q-JW1-FRI,Q-JW1-SAT,Q-JW1-SUN,Q-JW2-MON,Q-JW2-TUE,Q-JW2-WED,Q-JW2-THU,Q-JW2-FRI,Q-JW2-SAT,Q-JW2-SUN,Q-JW3-MON,Q-JW3-TUE,Q-JW3-WED,Q-JW3-THU,Q-JW3-FRI,Q-JW3-SAT,Q-JW3-SUN,Q-JW4-MON,Q-JW4-TUE,Q-JW4-WED,Q-JW4-THU,Q-JW4-FRI,Q-JW4-SAT,Q-JW4-SUN,Q-FW1-MON,Q-FW1-TUE,Q-FW1-WED,Q-FW1-THU,Q-FW1-FRI,Q-FW1-SAT,Q-FW1-SUN,Q-FW2-MON,Q-FW2-TUE,Q-FW2-WED,Q-FW2-THU,Q-FW2-FRI,Q-FW2-SAT,Q-FW2-SUN,Q-FW3-MON,Q-FW3-TUE,Q-FW3-WED,Q-FW3-THU,Q-FW3-FRI,Q-FW3-SAT,Q-FW3-SUN
11:45:00,4199.962,4201.295,3776.919,3822.812,4443.379,4083.825,3663.352,4270.703,4157.036,4168.414,4175.363,4066.921,3913.593,4848.897,4052.519,4374.541,3996.786,3896.971,4158.673,3735.13,3353.62,4117.966,3977.294,3941.103,4189.281,3979.015,2785.55,2854.733,3302.285,3104.585,2956.737,3346.621,3197.157,2885.185,2942.848,2702.567,2744.226,3343.083,3600.658,3896.052,3256.637,3119.26,3682.283,3705.32,4104.331,3688.637,3692.834,3397.284,3077.513
12:00:00,4229.196,4197.414,3678.719,3837.199,4445.2,4097.153,3583.564,4242.985,4108.749,4192.332,4245.139,4071.15,3915.758,4811.296,4061.875,4227.662,4017.105,3901.196,4182.04,3611.353,3252.541,4187.392,3987.049,3910.447,4268.901,4069.214,2795.596,2774.418,3291.026,3164.553,3013.919,3270.191,2997.056,2947.706,2943.662,2686.196,2830.416,3447.654,3700.542,3781.484,3252.6,3027.513,3778.608,3686.036,4179.087,3748.473,3612.246,3431.095,3061.428
12:15:00,4359.63,4162.016,3847.851,3798.868,4365.779,4074.471,3621.637,4047.329,4023.938,4231.892,4195.048,3975.928,3910.011,4750.83,4085.098,4229.22,4128.875,3935.143,3976.147,3750.614,3381.338,4160.34,4119.864,4180.919,4170.017,4032.615,2802.119,2857.29,3286.891,3212.812,3233.991,3270.86,2924.027,2938.294,2959.6,2784.545,2760.389,3622.39,3657.727,3721.496,3258.452,2992.538,3766.489,3640.396,4170.344,3646.825,3515.713,3416.951,3140.08
12:30:00,4392.347,4157.619,3853.589,3833.448,4367.116,4061.903,3693.01,4077.811,4090.345,4194.64,4264.281,4057.284,3950.835,4771.232,4141.119,4322.592,4095.059,4009.92,3969.719,3640.436,3336.453,4111.693,4054.124,4238.365,4168.772,3991.072,2791.49,2808.869,3282.954,3142.776,3130.751,3261.186,2845.853,2935.816,2906.479,2694.872,2723.042,3702.881,3628.274,3754.854,3251.805,2992.01,3889.855,3643.715,4186.945,3652.799,3511.809,3427.28,3082.82
12:45:00,4193.383,4151.786,3920.616,3920.649,4374.186,4051.55,3610.707,4342.583,4067.898,4310.32,4207.742,4031.289,3911.105,4980.969,4252.543,4386.352,4177.545,3956.011,3989.091,3680.603,3359.257,4106.433,4113.749,4215.477,4166.32,3941.622,2762.534,2709.655,3375.613,3097.167,3214.836,3281.319,2871.484,2953.505,2879.993,2776.381,2761.951,4102.557,3600.992,3775.547,3250.592,3030.67,3859.965,3712.162,4202.122,3676.031,3594.076,3487.962,3084.584
13:00:00,4292.47,4056.072,3962.079,3972.298,4405.437,4081.224,3630.96,4292.33,4100.858,4250.036,4186.621,4039.361,3899.757,4940.333,4302.194,4338.692,4197.637,3988.135,4031.615,3721.381,3366.908,4132.642,3985.981,4269.365,4250.729,4105.874,2814.698,2783.071,3317.722,3297.445,3244.131,3227.017,2816.161,2926.382,2851.383,2735.929,2655.301,4137.306,3734.023,3769.051,3272.54,2966.047,3984.122,3736.76,4227.799,3758.447,3548.437,3492.792,2963.983
13:15:00,4236.129,4119.326,3977.547,3974.206,4466.94,4074.43,3727.121,4259.306,4024.816,4257.323,4194.828,4083.685,3870.029,3975.117,4385.804,4390.061,4141.515,4099.826,4029.789,3767.506,3412.775,4145.119,4158.927,4307.528,4244.071,4115.529,2811.055,2733.193,3289.071,3263.067,3255.297,3192.285,2687.312,2827.074,2903.862,2805.65,2759.958,4066.052,3657.828,3822.434,3194.332,2957.647,3883.406,3672.084,4245.175,3779.784,3644.482,3502.953,2950.756
13:30:00,4302.452,4330.37,4038.362,3924.467,4502.467,4096.065,3647.234,4311.42,4155.266,4338.764,4153.556,4092.579,3950.06,3947.59,4472.116,4446.982,4175.911,4169.931,4032.497,3752.831,3387.81,4174.288,4162.825,4310.398,4211.661,4146.617,2857.609,2713.006,3266.87,3223.627,3183.165,3267.353,2813.997,2855.026,2844.015,2756.84,2730.514,4076.902,3773.342,3747.1,3180.959,2880.604,3865.045,3605.756,4197.803,3720.896,3667.003,3374.681,2948.695
13:45:00,4302.441,4362.377,4016.622,3957.207,4496.075,4134.521,3646.042,4302.339,4154.12,4359.218,4201.328,4049.319,3974.624,3237.347,4480.262,4395.063,4115.523,4189.739,4183.234,3790.415,3370.717,4086.605,4140.328,4353.095,4343.848,4182.234,2841.23,2805.68,3281.211,3239.225,3202.012,3345.028,2766.28,2865.738,2777.816,2742.512,2803.927,4093.948,3781.819,3670.712,3202.248,2944.887,3792.782,3613.195,4242.237,3743.172,3708.636,3354.355,2923.181
14:00:00,4312.958,4349.135,3947.77,3904.016,4402.812,3968.675,3592.166,4254.878,4082.368,4326.198,4136.538,3989.95,3881.185,3347.158,4366.414,4411.342,4123.913,4161.758,4129.513,3725.23,3332.99,4089.677,4061.836,4345.004,4302.143,4198.945,2817.14,2825.23,3347.061,3298.462,3259.825,3275.399,2878.803,2870.392,2832.335,2748.22,2825.583,4175.193,3775.908,3858.08,3130.886,2950.751,3839.212,3624.119,4222.05,3731.565,3638.616,3356.133,2948.006
14:15:00,4232.753,4340.455,3906.011,3911.95,4383.858,4012.64,3621.896,4372.455,4075.071,4323.741,4049.056,4006.01,3822.642,3368.133,4363.348,4385.359,4101.278,4198.372,4206.284,3658.269,3380.561,4081.506,4121.749,4367.617,4309.747,4149.646,2872.108,2762.444,3323.248,3256.395,3251.667,3302.46,2753.935,3000.822,2872.553,2767.023,2893.421,4103.812,3783.141,3811.952,3129.617,2976.868,3810.026,3638.459,4264.604,3758.602,3598.364,3314.753,2957.927
14:30:00,4158.073,4335.123,3880.668,3910.747,4400.034,4049.175,3637.052,4266.581,4133.735,4293.53,3976.504,4025.866,3870.546,3348.44,4400.588,4438.971,4157.859,4203.819,4244.684,3685.676,3336.222,4137.023,4140.603,4362.337,4314.472,4153.409,2907.035,2726.431,3263.203,3197.774,3257.785,3228.003,2786.058,2952.393,2835.117,2757.486,2864.223,3790.596,3866.389,3786.978,3157.773,2986.406,3851.745,3719.428,4262.658,3676.912,3640.361,3316.808,2927.633
14:45:00,4196.311,4367.266,3801.545,3934.522,4315.238,4019.513,3616.834,4245.011,4095.078,4340.375,3975.173,4025.61,3905.186,3377.341,4418.693,4417.264,4041.303,4110.058,4215.16,3629.655,3326.008,4080.255,4056.195,4290.565,4263.971,4152.932,2876.374,2826.831,3193.511,3270.559,3215.615,3341.275,2706.262,2900.209,2767.826,2679.671,2814.599,3776.989,3713.438,3739.325,3120.473,2996.06,3690.807,3661.791,4199.303,3681.876,3674.857,3321.412,2868.696
15:00:00,4163.304,4372.903,3845.158,3907.74,4368.861,3981.953,3618.387,4268.27,4107.414,4387.862,4079.134,4043.526,3931.193,3275.552,4417.054,4400.386,4040.332,4193.79,4223.838,3711.902,3346.497,4036.626,4069.083,4250.312,4190.927,4200.981,2838.279,2761.33,3291.402,3251.664,3195.648,3365.212,2673.142,2946.827,2770.363,2743.19,2815.744,3945.265,3794.855,3728.972,3122.594,2912.254,3681.985,3640.766,4191.517,3752.614,3604.815,3349.326,2961.624
15:15:00,4234.144,4358.793,3867.699,3981.141,4381.113,3949.068,3609.437,4157.218,4000.861,4420.93,4162.531,4011.453,3922.011,3357.684,4483.519,4341.188,3981.208,4179.131,4156.412,3657.332,3465.84,4096.057,4039.24,4347.326,4320.384,4231.104,2826.931,2779.2,3229.015,3212.635,3259.613,3276.528,2768.517,2925.741,2823.507,2709.02,2864.29,3948.556,3807.434,3673.865,3101.166,2915.199,3689.154,3659.094,4272.562,3729.229,3713.13,3330.294,2945.125
15:30:00,4079.33,4298.98,3857.696,3916.211,4336.333,3950.531,3571.117,4129.043,4138.602,4313.505,4042.528,3967.595,3924.222,3334.108,4401.199,4235.523,3996.632,4127.075,4114.353,3600.321,3543.151,4048.361,4144.147,4235.816,4313.303,4247.762,2844.39,2778.708,3195.995,3249.324,3172.296,3296.558,2714.696,2964.366,2830.37,2739.736,2808.548,4000.369,3687.259,3627.669,3147.021,2904.996,3761.541,3605.557,4243.426,3661.864,3663.968,3262.815,2908.184
15:45:00,4118.871,4243.015,3986.476,3906.621,4389.871,3950.774,3586.974,4104.596,4133.828,4377.576,4069.898,4026.017,3833.216,3274.564,4405.049,4301.62,4043.964,4172.015,4069.695,3676.299,3571.961,4055.985,4071.654,4329.42,4367.174,4093.39,2836.534,2739.961,3200.428,3243.849,3217.644,3305.923,2650.792,2921.049,2803.794,2672.096,2793.497,3959.444,3748.998,3528.511,3136.097,2866.386,3768.487,3662.414,4295.112,3658.583,3609.882,3358.862,2960.617
16:00:00,4150.697,4242.027,3929.117,3780.88,4442.861,3988.208,3517.176,4204.197,4105.856,4374.935,4010.894,3928.782,3736.708,3379.018,4460.933,4339.695,3866.485,4174.625,4096.706,3593.216,3552.581,4102.161,4135.75,4234.307,4323.608,4074.63,2906.73,2814.115,3408.524,3308.806,3235.323,3203.308,2731.858,2762.184,2750.8,2691.016,2780.726,3921.824,3674.762,3525.234,3088.948,2901.1,3605.05,3615.768,3961.776,3675.823,3533.245,3222.561,2934.938
16:15:00,4207.389,4120.672,3899.181,3821.191,4365.534,4055.295,3507.176,4156.551,4124.025,4343.135,4002.045,3883.604,3724.993,3312.638,4100.53,4326.635,3918.391,4098.253,4047.746,3605.255,3530.327,4036.143,4037.102,4221.083,3981.249,4050.008,2893.311,2780.597,3371.852,3217.192,3180.26,3239.62,2461.033,2752.65,2821.455,2528.288,2739.877,3857.076,3551.104,3483.735,3094.95,2967.944,3514.214,3424.359,4027.128,3632.913,3564.828,3118.292,2937.111
16:30:00,4115.283,4056.287,3853.814,3675.575,4356.366,4102.356,3547.824,3825.243,4024.812,3907.322,3905.539,3817.24,3720.684,3332.787,4023.934,4193.383,3880.326,4024.372,3952.577,3403.768,3385.224,4044.874,4051.053,4178.629,3883.347,4057.336,2819.125,2753.109,2973.643,3187.525,3096.031,3177.804,2404.392,2809.462,2779.003,2549.732,2650.913,3810.299,3409.406,3196.552,3049.429,2895.976,3343.163,3439.631,3918.198,3408.404,3181.349,3122.717,2859.673
16:45:00,3764.362,4040.761,3728.681,3692.652,3984.843,4073.961,3558.891,3885.705,3951.023,3854.598,3549.341,3885.586,3649.033,3281.619,3928.473,3823.924,3952.81,3949.632,3893.251,3321.085,3393.194,3958.999,4001.606,3875.521,3875.284,3959.66,2795.98,2750.497,2895.823,3105.724,3049.383,3157.045,2452.574,2818.818,2741.977,2558.565,2707.825,3499.023,3475.34,3114.4,3033.58,2872.328,3284.47,3232.05,3750.558,3425.435,3139.827,3135.554,2863.091
17:00:00,3721.191,4045.416,3735.401,3558.604,3933.687,3994.346,3432.143,3643.593,3553.28,3806.911,3620.278,3700.566,3677.277,3263.695,3791.281,3742.369,3777.885,3849.343,3930.912,3300.599,3435.219,3912.535,3865.331,3691.121,3756.469,3911.064,2819.752,2707.835,2934.132,3143.311,3011.067,3187.92,2484.627,2863.074,2719.661,2569.155,2698.412,3401.996,3264.045,3178.696,2924.657,2839.424,3254.716,3134.035,3756.464,3254.97,3101.507,3209.979,2901.473
17:15:00,3637.158,3965.293,3688.963,3563.775,3868.507,3868.981,3419.256,3685.43,3495.587,3686.422,3578.924,3694.461,3688.821,3272.076,3619.595,3850.786,3636.264,3873.907,3900.477,3372.443,3363.386,3922.272,3884.682,3660.604,3639.634,3961.664,2836.948,2756.547,2983.726,3121.686,2949.762,3123.799,2400.993,2764.178,2711.075,2572.238,2728.75,3110.281,3195.301,2886.024,2995.529,2886.145,3270.847,3105.551,3674.114,3260.787,3104.39,3138.66,2867.734
17:30:00,3664.665,3858.91,3729.757,3531.622,3891.177,3869.07,3434.396,3603.743,3477.813,3671.465,3583.698,3699.364,3722.047,3367.643,3582.963,3804.92,3697.456,3873.303,3814.04,3282.791,3346.756,3768.092,3867.21,3634.829,3624.354,3933.327,2855.338,2337.86,2948.505,3041.919,2774.532,3050.777,2376.623,2809.883,2746.387,2557.691,2710.206,3189.4,3160.047,2967.737,2868.624,2778.963,3011.489,3031.659,3542.919,3284.649,3101.835,3063.692,2853.655
17:45:00,3613.843,3801.605,3691.349,3573.496,3849.213,3693.865,3395.984,3597.085,3406.695,3662.17,3574.472,3635.477,3619.222,3339.158,3544.61,3750.049,3586.932,3507.08,3538.803,3297.052,3229.559,3751.106,3772.304,3521.447,3547.149,3812.856,2705.581,2337.359,2806.087,3024.154,2800.876,2974.37,2599.157,2715.418,2675.648,2544.0,2603.427,2972.431,3069.438,2890.298,2889.815,2741.797,2938.617,2942.4,3393.169,3155.122,3029.668,3054.45,2767.665
18:00:00,3746.187,4058.437,3802.189,3643.411,3913.844,3704.019,3460.546,3711.458,3474.268,3810.739,3636.542,3587.364,3724.923,3383.367,3555.735,3766.492,3661.804,3620.804,3632.039,3439.68,3305.691,3890.977,3816.878,3656.169,3590.527,3872.954,2735.386,2443.5,2885.632,3106.33,2810.595,2952.616,2588.746,2675.068,2642.744,2543.123,2645.664,3038.846,3080.669,2846.351,2876.582,2707.567,2918.107,2924.991,3375.757,3161.698,3047.892,3029.284,2869.997
18:15:00,4054.575,4247.955,4089.598,3899.877,4043.644,3956.005,3862.283,4052.112,3771.993,4086.323,3768.843,4011.696,3936.986,3447.73,3801.65,4082.176,3901.765,3898.786,3933.793,3495.89,3384.583,3957.913,3854.038,3755.462,3824.926,3996.247,2820.048,2592.378,2812.507,2825.879,2881.402,3123.58,2679.179,2832.413,2644.563,2619.715,2710.595,3134.64,3192.527,2953.344,3003.817,2772.135,2968.725,2966.678,3430.393,3146.896,3125.361,3054.615,2889.593
18:30:00,4118.344,4433.923,4141.332,4013.227,4260.104,4034.263,3888.456,4056.558,3930.053,4235.764,4032.821,4099.171,4119.77,3951.56,4069.959,4197.212,4051.609,4117.411,4063.301,3921.838,3788.657,4261.187,4398.867,4277.197,4160.456,4319.37,3085.464,2973.395,3034.64,3291.598,3217.881,3283.02,2999.293,2938.988,2922.681,2890.936,2945.138,3261.965,3344.002,3194.026,3023.766,3150.047,3343.439,3380.823,3725.784,3439.623,3186.587,3252.867,3147.32
18:45:00,4055.543,4529.884,4142.533,4020.634,4194.525,3974.612,3970.997,4079.621,3902.978,4317.106,3912.786,4148.556,4039.69,3914.952,4254.474,4222.971,3971.641,4144.644,3956.122,3709.511,3744.747,4140.986,4386.414,4151.122,4047.026,4262.384,3093.726,3053.708,3054.767,3222.798,3240.099,3277.203,3016.024,3168.931,3030.838,2954.099,2923.397,3397.85,3543.621,3385.2,3208.82,3089.041,3363.016,3270.238,3741.723,3593.531,3405.161,3482.884,3323.164
19:00:00,4088.521,4360.853,4109.348,3996.113,4181.468,3933.775,3958.046,3991.075,3920.208,4281.495,3910.823,4097.544,3936.551,3886.608,4105.634,4149.759,3974.421,4069.683,3823.447,3709.856,3771.419,4170.462,4233.584,4221.307,4126.536,4303.699,2887.964,3033.951,2990.514,3307.925,3330.362,3316.055,2876.267,3149.638,3051.437,2923.698,2908.925,3343.64,3510.047,3337.506,3180.559,3134.652,3319.12,3448.29,3754.106,3619.691,3401.955,3426.388,3269.142
19:15:00,4036.017,4226.281,4138.179,3901.277,4105.838,3964.031,3924.787,4052.038,3781.897,4212.788,3900.252,4003.576,3903.229,3759.018,4132.475,4101.421,3900.421,3975.632,3935.45,3639.318,3687.881,4161.915,4172.847,4159.208,4027.519,4202.629,2904.57,2911.922,3038.938,3214.996,3256.471,3275.082,2883.795,3190.017,3034.638,2888.071,2912.32,3356.346,3496.582,3288.906,3098.715,3147.859,3380.048,3397.006,3675.053,3460.969,3403.994,3341.173,3248.306
19:30:00,4100.256,4278.111,4071.434,3964.662,4187.373,3942.268,3870.564,4048.964,3809.684,4208.496,3952.95,3997.324,3827.787,3786.789,4074.099,4053.928,3920.672,3976.666,3903.99,3806.017,3757.993,4095.744,4172.406,4069.088,3977.251,4206.228,2897.443,2913.895,2959.33,3198.732,3126.473,3254.037,2853.282,3138.856,3030.626,2849.706,2913.603,3359.146,3401.983,3276.013,3102.777,3075.374,3335.997,3360.754,3573.235,3494.205,3360.258,3372.309,3147.989
19:45:00,4102.592,4280.562,4131.977,3915.879,4192.992,3990.712,3916.85,4008.865,3817.707,4258.029,3984.845,4061.872,3917.984,3762.891,4064.665,4030.106,3873.983,4001.013,3858.291,3809.988,3770.39,4076.158,4171.493,4041.584,3997.958,4138.429,2846.839,2835.779,2913.708,3222.045,3178.166,3163.423,2869.524,3198.775,2943.173,2811.639,2878.639,3332.15,3375.314,3228.303,3107.359,3040.521,3346.791,3282.178,3511.562,3484.174,3323.141,3250.406,3106.834
20:00:00,3955.51,4328.442,4082.862,3874.161,4187.858,3949.573,3831.296,4026.963,3795.4,4199.338,3976.394,3949.971,3771.93,3724.338,4036.969,4018.431,3818.553,3908.43,3914.425,3783.868,3765.531,4041.114,4164.324,4099.37,3946.948,3933.288,2838.143,2932.917,2927.077,3234.967,3131.831,3234.324,2839.893,3161.353,2933.131,2897.343,2838.774,3319.909,3395.755,3110.781,3112.327,3014.444,3323.836,3412.78,3525.586,3511.714,3376.208,3229.344,3107.913
20:15:00,3994.761,4262.54,3908.41,3906.717,4121.058,3956.94,3882.227,3993.178,3856.831,4050.689,3912.841,4103.704,3758.703,3718.894,4028.354,4053.02,3750.658,3920.778,3895.789,3666.731,3693.985,4095.322,4145.559,3901.978,4031.667,3854.984,2798.558,2868.371,2896.828,3227.005,3200.997,3138.913,2850.895,3229.904,3015.099,2883.574,2893.702,3316.783,3337.735,3166.337,3116.736,3044.585,3319.714,3400.877,3595.049,3388.115,3400.431,3142.149,3152.842
20:30:00,3991.512,4223.335,4005.02,3907.416,4133.346,3928.384,3896.932,4122.35,3793.155,4117.948,3925.902,4035.037,3754.079,3708.3,4044.62,4013.273,3628.792,3971.648,3951.935,3730.5,3655.408,4008.179,4096.031,3948.168,3996.062,3914.569,2793.961,2787.266,2929.584,3176.512,2878.236,3149.842,2905.481,3131.207,2511.723,2854.384,2841.695,3277.592,3284.628,3177.759,3100.578,3086.878,3269.67,3365.694,3630.235,3230.26,3365.724,3145.357,3166.535
20:45:00,3943.083,4153.636,3980.667,3865.135,4098.049,4017.705,3864.477,4079.43,3669.864,4119.545,3948.265,3855.24,3736.391,3763.585,3970.255,4036.949,3550.931,3935.658,3945.828,3679.719,3734.248,4046.773,4076.452,3943.462,3929.42,3859.807,2764.761,2847.093,2902.949,2776.751,2852.567,3081.641,2842.926,2676.088,2898.326,2915.379,2859.328,3265.467,3302.296,3203.185,3148.936,3114.408,3272.235,3212.429,3631.22,3241.188,3134.372,3198.439,3070.269
21:00:00,3872.156,4140.039,3921.718,3817.668,3983.308,3923.364,3800.159,4033.384,3628.545,4033.102,3856.453,3719.212,3737.621,3728.807,3916.319,4009.433,3490.22,3883.382,3779.406,3681.064,3684.764,3909.8,3994.98,3884.532,3950.753,3805.522,2767.153,2887.382,2879.488,2829.833,2771.5,2882.539,2799.09,2640.185,2818.489,2843.156,2883.787,3201.712,3304.305,3035.502,3048.968,3043.616,3161.784,3226.17,3509.598,3201.375,3175.673,3143.058,3106.918
21:15:00,3902.048,4039.451,3862.562,3802.062,3895.793,3892.501,3643.766,3848.851,3600.126,3902.734,3832.248,3675.304,3708.014,3685.132,3451.111,3998.081,3501.29,3669.844,3807.71,3648.836,3424.495,3905.37,3769.149,3799.112,3954.821,3865.761,2625.046,2862.573,2903.467,2797.211,2765.785,2976.117,2781.023,2671.423,2858.428,2912.715,2859.6,3175.076,3180.474,3035.248,3072.718,3123.604,3103.431,3223.782,3503.873,3205.57,3196.463,3177.894,3109.715
21:30:00,3860.151,3829.961,3890.138,3717.134,3928.815,3898.503,3672.733,3838.112,3564.976,3514.295,3725.303,3639.351,3480.259,3653.184,3491.909,3992.429,3470.314,3667.108,3781.172,3671.305,3348.597,3412.554,3755.392,3855.48,3865.0,3715.014,2612.771,2530.357,2791.567,2809.181,2712.92,2938.877,2752.981,2707.782,2890.766,2852.13,2898.616,3053.021,3178.992,3055.67,3008.333,3080.766,3089.312,3083.375,3510.843,3265.328,3104.244,3119.013,3046.932
21:45:00,3830.421,3906.533,3563.049,3691.948,3960.176,3893.758,3664.105,3785.312,3585.815,3483.412,3672.409,3624.197,3393.948,3381.719,3485.833,3629.245,3272.464,3571.661,3771.241,3616.954,3481.76,3433.789,3585.828,3687.114,3476.221,3717.455,2632.456,2575.562,2747.835,2865.257,2783.261,2938.922,2731.741,2705.694,2948.428,2837.781,2907.052,3003.393,3181.33,3083.746,3050.24,3102.274,3028.85,3125.054,3502.99,3164.021,3115.085,3021.985,3018.782
22:00:00,3783.627,3869.961,3493.202,3533.085,3886.744,3835.851,3740.041,3792.649,3565.115,3524.647,3344.56,3499.576,3498.108,3276.856,3446.734,3638.763,3352.643,3607.19,3731.25,3614.531,3419.543,3489.32,3625.648,3503.608,3362.507,3582.492,2524.69,2539.226,2701.572,2750.087,2698.916,2954.746,2685.288,2672.942,2882.825,2838.16,2864.879,2943.199,3199.496,2883.14,2798.465,3050.982,3030.487,3103.191,3390.636,3136.006,3108.964,3082.536,3026.923
22:15:00,3558.926,3861.588,3474.337,3497.732,3844.625,3626.06,3666.156,3812.758,3338.139,3508.499,3298.754,3513.095,3403.572,3214.183,3388.092,3669.977,3416.424,3613.308,3434.476,3307.695,3453.195,3425.849,3332.013,3516.259,3376.334,3317.238,2585.346,2528.384,2606.867,2737.722,2621.608,3007.482,2681.893,2682.987,2836.499,2814.609,2899.023,2888.255,3147.366,2930.596,2989.482,3220.4,3028.326,3147.707,3275.357,3101.264,3051.662,3057.827,3042.882
22:30:00,3517.513,3674.744,3544.996,3541.282,3735.206,3628.948,3663.368,3719.29,3229.33,3475.594,3243.087,3500.845,3374.196,3203.417,3350.271,3649.258,3346.092,3480.395,3447.998,3219.28,3383.751,3421.403,3221.911,3475.006,3441.049,3223.941,2549.882,2498.837,2601.235,2710.468,2596.51,2835.366,2632.693,2736.049,2827.526,2817.761,2831.231,2850.037,3112.152,2846.607,2882.533,3145.924,3029.067,3056.333,3263.867,2912.438,3111.873,2851.112,2931.99
22:45:00,3489.344,3825.183,3476.599,3572.512,3457.296,3573.536,3570.09,3809.111,3253.153,3490.408,3260.244,3506.628,3392.892,3173.194,3249.444,3534.454,3322.451,3496.527,3338.979,3252.422,3297.973,3256.808,3306.734,3476.617,3404.404,3427.721,2587.741,2512.112,2656.452,2733.742,2641.613,2888.369,2634.92,2640.662,2771.522,2773.232,2881.47,2940.719,3079.406,2815.561,2863.36,3067.021,2891.462,2975.547,3173.398,2891.146,2999.913,2769.052,2959.299
23:00:00,3499.668,3817.736,3415.349,3495.58,3362.747,3539.597,3612.758,3327.236,3110.631,3475.786,3175.019,3451.753,3326.72,3181.263,3238.247,3468.049,3291.954,3551.369,3388.201,3203.432,3256.794,3336.171,3260.934,3444.078,3329.37,3384.419,2591.726,2582.421,2648.232,2674.769,2651.329,2888.398,2613.932,2712.699,2802.276,2866.643,3011.815,2682.359,3022.287,2864.353,2899.317,3002.263,2914.327,2927.3,3281.533,2893.921,2896.668,2840.544,2957.341
23:15:00,3442.483,3722.566,3382.953,3566.577,3264.322,3582.451,3577.013,3393.022,3190.696,3399.085,3271.68,3420.256,3367.259,3180.766,3269.766,3447.099,3342.896,3510.516,3441.062,3327.566,3353.425,3300.104,3276.975,3505.356,3291.524,3310.717,2645.965,2510.072,2643.717,2711.518,2621.135,2946.312,2609.106,2618.545,2735.021,2837.796,2906.843,2649.486,2914.416,2834.504,2879.071,2907.522,2881.347,3008.308,3227.463,2880.243,2845.819,2842.754,2813.208
23:30:00,3461.897,3739.461,3391.1,3538.117,3338.326,3527.523,3568.663,3370.978,3154.919,3332.86,3255.776,3411.551,3340.77,3216.161,3204.774,3398.145,3272.691,3587.83,3569.689,3229.544,3332.74,3215.467,3239.502,3193.03,3261.906,3266.135,2526.05,2525.489,2622.045,2668.622,2607.726,2784.375,2660.106,2690.036,2755.129,2812.374,2918.021,2688.776,3028.679,2844.357,2851.47,2950.379,2903.83,2879.043,3157.279,2785.664,2872.526,2863.714,2800.84
23:45:00,3426.988,3704.047,3423.017,3495.171,3383.903,3533.065,3498.068,3344.548,3155.706,3246.037,3215.843,3364.521,3215.432,3113.196,3203.155,3466.763,3202.623,3526.907,3470.942,3189.502,3258.069,3177.384,3156.632,3215.239,3206.223,3270.156,2562.558,2428.278,2520.23,2571.534,2579.091,2797.293,2606.565,2707.114,2823.338,2812.002,2931.993,2619.774,2919.906,2809.196,2717.528,2928.346,2872.658,2904.422,3540.754,2797.661,2840.846,2762.563,2729.156
