durations
20
20
70
20
20
20
100
110
40
20
20
70
20
110
150
20
110
20
20
20
70
40
40
40
20
150
100
60
20
90
20
140
40
50
40
50
120
50
20
30
140
20
20
50
70
20
60
130
20
60
20
30
20
40
20
20
20
40
80
40
30
20
90
20
50
70
50
20
20
20
40
40
30
130
40
40
50
120
140
20
110
40
90
20
150
20
150
130
40
120
40
80
80
30
70
20
90
110
50
150
40
40
80
70
70
70
60
40
150
20
70
60
30
40
50
30
110
40
60
90
100
80
90
20
50
40
70
100
50
80
70
40
30
70
70
150
20
20
40
20
20
150
80
150
70
150
30
130
20
20
120
30
50
150
30
130
20
80
60
50
30
80
20
110
20
20
80
30
50
20
130
30
60
20
30
40
40
150
20
20
40
20
50
30
90
150
40
30
150
30
40
70
20
30
30
30
20
150
20
20
130
140
20
100
20
20
20
80
70
100
60
150
40
30
70
60
90
150
60
50
60
40
30
20
20
140
20
20
40
150
50
60
40
30
150
20
20
30
90
130
20
20
150
50
150
20
30
20
20
140
40
20
20
30
80
150
20
50
20
50
20
20
130
130
150
50
40
20
50
140
20
60
40
90
20
50
20
40
110
50
20
20
50
20
40
100
30
30
50
70
30
20
30
40
20
120
40
110
20
50
80
30
80
20
80
30
60
40
20
30
90
20
120
20
60
50
30
20
20
50
120
40
90
40
30
60
70
30
20
30
60
40
150
60
90
20
20
60
50
20
80
50
40
50
50
40
130
70
20
20
150
130
30
150
90
70
80
30
30
150
20
150
150
20
40
90
20
150
50
20
30
30
50
40
100
100
50
20
50
120
70
110
40
20
20
30
40
20
90
150
80
150
20
90
50
20
90
20
20
20
20
150
20
70
150
40
80
90
40
70
20
30
20
30
110
20
100
150
20
90
150
110
20
60
90
140
60
40
120
30
40
30
20
20
70
30
40
150
40
90
20
40
40
20
20
30
20
20
40
50
20
20
40
150
40
140
90
30
30
50
30
150
20
60
20
30
40
30
120
30
60
20
30
20
140
40
40
60
150
40
20
20
110
40
70
90
20
20
120
50
110
40
20
60
20
30
50
40
20
60
90
70
20
140
50
110
90
30
20
30
20
40
100
20
20
20
90
60
150
20
140
150
40
20
30
20
20
30
20
50
150
150
50
40
20
150
50
30
20
30
110
140
120
20
70
150
30
40
20
100
40
50
40
60
20
30
30
140
20
20
20
30
90
50
50
60
20
50
130
80
20
70
60
120
50
20
60
90
40
20
20
70
20
20
50
30
80
20
30
30
20
70
100
150
20
70
120
30
150
20
50
30
130
20
140
150
20
30
20
40
20
140
20
110
20
60
40
20
30
30
140
20
30
60
30
30
60
50
40
20
140
70
20
20
30
20
40
50
20
20
70
40
40
40
40
100
20
60
80
20
150
20
50
20
30
70
20
40
100
130
20
40
30
20
50
90
60
150
40
30
30
90
20
120
20
20
20
20
30
110
20
30
150
20
140
30
130
40
20
20
20
30
20
70
50
60
60
20
20
20
100
20
60
30
40
50
90
120
100
20
90
110
90
100
60
100
50
40
60
20
20
40
40
20
30
50
40
120
60
80
30
20
20
60
150
20
30
20
90
50
120
30
30
120
20
20
60
60
40
40
90
40
40
40
30
50
20
20
20
30
20
20
110
40
100
130
60
20
30
110
40
30
40
20
60
20
110
150
110
120
40
40
100
20
30
20
20
80
110
150
20
100
130
50
100
20
20
50
20
150
20
60
20
30
20
80
150
20
30
20
30
60
20
40
30
90
130
50
20
70
20
30
20
20
70
80
30
90
80
20
20
20
90
70
80
50
150
50
40
130
80
60
80
50
20
100
20
150
150
30
150
20
20
150
150
20
40
90
30
20
20
40
60
110
40
150
30
30
100
70
70
20
150
20
150
80
40
110
50
150
100
20
100
20
40
50
30
40
40
20
150
40
90
90
20
20
30
70
20
30
120
50
20
50
20
30
50
30
30
50
90
80
70
30
20
120
50
40
50
50
20
40
50
30
20
30
50
100
40
60
150
20
70
110
20
40
150
20
40
20
90
50
80
30
80
20
150
30
60
20
70
20
30
30
80
20
150
60
40
100
40
40
70
140
40
140
30
20
150
20
130
70
50
140
40
110
90
50
90
40
20
30
70
20
40
30
100
50
90
40
80
80
20
30
30
150
40
20
80
30
40
20
70
30
60
30
50
40
50
20
100
30
60
50
150
30
30
120
70
20
130
110
70
20
120
60
150
40
60
110
30
80
20
20
50
90
20
20
130
60
40
30
50
20
50
40
30
150
20
40
90
20
60
60
70
40
20
30
20
140
20
20
20
50
30
80
40
30
20
90
70
40
20
20
60
30
120
70
90
40
20
20
60
20
20
60
30
20
30
70
90
20
70
70
90
130
20
30
150
50
40
20
20
50
40
150
70
30
30
50
40
110
20
150
30
30
120
40
50
70
20
40
50
50
30
20
20
40
20
20
40
20
50
60
20
30
30
30
30
140
60
40
50
120
40
20
20
30
20
30
140
60
30
140
40
40
20
150
150
80
20
20
20
30
20
120
20
150
20
50
20
50
120
50
40
80
90
20
20
150
30
20
20
30
80
40
70
30
20
80
80
20
120
80
50
20
60
30
40
70
150
110
30
40
20
20
20
30
150
20
20
20
20
140
110
150
50
40
20
40
90
150
150
20
20
20
20
20
30
90
20
20
150
70
30
150
40
90
50
90
20
50
20
30
20
20
60
20
20
100
30
20
30
20
20
60
40
120
20
40
100
50
30
40
120
20
40
50
60
70
30
20
90
20
50
130
50
20
20
120
40
20
120
90
20
20
30
120
70
20
50
90
20
50
130
20
40
20
40
50
30
40
40
20
90
40
110
30
90
80
70
80
20
20
30
20
40
40
20
130
140
20
50
20
40
20
40
140
90
40
150
30
20
30
40
40
20
50
150
30
50
30
50
20
90
90
120
60
120
20
20
120
20
80
20
30
140
50
60
90
20
70
30
50
30
100
150
20
70
30
30
130
20
60
20
20
20
40
20
110
50
70
30
20
140
20
110
150
20
50
60
20
30
40
150
140
40
30
30
20
40
150
70
20
30
30
20
120
110
140
30
100
20
80
90
150
20
20
20
70
40
20
40
20
20
110
20
40
150
60
20
20
30
30
60
100
30
50
20
30
140
50
20
110
30
40
40
30
30
40
20
30
70
60
20
40
30
20
20
80
20
20
150
50
120
90
50
90
20
40
70
150
30
150
50
30
30
50
50
130
140
20
80
60
30
20
20
110
30
70
30
20
60
20
90
50
140
40
20
20
70
40
50
20
30
30
20
70
30
70
30
150
20
70
50
20
100
20
20
60
20
20
20
100
40
80
30
20
140
60
20
20
20
40
60
100
150
30
40
20
50
130
20
70
80
20
50
20
70
20
70
90
20
20
90
20
80
50
80
120
60
20
30
30
20
20
120
40
40
20
40
20
20
80
50
60
50
20
20
40
90
50
30
140
40
90
40
20
50
20
30
70
150
20
50
50
150
50
20
70
50
20
30
20
110
70
90
20
20
110
30
40
20
90
60
30
40
30
30
30
20
30
100
30
20
20
20
70
20
150
30
30
30
50
30
140
100
20
50
70
20
120
20
120
130
30
40
90
90
20
150
150
20
70
90
30
20
150
70
30
20
150
150
30
130
50
20
50
20
20
20
20
50
20
60
20
20
20
30
40
70
20
20
110
60
20
20
40
60
70
80
20
60
50
30
120
20
40
20
70
130
30
20
50
20
20
20
50
70
20
100
100
70
70
50
120
100
20
100
20
30
150
30
140
30
30
20
30
70
20
150
20
30
50
60
20
40
40
110
30
20
30
30
20
30
20
80
30
30
20
20
20
50
50
140
20
90
40
90
30
30
20
120
20
20
30
30
100
140
40
20
20
20
150
70
30
20
20
110
30
150
70
20
40
20
20
20
20
30
20
20
80
150
30
20
20
30
50
20
40
30
20
20
70
50
20
20
100
50
20
150
30
20
110
20
20
110
80
40
80
30
30
40
50
50
50
100
20
80
30
20
40
20
50
90
80
20
60
120
70
60
100
50
20
50
150
20
20
40
150
30
20
30
30
20
130
40
100
20
80
20
60
30
120
80
30
20
20
50
80
150
50
110
40
60
20
30
90
20
20
20
90
150
70
70
90
20
140
20
60
70
60
60
80
120
50
40
40
150
30
20
20
40
20
120
150
50
30
120
20
110
50
50
150
130
20
40
40
20
20
30
70
20
150
20
60
20
20
20
20
50
70
20
20
20
20
70
40
70
60
20
130
150
20
90
50
40
70
20
30
20
30
20
50
100
30
30
50
150
30
40
150
20
20
40
90
130
60
100
20
60
20
20
30
70
30
40
20
140
20
30
20
40
20
20
40
70
40
40
60
30
60
20
110
40
30
20
80
140
40
120
20
20
50
70
60
50
40
50
40
140
40
40
20
20
20
30
20
20
30
30
20
30
30
50
30
20
50
110
80
40
30
50
110
20
40
20
20
90
50
70
50
20
140
40
100
130
20
20
20
150
60
20
90
30
90
30
20
20
90
30
40
30
50
50
30
50
150
20
90
20
20
40
150
20
20
20
40
70
40
70
30
20
60
60
20
150
130
20
60
30
20
40
150
140
40
30
20
150
30
20
150
110
130
60
40
20
40
90
150
150
30
30
20
20
30
40
20
80
20
20
90
90
50
40
100
20
70
20
90
120
40
30
40
40
20
30
40
20
60
20
30
30
40
90
150
20
30
20
70
20
30
40
20
100
20
40
50
20
120
90
40
50
120
20
30
20
30
130
40
110
30
50
30
30
30
120
20
50
20
30
20
20
80
140
20
20
40
20
40
50
30
50
20
90
140
70
60
20
70
140
20
50
150
90
150
20
20
60
150
30
30
60
150
30
20
150
90
20
80
140
50
110
150
40
40
20
110
20
40
120
20
140
50
60
20
20
90
40
30
20
120
20
70
70
20
150
40
20
60
20
20
40
150
40
30
40
100
20
20
90
30
30
30
20
30
20
30
90
40
150
130
70
60
20
20
20
40
50
110
60
90
150
40
100
60
120
140
70
30
20
50
70
30
20
150
50
60
80
40
70
30
20
20
20
50
130
20
20
20
70
20
130
40
110
20
80
60
150
20
20
60
60
40
60
70
20
20
30
50
150
20
60
90
20
150
120
20
30
150
30
60
20
20
50
40
100
20
50
20
110
30
60
20
140
50
20
20
80
40
100
40
40
100
30
20
40
20
30
40
70
110
20
60
30
100
30
20
20
70
70
30
40
30
20
20
20
30
20
20
150
60
60
30
20
30
30
70
20
30
40
100
40
150
60
140
30
140
70
110
30
20
40
20
20
130
30
20
80
40
80
120
20
20
150
60
80
30
150
50
30
80
40
70
60
30
50
140
20
90
20
140
20
20
150
20
150
70
30
30
30
50
70
60
150
20
150
20
20
40
110
40
20
20
20
60
20
90
50
90
90
50
20
20
150
50
60
90
20
30
50
20
110
20
30
150
150
20
40
70
70
80
70
20
100
20
50
150
100
60
90
60
90
150
110
120
30
30
20
20
100
20
20
130
40
90
70
60
30
40
20
40
110
150
50
40
40
110
20
50
130
20
60
50
40
20
150
20
40
150
60
40
30
30
30
20
150
30
20
30
110
30
20
20
20
140
50
70
20
100
60
20
30
20
150
20
20
20
20
20
30
30
20
40
30
20
60
20
30
30
30
60
20
80
70
30
40
30
50
20
20
30
90
40
60
20
50
90
20
40
20
50
20
90
40
20
20
70
50
20
90
20
90
90
20
20
20
20
80
90
20
50
40
60
20
30
30
20
30
90
60
20
20
60
30
90
20
60
90
90
40
90
30
20
20
20
20
90
40
30
20
70
90
90
20
50
40
20
60
80
90
90
20
20
30
40
30
40
50
20
90
40
50
30
50
50
20
90
30
80
50
20
30
20
50
30
70
30
20
30
40
80
30
50
20
40
60
30
20
20
70
90
30
20
90
20
90
40
60
20
20
50
20
90
90
20
20
60
20
20
70
30
60
20
60
80
60
60
50
20
30
70
70
20
20
20
70
20
80
80
90
20
70
30
80
60
90
40
40
20
30
30
90
20
20
30
90
20
80
50
90
90
30
20
90
30
40
70
60
40
60
50
70
20
20
60
60
20
20
60
90
50
20
20
20
20
20
30
20
90
20
90
30
40
70
20
20
50
90
90
20
20
20
80
20
50
40
30
90
80
20
20
50
70
50
80
50
20
50
20
20
20
20
30
20
20
80
30
40
30
30
20
30
20
20
50
20
20
30
50
70
20
80
50
20
20
90
50
20
30
20
20
20
90
20
30
20
30
90
20
70
90
30
90
20
20
70
70
20
90
90
50
20
90
20
70
20
40
90
80
90
20
40
90
40
20
20
20
80
50
90
30
20
80
90
90
20
20
70
50
60
60
90
50
30
90
20
30
20
60
30
70
60
30
70
90
90
20
30
30
20
40
30
30
30
30
50
30
50
90
30
20
70
20
20
20
50
20
30
20
20
60
20
70
30
50
30
30
80
80
20
80
40
60
20
30
20
80
90
20
90
30
40
40
20
90
30
90
40
90
40
90
50
20
70
90
70
40
30
60
20
20
70
20
20
70
30
90
80
50
80
90
20
70
30
20
30
80
50
90
70
20
20
90
90
90
20
30
90
40
90
20
30
20
20
70
90
40
30
90
30
40
20
60
30
20
40
70
20
40
40
20
60
30
30
20
60
90
50
30
80
20
90
90
30
60
50
20
40
90
70
20
20
40
40
30
50
40
30
50
30
90
20
20
20
90
20
90
40
20
20
20
20
60
30
80
70
20
50
90
50
20
90
20
90
90
40
40
70
80
40
80
90
20
60
90
50
40
70
20
70
90
90
40
60
20
20
70
80
20
30
80
30
20
30
50
20
90
20
60
40
90
20
40
70
30
90
90
20
40
90
60
20
20
20
20
20
20
20
50
20
30
30
20
50
20
20
150
50
40
30
90
30
20
40
20
20
90
20
20
60
20
30
140
40
80
20
130
60
120
50
70
40
50
30
90
50
40
60
90
20
20
40
100
150
20
30
70
20
40
30
100
20
30
20
40
20
50
30
60
20
20
150
50
120
90
40
60
40
40
60
90
50
70
40
20
20
20
90
50
40
20
50
120
110
150
20
60
20
50
20
40
80
30
60
110
40
20
30
40
30
90
30
20
70
100
50
50
150
20
20
30
30
20
70
90
30
20
30
30
30
40
20
20
20
110
30
30
20
40
90
90
70
20
30
100
20
30
20
150
60
50
150
90
150
30
30
20
20
20
20
120
20
100
30
20
100
20
20
30
70
40
70
20
20
70
20
30
60
110
40
20
40
50
30
20
40
20
20
70
30
100
70
20
40
70
140
70
20
60
20
20
50
20
40
50
30
50
20
70
20
30
90
40
20
150
20
80
150
40
20
60
20
30
20
90
50
60
20
20
150
20
40
100
150
50
20
30
110
50
20
40
90
30
120
30
20
40
120
80
20
30
20
30
50
140
150
20
110
30
20
60
30
40
90
40
30
50
120
20
30
20
50
30
150
20
140
20
70
50
20
60
50
80
140
140
60
20
30
20
20
20
150
70
40
20
150
20
110
150
20
30
30
40
60
20
70
20
150
20
20
40
40
20
30
20
20
150
20
40
20
30
150
20
70
20
20
50
120
20
40
30
80
30
20
20
150
50
70
20
70
20
30
20
30
90
60
60
90
130
20
50
120
80
50
110
20
20
50
80
150
110
20
140
60
20
50
40
20
30
150
20
80
30
60
70
70
90
20
30
30
70
20
50
30
150
30
20
20
20
40
20
20
20
70
40
20
90
20
90
150
20
70
100
90
140
20
40
90
20
40
90
110
120
50
40
20
50
30
50
30
30
150
20
20
30
30
60
40
140
30
40
20
100
30
20
140
30
20
50
150
30
20
80
40
60
20
20
80
70
50
70
20
20
30
20
60
30
20
140
20
30
20
100
50
40
20
50
20
20
50
20
110
50
100
30
90
30
20
30
50
40
20
20
30
30
150
70
20
80
40
30
50
50
150
20
30
40
40
60
50
90
20
150
20
30
140
20
30
40
100
20
20
30
30
20
30
20
30
80
20
40
60
20
120
20
20
20
20
20
20
30
30
50
50
30
40
20
30
150
30
40
20
20
20
30
60
90
30
20
30
100
40
60
40
140
40
30
70
130
40
90
70
70
110
20
50
100
20
20
150
20
30
20
20
40
120
150
90
20
20
150
30
20
20
40
80
20
20
70
20
20
150
70
70
120
20
60
30
20
40
70
150
130
30
20
20
20
150
40
20
20
150
20
110
150
60
40
20
40
40
40
150
150
20
40
40
40
20
30
90
30
20
150
20
60
50
140
100
20
120
50
20
20
80
20
30
50
20
60
30
30
20
30
20
60
20
30
140
30
100
20
20
40
30
30
60
30
40
50
20
30
120
60
150
20
20
50
20
120
40
100
30
60
60
20
20
30
20
90
70
20
20
100
60
70
40
20
40
40
50
30
40
20
20
90
140
20
70
90
50
90
70
90
20
90
20
90
30
70
30
50
90
90
90
40
50
60
20
90
90
90
20
20
90
90
40
40
20
90
90
20
80
90
70
20
60
20
20
90
60
30
20
90
90
50
40
90
20
90
60
30
90
30
90
90
90
80
30
50
60
90
90
90
90
20
20
90
60
20
30
90
90
20
50
30
60
30
90
80
30
60
90
30
90
90
90
90
30
90
90
90
20
40
20
60
40
70
90
90
90
90
40
40
90
70
90
70
30
60
80
90
20
70
70
30
90
90
20
70
20
50
50
30
90
20
90
60
90
90
80
90
90
40
20
70
70
80
60
90
20
90
30
20
50
80
40
30
50
60
50
90
40
50
90
30
50
90
50
90
50
30
90
70
90
30
60
90
70
60
20
90
70
90
20
70
60
20
90
20
90
20
90
20
30
70
90
50
40
40
90
80
50
20
80
90
90
20
30
30
80
40
90
20
90
80
50
90
90
20
90
60
90
60
20
90
90
30
50
20
20
90
20
40
50
60
20
90
90
90
90
90
90
30
20
20
20
40
20
60
20
90
90
90
90
90
30
90
20
90
90
20
90
20
90
20
20
90
60
80
40
90
30
40
40
20
90
20
20
90
20
70
60
90
90
90
20
20
90
90
90
70
50
80
60
30
70
90
20
90
30
90
20
20
80
50
20
90
80
20
90
90
90
20
20
60
50
30
20
50
90
90
90
40
90
90
90
20
90
90
60
20
90
20
90
90
90
50
90
70
20
90
50
30
80
90
70
20
20
50
90
20
90
50
20
40
90
70
90
20
90
90
60
90
90
90
30
90
70
20
20
90
90
30
90
90
90
20
80
20
90
90
90
80
90
50
30
70
20
20
90
90
70
90
20
90
30
80
20
50
50
40
20
50
20
90
50
40
90
20
90
50
40
50
90
20
90
80
20
80
20
20
90
30
90
90
90
20
60
30
90
20
90
90
90
20
90
90
90
30
60
90
20
90
80
90
90
20
90
90
30
50
30
90
90
70
60
40
90
30
30
20
40
90
20
60
50
90
90
20
60
80
90
70
90
30
90
90
90
70
30
30
30
80
80
90
90
90
40
90
80
90
60
90
70
90
90
90
20
40
20
60
20
20
20
70
70
90
70
20
90
40
20
20
30
20
20
30
70
30
60
20
50
20
30
150
60
40
40
150
30
30
30
30
20
40
100
20
40
40
150
40
60
50
130
40
20
150
70
20
50
50
30
30
110
20
120
30
20
20
20
20
50
90
30
70
80
20
20
20
40
20
150
30
20
20
40
70
40
20
90
30
20
20
150
140
30
130
90
40
150
140
20
20
30
130
30
40
40
20
150
110
150
70
20
40
20
40
90
150
150
30
40
30
30
90
20
20
20
70
110
50
30
130
20
30
20
90
20
150
50
20
40
70
20
20
30
30
30
30
30
20
30
20
90
150
20
30
90
20
30
20
50
90
20
30
150
70
40
120
50
20
30
30
40
80
100
20
20
110
20
20
20
90
40
20
40
20
20
20
60
80
140
50
40
60
50
20
40
20
30
90
150
20
50
60
70
80
60
20
40
40
110
70
30
50
130
30
20
20
50
150
150
70
50
120
30
90
60
20
20
150
40
40
50
60
20
140
150
20
30
20
50
60
70
30
20
60
20
110
20
30
30
30
30
40
40
20
50
30
80
30
110
50
20
30
20
50
20
90
20
50
80
120
40
40
60
40
150
90
50
120
20
20
50
60
120
30
70
30
140
50
40
60
80
150
20
40
70
30
20
50
60
70
80
50
30
20
20
30
30
60
40
120
90
50
40
30
50
20
150
80
30
120
20
30
140
40
150
40
20
20
40
20
50
50
60
20
20
20
80
120
40
50
40
50
40
60
30
140
20
20
20
20
20
30
150
50
30
60
150
50
110
50
50
50
80
40
20
120
150
30
120
40
120
70
110
20
20
50
150
20
120
70
130
40
30
150
20
20
20
40
80
30
60
40
90
80
80
20
150
40
40
110
20
120
50
120
50
30
120
20
120
140
140
60
140
150
20
40
70
30
50
70
20
30
150
20
50
90
30
70
90
20
20
50
60
40
50
30
20
20
80
40
20
80
20
110
50
20
30
40
20
30
30
110
20
70
80
60
30
30
110
70
130
20
60
40
90
60
120
30
20
150
50
60
20
90
70
60
20
20
50
70
20
20
120
20
100
40
60
50
30
30
120
40
20
130
20
70
60
40
30
60
20
20
100
60
20
20
40
120
40
30
90
30
30
50
20
60
30
50
70
80
130
30
80
20
20
60
60
120
60
20
30
150
20
100
90
20
30
90
50
50
20
50
40
150
50
30
30
50
50
110
40
130
20
20
70
70
20
30
20
120
20
40
50
20
30
20
70
40
20
90
20
90
40
40
90
90
20
90
40
50
50
20
20
20
30
80
20
30
20
30
30
50
30
60
20
20
20
80
30
50
20
20
30
20
60
50
50
90
80
20
40
20
90
40
30
90
20
40
50
80
50
90
70
30
20
70
30
40
50
90
20
20
30
80
20
50
50
20
90
80
40
60
50
70
20
50
20
60
20
90
40
60
90
90
50
90
70
20
40
90
90
80
50
60
50
50
50
40
20
80
60
20
40
30
50
30
60
20
90
30
50
90
70
90
30
70
40
50
20
40
20
80
90
20
50
90
70
90
20
90
90
20
90
40
70
30
90
50
90
20
30
50
60
20
20
60
20
90
20
20
20
30
90
50
30
60
40
90
90
40
50
40
40
40
20
60
90
30
70
30
20
20
30
20
70
20
90
50
50
20
20
20
20
90
30
50
60
70
20
20
90
30
70
90
30
30
50
20
90
70
70
50
30
50
20
20
70
90
20
50
60
20
60
90
50
40
20
20
70
50
50
50
90
40
60
90
50
40
20
20
90
20
70
60
70
70
60
20
90
20
20
90
40
20
90
60
30
20
50
20
90
30
30
60
30
20
60
50
30
20
70
90
20
20
20
90
20
90
20
40
30
40
50
40
20
20
40
20
90
30
90
20
90
60
80
40
90
20
30
120
20
30
20
20
40
150
150
120
120
30
60
70
20
20
20
20
110
70
30
20
60
20
30
50
150
20
30
20
40
60
20
40
30
60
20
130
20
70
60
40
100
80
30
30
80
50
50
20
50
50
90
70
70
70
100
30
20
50
150
20
50
30
110
20
20
50
150
20
80
70
20
150
20
30
100
80
30
20
110
60
100
20
60
60
20
120
110
100
50
100
20
90
150
20
150
80
30
40
40
70
70
150
150
60
70
100
40
20
150
50
50
60
50
40
40
20
20
20
20
150
50
20
50
40
90
40
30
90
90
30
60
70
40
50
50
140
40
20
30
100
20
60
80
150
140
90
120
20
20
130
60
90
50
20
150
40
100
40
80
30
120
60
20
30
40
20
30
20
40
20
50
80
150
20
140
30
40
80
20
150
20
40
80
50
30
140
80
60
50
70
150
20
30
110
80
20
20
60
70
100
20
130
20
30
80
70
70
20
20
90
120
20
70
30
110
30
40
20
70
30
130
60
40
50
20
100
30
40
70
70
30
50
30
20
150
70
70
100
30
40
40
60
20
60
140
50
60
110
110
20
20
130
20
50
80
110
40
50
20
50
20
30
150
20
20
130
20
70
60
30
40
60
20
20
40
20
50
100
50
120
40
120
80
40
20
20
60
20
120
50
30
30
100
30
70
40
40
30
30
30
70
50
30
20
20
20
150
150
60
150
50
40
20
20
50
20
20
130
40
40
30
50
40
110
30
140
20
150
20
150
70
20
100
40
150
70
150
150
20
60
70
70
20
30
20
20
90
110
50
90
130
60
50
20
150
20
20
20
150
20
70
50
60
20
30
20
80
150
20
40
20
40
60
40
20
30
60
20
140
20
40
70
60
40
80
70
50
100
80
20
20
50
60
80
20
50
60
70
110
30
20
80
60
130
70
30
120
20
20
50
30
150
20
30
30
50
60
110
70
30
20
150
150
20
20
30
70
30
20
70
20
130
90
120
60
80
20
130
100
50
50
150
90
30
60
70
70
30
130
150
50
60
20
40
20
90
50
20
20
60
80
150
30
50
60
20
60
20
20
150
50
20
50
70
120
50
90
30
150
80
40
50
20
40
140
20
30
120
150
30
70
150
20
70
120
40
20
20
80
80
150
90
30
40
80
50
50
90
30
60
20
70
20
20
60
30
20
90
150
20
140
40
50
80
30
150
50
110
50
20
20
140
20
120
50
50
60
150
20
110
80
30
40
70
60
40
60
150
20
50
120
70
20
90
30
120
20
70
30
20
20
30
80
40
20
70
20
70
120
40
50
20
100
80
60
30
40
80
30
30
120
150
20
50
100
80
60
110
60
100
90
60
20
20
60
20
60
30
50
40
20
70
120
20
100
40
30
30
20
20
30
20
20
150
120
100
60
70
90
40
140
20
20
20
150
40
30
20
90
80
40
20
20
80
120
40
40
50
70
20
80
30
20
20
50
30
30
20
50
120
30
30
30
20
100
130
80
20
20
20
20
20
20
20
30
50
30
30
40
50
20
40
30
80
70
20
40
150
20
30
20
40
20
20
100
50
20
30
150
60
100
150
150
50
30
90
30
60
80
20
60
90
20
20
30
20
20
50
90
30
150
40
60
40
30
110
20
30
20
20
40
70
20
30
20
20
80
20
150
140
30
30
100
60
30
40
80
150
40
90
20
20
20
20
150
70
20
150
80
80
60
50
70
90
150
150
20
30
40
20
20
20
60
20
70
90
50
60
100
40
30
50
20
120
30
70
30
40
50
20
20
40
30
30
60
40
90
110
50
20
20
20
100
20
40
40
20
40
70
30
50
150
20
90
20
140
40
20
30
20
120
20
100
30
100
20
20
30
30
100
70
20
50
70
140
20
60
40
50
30
90
20
90
20
30
90
20
70
40
20
20
70
40
50
20
40
80
50
40
70
40
30
140
50
20
30
60
70
20
40
20
60
30
50
90
60
30
30
150
40
150
30
20
90
50
20
20
40
50
150
60
20
150
60
20
30
30
150
20
70
80
20
50
50
20
40
20
120
90
60
20
20
40
30
30
30
20
20
80
30
150
110
20
90
30
20
90
150
150
40
30
30
20
120
20
20
40
20
20
20
50
40
120
130
20
150
60
20
30
70
20
20
150
20
50
110
30
20
20
110
40
50
20
60
20
40
20
20
20
20
50
120
50
150
60
20
20
90
20
50
20
110
20
70
20
60
40
30
70
20
20
20
20
60
20
20
70
40
50
100
90
20
30
30
50
20
110
40
50
40
110
20
50
50
20
30
120
90
150
50
50
30
20
30
70
20
90
30
30
110
110
30
20
30
120
20
20
70
60
40
70
80
150
30
50
40
20
50
20
40
40
20
60
40
90
30
130
60
40
